mission_ql,character_level,slider_position,ordinary_terminal_eligible,evidence_status
10,14,2,True,PROVEN_HELPBOT
10,15,1,True,PROVEN_HELPBOT
11,9,9,True,PROVEN_HELPBOT
11,10,7,True,PROVEN_HELPBOT
11,11,6,True,PROVEN_HELPBOT
11,13,4,True,PROVEN_HELPBOT
11,13,5,True,PROVEN_HELPBOT
11,14,3,True,PROVEN_HELPBOT
11,14,4,True,PROVEN_HELPBOT
11,15,2,True,PROVEN_HELPBOT
11,16,1,True,PROVEN_HELPBOT
11,17,1,True,PROVEN_HELPBOT
12,7,11,True,PROVEN_HELPBOT
12,8,10,True,PROVEN_HELPBOT
12,10,8,True,PROVEN_HELPBOT
12,11,7,True,PROVEN_HELPBOT
12,12,6,True,PROVEN_HELPBOT
12,14,5,True,PROVEN_HELPBOT
12,15,3,True,PROVEN_HELPBOT
12,15,4,True,PROVEN_HELPBOT
12,16,2,True,PROVEN_HELPBOT
12,16,3,True,PROVEN_HELPBOT
12,17,2,True,PROVEN_HELPBOT
12,18,1,True,PROVEN_HELPBOT
13,9,10,True,PROVEN_HELPBOT
13,10,9,True,PROVEN_HELPBOT
13,11,8,True,PROVEN_HELPBOT
13,12,7,True,PROVEN_HELPBOT
13,13,6,True,PROVEN_HELPBOT
13,15,5,True,PROVEN_HELPBOT
13,16,4,True,PROVEN_HELPBOT
13,17,3,True,PROVEN_HELPBOT
13,18,2,True,PROVEN_HELPBOT
13,19,1,True,PROVEN_HELPBOT
14,8,11,True,PROVEN_HELPBOT
14,11,9,True,PROVEN_HELPBOT
14,12,8,True,PROVEN_HELPBOT
14,13,7,True,PROVEN_HELPBOT
14,14,6,True,PROVEN_HELPBOT
14,16,5,True,PROVEN_HELPBOT
14,17,4,True,PROVEN_HELPBOT
14,18,3,True,PROVEN_HELPBOT
14,19,2,True,PROVEN_HELPBOT
14,20,1,True,PROVEN_HELPBOT
14,21,1,True,PROVEN_HELPBOT
15,10,10,True,PROVEN_HELPBOT
15,12,9,True,PROVEN_HELPBOT
15,13,8,True,PROVEN_HELPBOT
15,14,7,True,PROVEN_HELPBOT
15,15,6,True,PROVEN_HELPBOT
15,17,5,True,PROVEN_HELPBOT
15,18,4,True,PROVEN_HELPBOT
15,19,3,True,PROVEN_HELPBOT
15,20,2,True,PROVEN_HELPBOT
15,21,2,True,PROVEN_HELPBOT
15,22,1,True,PROVEN_HELPBOT
16,9,11,True,PROVEN_HELPBOT
16,11,10,True,PROVEN_HELPBOT
16,13,9,True,PROVEN_HELPBOT
16,14,8,True,PROVEN_HELPBOT
16,15,7,True,PROVEN_HELPBOT
16,16,6,True,PROVEN_HELPBOT
16,18,5,True,PROVEN_HELPBOT
16,19,4,True,PROVEN_HELPBOT
16,20,3,True,PROVEN_HELPBOT
16,21,3,True,PROVEN_HELPBOT
16,22,2,True,PROVEN_HELPBOT
16,23,1,True,PROVEN_HELPBOT
16,24,1,True,PROVEN_HELPBOT
17,16,7,True,PROVEN_HELPBOT
17,17,6,True,PROVEN_HELPBOT
17,19,5,True,PROVEN_HELPBOT
17,20,4,True,PROVEN_HELPBOT
17,21,4,True,PROVEN_HELPBOT
17,22,3,True,PROVEN_HELPBOT
17,23,2,True,PROVEN_HELPBOT
17,25,1,True,PROVEN_HELPBOT
18,10,11,True,PROVEN_HELPBOT
18,12,10,True,PROVEN_HELPBOT
18,14,9,True,PROVEN_HELPBOT
18,15,8,True,PROVEN_HELPBOT
18,17,7,True,PROVEN_HELPBOT
18,18,6,True,PROVEN_HELPBOT
18,20,5,True,PROVEN_HELPBOT
18,21,5,True,PROVEN_HELPBOT
18,22,4,True,PROVEN_HELPBOT
18,23,3,True,PROVEN_HELPBOT
18,24,2,True,PROVEN_HELPBOT
18,25,2,True,PROVEN_HELPBOT
18,26,1,True,PROVEN_HELPBOT
18,27,1,True,PROVEN_HELPBOT
19,11,11,True,PROVEN_HELPBOT
19,13,10,True,PROVEN_HELPBOT
19,15,9,True,PROVEN_HELPBOT
19,16,8,True,PROVEN_HELPBOT
19,18,7,True,PROVEN_HELPBOT
19,19,6,True,PROVEN_HELPBOT
19,22,5,True,PROVEN_HELPBOT
19,23,4,True,PROVEN_HELPBOT
19,24,3,True,PROVEN_HELPBOT
19,26,2,True,PROVEN_HELPBOT
19,28,1,True,PROVEN_HELPBOT
20,16,9,True,PROVEN_HELPBOT
20,17,8,True,PROVEN_HELPBOT
20,19,7,True,PROVEN_HELPBOT
20,20,6,True,PROVEN_HELPBOT
20,23,5,True,PROVEN_HELPBOT
20,24,4,True,PROVEN_HELPBOT
20,25,3,True,PROVEN_HELPBOT
20,26,3,True,PROVEN_HELPBOT
20,27,2,True,PROVEN_HELPBOT
20,29,1,True,PROVEN_HELPBOT
21,12,11,True,PROVEN_HELPBOT
21,14,10,True,PROVEN_HELPBOT
21,18,8,True,PROVEN_HELPBOT
21,21,6,True,PROVEN_HELPBOT
21,24,5,True,PROVEN_HELPBOT
21,25,4,True,PROVEN_HELPBOT
21,27,3,True,PROVEN_HELPBOT
21,28,2,True,PROVEN_HELPBOT
21,29,2,True,PROVEN_HELPBOT
21,30,1,True,PROVEN_HELPBOT
21,31,1,True,PROVEN_HELPBOT
22,13,11,True,PROVEN_HELPBOT
22,15,10,True,PROVEN_HELPBOT
22,17,9,True,PROVEN_HELPBOT
22,19,8,True,PROVEN_HELPBOT
22,20,7,True,PROVEN_HELPBOT
22,22,6,True,PROVEN_HELPBOT
22,25,5,True,PROVEN_HELPBOT
22,26,4,True,PROVEN_HELPBOT
22,27,4,True,PROVEN_HELPBOT
22,28,3,True,PROVEN_HELPBOT
22,30,2,True,PROVEN_HELPBOT
22,32,1,True,PROVEN_HELPBOT
23,18,9,True,PROVEN_HELPBOT
23,21,7,True,PROVEN_HELPBOT
23,23,6,True,PROVEN_HELPBOT
23,26,5,True,PROVEN_HELPBOT
23,28,4,True,PROVEN_HELPBOT
23,29,3,True,PROVEN_HELPBOT
23,31,2,True,PROVEN_HELPBOT
23,33,1,True,PROVEN_HELPBOT
23,34,1,True,PROVEN_HELPBOT
24,14,11,True,PROVEN_HELPBOT
24,16,10,True,PROVEN_HELPBOT
24,19,9,True,PROVEN_HELPBOT
24,20,8,True,PROVEN_HELPBOT
24,22,7,True,PROVEN_HELPBOT
24,24,6,True,PROVEN_HELPBOT
24,27,5,True,PROVEN_HELPBOT
24,29,4,True,PROVEN_HELPBOT
24,30,3,True,PROVEN_HELPBOT
24,31,3,True,PROVEN_HELPBOT
24,32,2,True,PROVEN_HELPBOT
24,33,2,True,PROVEN_HELPBOT
24,35,1,True,PROVEN_HELPBOT
25,17,10,True,PROVEN_HELPBOT
25,21,8,True,PROVEN_HELPBOT
25,23,7,True,PROVEN_HELPBOT
25,25,6,True,PROVEN_HELPBOT
25,28,5,True,PROVEN_HELPBOT
25,30,4,True,PROVEN_HELPBOT
25,32,3,True,PROVEN_HELPBOT
25,34,2,True,PROVEN_HELPBOT
25,36,1,True,PROVEN_HELPBOT
25,37,1,True,PROVEN_HELPBOT
26,15,11,True,PROVEN_HELPBOT
26,20,9,True,PROVEN_HELPBOT
26,22,8,True,PROVEN_HELPBOT
26,24,7,True,PROVEN_HELPBOT
26,26,6,True,PROVEN_HELPBOT
26,29,5,True,PROVEN_HELPBOT
26,31,4,True,PROVEN_HELPBOT
26,33,3,True,PROVEN_HELPBOT
26,35,2,True,PROVEN_HELPBOT
26,38,1,True,PROVEN_HELPBOT
27,18,10,True,PROVEN_HELPBOT
27,21,9,True,PROVEN_HELPBOT
27,23,8,True,PROVEN_HELPBOT
27,25,7,True,PROVEN_HELPBOT
27,27,6,True,PROVEN_HELPBOT
27,30,5,True,PROVEN_HELPBOT
27,31,5,True,PROVEN_HELPBOT
27,32,4,True,PROVEN_HELPBOT
27,34,3,True,PROVEN_HELPBOT
27,36,2,True,PROVEN_HELPBOT
27,37,2,True,PROVEN_HELPBOT
27,39,1,True,PROVEN_HELPBOT
28,16,11,True,PROVEN_HELPBOT
28,19,10,True,PROVEN_HELPBOT
28,22,9,True,PROVEN_HELPBOT
28,24,8,True,PROVEN_HELPBOT
28,26,7,True,PROVEN_HELPBOT
28,28,6,True,PROVEN_HELPBOT
28,32,5,True,PROVEN_HELPBOT
28,33,4,True,PROVEN_HELPBOT
28,34,4,True,PROVEN_HELPBOT
28,35,3,True,PROVEN_HELPBOT
28,36,3,True,PROVEN_HELPBOT
28,38,2,True,PROVEN_HELPBOT
28,40,1,True,PROVEN_HELPBOT
28,41,1,True,PROVEN_HELPBOT
29,23,9,True,PROVEN_HELPBOT
29,27,7,True,PROVEN_HELPBOT
29,29,6,True,PROVEN_HELPBOT
29,33,5,True,PROVEN_HELPBOT
29,35,4,True,PROVEN_HELPBOT
29,37,3,True,PROVEN_HELPBOT
29,39,2,True,PROVEN_HELPBOT
29,42,1,True,PROVEN_HELPBOT
30,17,11,True,PROVEN_HELPBOT
30,20,10,True,PROVEN_HELPBOT
30,25,8,True,PROVEN_HELPBOT
30,28,7,True,PROVEN_HELPBOT
30,30,6,True,PROVEN_HELPBOT
30,34,5,True,PROVEN_HELPBOT
30,36,4,True,PROVEN_HELPBOT
30,38,3,True,PROVEN_HELPBOT
30,40,2,True,PROVEN_HELPBOT
30,41,2,True,PROVEN_HELPBOT
30,43,1,True,PROVEN_HELPBOT
30,44,1,True,PROVEN_HELPBOT
31,21,10,True,PROVEN_HELPBOT
31,24,9,True,PROVEN_HELPBOT
31,26,8,True,PROVEN_HELPBOT
31,29,7,True,PROVEN_HELPBOT
31,31,6,True,PROVEN_HELPBOT
31,35,5,True,PROVEN_HELPBOT
31,37,4,True,PROVEN_HELPBOT
31,39,3,True,PROVEN_HELPBOT
31,42,2,True,PROVEN_HELPBOT
31,45,1,True,PROVEN_HELPBOT
32,18,11,True,PROVEN_HELPBOT
32,25,9,True,PROVEN_HELPBOT
32,27,8,True,PROVEN_HELPBOT
32,32,6,True,PROVEN_HELPBOT
32,36,5,True,PROVEN_HELPBOT
32,38,4,True,PROVEN_HELPBOT
32,40,3,True,PROVEN_HELPBOT
32,41,3,True,PROVEN_HELPBOT
32,43,2,True,PROVEN_HELPBOT
32,46,1,True,PROVEN_HELPBOT
32,47,1,True,PROVEN_HELPBOT
33,22,10,True,PROVEN_HELPBOT
33,26,9,True,PROVEN_HELPBOT
33,28,8,True,PROVEN_HELPBOT
33,30,7,True,PROVEN_HELPBOT
33,33,6,True,PROVEN_HELPBOT
33,37,5,True,PROVEN_HELPBOT
33,39,4,True,PROVEN_HELPBOT
33,42,3,True,PROVEN_HELPBOT
33,44,2,True,PROVEN_HELPBOT
33,45,2,True,PROVEN_HELPBOT
33,48,1,True,PROVEN_HELPBOT
34,19,11,True,PROVEN_HELPBOT
34,23,10,True,PROVEN_HELPBOT
34,29,8,True,PROVEN_HELPBOT
34,31,7,True,PROVEN_HELPBOT
34,34,6,True,PROVEN_HELPBOT
34,38,5,True,PROVEN_HELPBOT
34,40,4,True,PROVEN_HELPBOT
34,41,4,True,PROVEN_HELPBOT
34,43,3,True,PROVEN_HELPBOT
34,46,2,True,PROVEN_HELPBOT
34,49,1,True,PROVEN_HELPBOT
35,27,9,True,PROVEN_HELPBOT
35,32,7,True,PROVEN_HELPBOT
35,35,6,True,PROVEN_HELPBOT
35,39,5,True,PROVEN_HELPBOT
35,42,4,True,PROVEN_HELPBOT
35,44,3,True,PROVEN_HELPBOT
35,47,2,True,PROVEN_HELPBOT
35,50,1,True,PROVEN_HELPBOT
35,51,1,True,PROVEN_HELPBOT
36,20,11,True,PROVEN_HELPBOT
36,24,10,True,PROVEN_HELPBOT
36,28,9,True,PROVEN_HELPBOT
36,30,8,True,PROVEN_HELPBOT
36,33,7,True,PROVEN_HELPBOT
36,36,6,True,PROVEN_HELPBOT
36,40,5,True,PROVEN_HELPBOT
36,41,5,True,PROVEN_HELPBOT
36,43,4,True,PROVEN_HELPBOT
36,45,3,True,PROVEN_HELPBOT
36,46,3,True,PROVEN_HELPBOT
36,48,2,True,PROVEN_HELPBOT
36,49,2,True,PROVEN_HELPBOT
36,52,1,True,PROVEN_HELPBOT
37,21,11,True,PROVEN_HELPBOT
37,25,10,True,PROVEN_HELPBOT
37,29,9,True,PROVEN_HELPBOT
37,31,8,True,PROVEN_HELPBOT
37,34,7,True,PROVEN_HELPBOT
37,37,6,True,PROVEN_HELPBOT
37,42,5,True,PROVEN_HELPBOT
37,44,4,True,PROVEN_HELPBOT
37,47,3,True,PROVEN_HELPBOT
37,50,2,True,PROVEN_HELPBOT
37,53,1,True,PROVEN_HELPBOT
37,54,1,True,PROVEN_HELPBOT
38,22,11,True,PROVEN_HELPBOT
38,32,8,True,PROVEN_HELPBOT
38,35,7,True,PROVEN_HELPBOT
38,38,6,True,PROVEN_HELPBOT
38,43,5,True,PROVEN_HELPBOT
38,45,4,True,PROVEN_HELPBOT
38,48,3,True,PROVEN_HELPBOT
38,51,2,True,PROVEN_HELPBOT
38,55,1,True,PROVEN_HELPBOT
39,26,10,True,PROVEN_HELPBOT
39,30,9,True,PROVEN_HELPBOT
39,33,8,True,PROVEN_HELPBOT
39,36,7,True,PROVEN_HELPBOT
39,39,6,True,PROVEN_HELPBOT
39,44,5,True,PROVEN_HELPBOT
39,46,4,True,PROVEN_HELPBOT
39,47,4,True,PROVEN_HELPBOT
39,49,3,True,PROVEN_HELPBOT
39,52,2,True,PROVEN_HELPBOT
39,53,2,True,PROVEN_HELPBOT
39,56,1,True,PROVEN_HELPBOT
39,57,1,True,PROVEN_HELPBOT
40,27,10,True,PROVEN_HELPBOT
40,31,9,True,PROVEN_HELPBOT
40,34,8,True,PROVEN_HELPBOT
40,37,7,True,PROVEN_HELPBOT
40,40,6,True,PROVEN_HELPBOT
40,45,5,True,PROVEN_HELPBOT
40,48,4,True,PROVEN_HELPBOT
40,50,3,True,PROVEN_HELPBOT
40,51,3,True,PROVEN_HELPBOT
40,54,2,True,PROVEN_HELPBOT
40,58,1,True,PROVEN_HELPBOT
41,23,11,True,PROVEN_HELPBOT
41,32,9,True,PROVEN_HELPBOT
41,38,7,True,PROVEN_HELPBOT
41,41,6,True,PROVEN_HELPBOT
41,46,5,True,PROVEN_HELPBOT
41,49,4,True,PROVEN_HELPBOT
41,52,3,True,PROVEN_HELPBOT
41,55,2,True,PROVEN_HELPBOT
41,59,1,True,PROVEN_HELPBOT
42,24,11,True,PROVEN_HELPBOT
42,28,10,True,PROVEN_HELPBOT
42,33,9,True,PROVEN_HELPBOT
42,35,8,True,PROVEN_HELPBOT
42,39,7,True,PROVEN_HELPBOT
42,42,6,True,PROVEN_HELPBOT
42,47,5,True,PROVEN_HELPBOT
42,50,4,True,PROVEN_HELPBOT
42,53,3,True,PROVEN_HELPBOT
42,56,2,True,PROVEN_HELPBOT
42,57,2,True,PROVEN_HELPBOT
42,60,1,True,PROVEN_HELPBOT
42,61,1,True,PROVEN_HELPBOT
43,29,10,True,PROVEN_HELPBOT
43,36,8,True,PROVEN_HELPBOT
43,43,6,True,PROVEN_HELPBOT
43,48,5,True,PROVEN_HELPBOT
43,51,4,True,PROVEN_HELPBOT
43,54,3,True,PROVEN_HELPBOT
43,58,2,True,PROVEN_HELPBOT
43,62,1,True,PROVEN_HELPBOT
44,25,11,True,PROVEN_HELPBOT
44,34,9,True,PROVEN_HELPBOT
44,37,8,True,PROVEN_HELPBOT
44,40,7,True,PROVEN_HELPBOT
44,44,6,True,PROVEN_HELPBOT
44,49,5,True,PROVEN_HELPBOT
44,52,4,True,PROVEN_HELPBOT
44,55,3,True,PROVEN_HELPBOT
44,56,3,True,PROVEN_HELPBOT
44,59,2,True,PROVEN_HELPBOT
44,63,1,True,PROVEN_HELPBOT
44,64,1,True,PROVEN_HELPBOT
45,30,10,True,PROVEN_HELPBOT
45,35,9,True,PROVEN_HELPBOT
45,38,8,True,PROVEN_HELPBOT
45,41,7,True,PROVEN_HELPBOT
45,45,6,True,PROVEN_HELPBOT
45,50,5,True,PROVEN_HELPBOT
45,51,5,True,PROVEN_HELPBOT
45,53,4,True,PROVEN_HELPBOT
45,54,4,True,PROVEN_HELPBOT
45,57,3,True,PROVEN_HELPBOT
45,60,2,True,PROVEN_HELPBOT
45,61,2,True,PROVEN_HELPBOT
45,65,1,True,PROVEN_HELPBOT
46,26,11,True,PROVEN_HELPBOT
46,31,10,True,PROVEN_HELPBOT
46,36,9,True,PROVEN_HELPBOT
46,39,8,True,PROVEN_HELPBOT
46,42,7,True,PROVEN_HELPBOT
46,46,6,True,PROVEN_HELPBOT
46,52,5,True,PROVEN_HELPBOT
46,55,4,True,PROVEN_HELPBOT
46,58,3,True,PROVEN_HELPBOT
46,62,2,True,PROVEN_HELPBOT
46,66,1,True,PROVEN_HELPBOT
46,67,1,True,PROVEN_HELPBOT
47,43,7,True,PROVEN_HELPBOT
47,47,6,True,PROVEN_HELPBOT
47,53,5,True,PROVEN_HELPBOT
47,56,4,True,PROVEN_HELPBOT
47,59,3,True,PROVEN_HELPBOT
47,63,2,True,PROVEN_HELPBOT
47,68,1,True,PROVEN_HELPBOT
48,27,11,True,PROVEN_HELPBOT
48,32,10,True,PROVEN_HELPBOT
48,37,9,True,PROVEN_HELPBOT
48,40,8,True,PROVEN_HELPBOT
48,44,7,True,PROVEN_HELPBOT
48,48,6,True,PROVEN_HELPBOT
48,54,5,True,PROVEN_HELPBOT
48,57,4,True,PROVEN_HELPBOT
48,60,3,True,PROVEN_HELPBOT
48,61,3,True,PROVEN_HELPBOT
48,64,2,True,PROVEN_HELPBOT
48,65,2,True,PROVEN_HELPBOT
48,69,1,True,PROVEN_HELPBOT
49,33,10,True,PROVEN_HELPBOT
49,38,9,True,PROVEN_HELPBOT
49,41,8,True,PROVEN_HELPBOT
49,45,7,True,PROVEN_HELPBOT
49,49,6,True,PROVEN_HELPBOT
49,55,5,True,PROVEN_HELPBOT
49,58,4,True,PROVEN_HELPBOT
49,62,3,True,PROVEN_HELPBOT
49,66,2,True,PROVEN_HELPBOT
49,70,1,True,PROVEN_HELPBOT
49,71,1,True,PROVEN_HELPBOT
50,28,11,True,PROVEN_HELPBOT
50,39,9,True,PROVEN_HELPBOT
50,42,8,True,PROVEN_HELPBOT
50,46,7,True,PROVEN_HELPBOT
50,50,6,True,PROVEN_HELPBOT
50,56,5,True,PROVEN_HELPBOT
50,59,4,True,PROVEN_HELPBOT
50,63,3,True,PROVEN_HELPBOT
50,67,2,True,PROVEN_HELPBOT
50,72,1,True,PROVEN_HELPBOT
51,29,11,True,PROVEN_HELPBOT
51,34,10,True,PROVEN_HELPBOT
51,43,8,True,PROVEN_HELPBOT
51,47,7,True,PROVEN_HELPBOT
51,51,6,True,PROVEN_HELPBOT
51,57,5,True,PROVEN_HELPBOT
51,60,4,True,PROVEN_HELPBOT
51,61,4,True,PROVEN_HELPBOT
51,64,3,True,PROVEN_HELPBOT
51,68,2,True,PROVEN_HELPBOT
51,69,2,True,PROVEN_HELPBOT
51,73,1,True,PROVEN_HELPBOT
51,74,1,True,PROVEN_HELPBOT
52,35,10,True,PROVEN_HELPBOT
52,40,9,True,PROVEN_HELPBOT
52,44,8,True,PROVEN_HELPBOT
52,48,7,True,PROVEN_HELPBOT
52,52,6,True,PROVEN_HELPBOT
52,58,5,True,PROVEN_HELPBOT
52,62,4,True,PROVEN_HELPBOT
52,65,3,True,PROVEN_HELPBOT
52,66,3,True,PROVEN_HELPBOT
52,70,2,True,PROVEN_HELPBOT
52,75,1,True,PROVEN_HELPBOT
53,30,11,True,PROVEN_HELPBOT
53,41,9,True,PROVEN_HELPBOT
53,49,7,True,PROVEN_HELPBOT
53,53,6,True,PROVEN_HELPBOT
53,59,5,True,PROVEN_HELPBOT
53,63,4,True,PROVEN_HELPBOT
53,67,3,True,PROVEN_HELPBOT
53,71,2,True,PROVEN_HELPBOT
53,76,1,True,PROVEN_HELPBOT
53,77,1,True,PROVEN_HELPBOT
54,36,10,True,PROVEN_HELPBOT
54,42,9,True,PROVEN_HELPBOT
54,45,8,True,PROVEN_HELPBOT
54,54,6,True,PROVEN_HELPBOT
54,60,5,True,PROVEN_HELPBOT
54,61,5,True,PROVEN_HELPBOT
54,64,4,True,PROVEN_HELPBOT
54,68,3,True,PROVEN_HELPBOT
54,72,2,True,PROVEN_HELPBOT
54,73,2,True,PROVEN_HELPBOT
54,78,1,True,PROVEN_HELPBOT
55,31,11,True,PROVEN_HELPBOT
55,37,10,True,PROVEN_HELPBOT
55,43,9,True,PROVEN_HELPBOT
55,46,8,True,PROVEN_HELPBOT
55,50,7,True,PROVEN_HELPBOT
55,55,6,True,PROVEN_HELPBOT
55,62,5,True,PROVEN_HELPBOT
55,65,4,True,PROVEN_HELPBOT
55,69,3,True,PROVEN_HELPBOT
55,74,2,True,PROVEN_HELPBOT
55,79,1,True,PROVEN_HELPBOT
56,32,11,True,PROVEN_HELPBOT
56,47,8,True,PROVEN_HELPBOT
56,51,7,True,PROVEN_HELPBOT
56,56,6,True,PROVEN_HELPBOT
56,63,5,True,PROVEN_HELPBOT
56,66,4,True,PROVEN_HELPBOT
56,67,4,True,PROVEN_HELPBOT
56,70,3,True,PROVEN_HELPBOT
56,71,3,True,PROVEN_HELPBOT
56,75,2,True,PROVEN_HELPBOT
56,80,1,True,PROVEN_HELPBOT
56,81,1,True,PROVEN_HELPBOT
57,38,10,True,PROVEN_HELPBOT
57,44,9,True,PROVEN_HELPBOT
57,48,8,True,PROVEN_HELPBOT
57,52,7,True,PROVEN_HELPBOT
57,57,6,True,PROVEN_HELPBOT
57,64,5,True,PROVEN_HELPBOT
57,68,4,True,PROVEN_HELPBOT
57,72,3,True,PROVEN_HELPBOT
57,76,2,True,PROVEN_HELPBOT
57,77,2,True,PROVEN_HELPBOT
57,82,1,True,PROVEN_HELPBOT
58,33,11,True,PROVEN_HELPBOT
58,39,10,True,PROVEN_HELPBOT
58,45,9,True,PROVEN_HELPBOT
58,49,8,True,PROVEN_HELPBOT
58,53,7,True,PROVEN_HELPBOT
58,58,6,True,PROVEN_HELPBOT
58,65,5,True,PROVEN_HELPBOT
58,69,4,True,PROVEN_HELPBOT
58,73,3,True,PROVEN_HELPBOT
58,78,2,True,PROVEN_HELPBOT
58,83,1,True,PROVEN_HELPBOT
58,84,1,True,PROVEN_HELPBOT
59,46,9,True,PROVEN_HELPBOT
59,54,7,True,PROVEN_HELPBOT
59,59,6,True,PROVEN_HELPBOT
59,66,5,True,PROVEN_HELPBOT
59,70,4,True,PROVEN_HELPBOT
59,74,3,True,PROVEN_HELPBOT
59,79,2,True,PROVEN_HELPBOT
59,85,1,True,PROVEN_HELPBOT
60,34,11,True,PROVEN_HELPBOT
60,40,10,True,PROVEN_HELPBOT
60,50,8,True,PROVEN_HELPBOT
60,55,7,True,PROVEN_HELPBOT
60,60,6,True,PROVEN_HELPBOT
60,67,5,True,PROVEN_HELPBOT
60,71,4,True,PROVEN_HELPBOT
60,75,3,True,PROVEN_HELPBOT
60,76,3,True,PROVEN_HELPBOT
