CapturedUtc,Sequence,SourceIdentity,SourceGeneration,Name,NpcFamily,MonsterData,Level,PlayfieldId,PlayerAttackedFirstWithin30Seconds,PriorPlayerAttackSeconds,NearestNpcPathDeltaSeconds,NearestNpcPathSpanMeters,AttackDistanceMeters
2026-07-22T14:01:36.144080Z,56740,SimpleChar:7989163B,1,Rollerrat,55,17687,5,1044525,false,,-1.853266,14.444998,3.002648
2026-07-22T14:01:38.763366Z,56875,SimpleChar:79891714,1,Rollerrat,55,17687,5,1044525,false,,0.119552,2.459191,4.093231
2026-07-22T14:02:09.026919Z,57931,SimpleChar:79891611,2,Rollerrat,55,17687,6,1044525,false,,-1.911130,15.602572,3.690929
2026-07-22T14:02:31.028020Z,58732,SimpleChar:7989161C,2,Desert Reet,53,30365,6,1044525,false,,,,2.840706
2026-07-22T14:04:55.754211Z,62632,SimpleChar:79891740,1,Angry Minibull,42,30360,13,1044525,false,,0.000000,16.623650,16.192275
2026-07-22T14:05:00.120206Z,62754,SimpleChar:79891740,1,Angry Minibull,42,30360,13,1044525,false,,-4.365995,16.623650,1.763093
2026-07-22T14:05:16.604131Z,63131,SimpleChar:79891749,0,Angry Minibull,42,30360,10,1044525,false,,-0.001000,15.414037,16.225999
2026-07-22T14:05:22.993249Z,63458,SimpleChar:79891749,1,Angry Minibull,42,30360,10,1044525,false,,0.588731,7.380198,13.317766
2026-07-22T14:06:53.318467Z,64480,SimpleChar:7989175A,1,Angry Minibull,42,30360,9,1044525,false,,0.209118,15.847462,16.403593
2026-07-22T14:06:57.629846Z,64750,SimpleChar:7989175A,1,Angry Minibull,42,30360,9,1044525,false,,-4.102261,15.847462,3.659190
2026-07-22T14:07:31.463421Z,65181,SimpleChar:79891705,1,Angry Minibull,42,30360,12,1044525,false,,-1.720996,6.021729,1.738360
2026-07-22T14:07:39.396404Z,65244,SimpleChar:79891770,1,Angry Minibull,42,30360,8,1044525,false,,-0.000500,11.197221,
2026-07-22T14:08:12.576400Z,65387,SimpleChar:79891779,0,Angry Minibull,42,30360,8,1044525,false,,0.199081,16.291113,
2026-07-22T14:09:34.245009Z,67111,SimpleChar:7988CA3F,2,Rollerrat,55,17687,6,1044525,false,,,,2.369985
2026-07-22T14:10:05.609335Z,67556,SimpleChar:79891793,0,Angry Minibull,42,30360,12,1044525,false,,0.402198,13.047749,13.393116
2026-07-22T14:10:10.893259Z,67633,SimpleChar:79891763,1,Angry Minibull,42,30360,13,1044525,true,1.077052,0.160058,12.173579,20.689114
2026-07-22T14:10:21.438223Z,67808,SimpleChar:79891763,1,Angry Minibull,42,30360,13,1044525,false,,,,
2026-07-22T14:16:58.956798Z,76760,SimpleChar:78E0FCE9,4,Robotic Guard Dog,1019,17720,13,1044525,false,,-0.000500,8.768368,7.096024
2026-07-22T14:17:37.581435Z,77288,SimpleChar:78E0FCE9,4,Robotic Guard Dog,1019,17720,13,1044525,false,,0.759395,10.452832,10.535007
