capture_id,capture_path,capture_classification,capture_confidence,source_realm,source_basis,subject_scope,subject_kind,subject_identity,related_identity,subject_name,monster_data,levels,evidence_kind,observation_count,first_utc,last_utc,numeric_min,numeric_max,observed_values_json,source_artifact,source_schema,runtime_references,test_references,generator_references,generated_references,documentation_references,evidence_status,issues
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:78F69908),,Bored Traveller,165182,153,scfu_appearance,3,2026-07-08T05:41:04.7364704Z,2026-07-08T05:42:34.1293354Z,,,"{""observations"":[{""count"":3,""value"":{""appearance"":1576,""breed"":""Solitus"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Male"",""head_mesh"":40666,""health"":13816,""los_height"":0,""meshes"":""0:20110:0:0|0:40666:0:4"",""monster_scale"":117,""npc_family"":100,""race"":""1"",""run_speed"":434,""textures"":""0:0:0|1:81912:0|2:40903:0|3:87439:0|4:40907:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:78F69909),,Curious Colonist,165193,30,scfu_appearance,2,2026-07-08T05:41:06.6885050Z,2026-07-08T05:42:35.9234657Z,,,"{""observations"":[{""count"":2,""value"":{""appearance"":1896,""breed"":""Nanomage"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Female"",""head_mesh"":40158,""health"":1033,""los_height"":0,""meshes"":""0:40158:0:4"",""monster_scale"":101,""npc_family"":100,""race"":""1"",""run_speed"":103,""textures"":""0:0:0|1:40946:0|2:42235:0|3:40925:0|4:40913:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:78F6990E),,Fia Lou,26090,10,scfu_appearance,5,2026-07-08T05:40:43.8019985Z,2026-07-08T05:43:47.6303938Z,,,"{""observations"":[{""count"":5,""value"":{""appearance"":1832,""breed"":""Solitus"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Female"",""head_mesh"":223846,""health"":227,""los_height"":0,""meshes"":""0:223846:0:4|2:95786:0:2"",""monster_scale"":95,""npc_family"":137,""race"":""1"",""run_speed"":34,""textures"":""0:0:0|1:247971:0|2:248000:0|3:247924:0|4:248037:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:78F6990F),,Middle-aged Guy,165187,143,scfu_appearance,2,2026-07-08T05:41:04.7364704Z,2026-07-08T05:42:34.1293354Z,,,"{""observations"":[{""count"":2,""value"":{""appearance"":1576,""breed"":""Solitus"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Male"",""head_mesh"":40687,""health"":12325,""los_height"":0,""meshes"":""0:40687:0:4"",""monster_scale"":116,""npc_family"":100,""race"":""1"",""run_speed"":428,""textures"":""0:0:0|1:9610:0|2:9616:0|3:9602:0|4:22639:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:78F6991C),,Natalia Akcora,26076,15,scfu_appearance,2,2026-07-08T05:41:04.7364704Z,2026-07-08T05:42:34.1293354Z,,,"{""observations"":[{""count"":2,""value"":{""appearance"":1832,""breed"":""Solitus"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Female"",""head_mesh"":40635,""health"":393,""los_height"":0,""meshes"":""0:40635:0:4"",""monster_scale"":97,""npc_family"":103,""race"":""1"",""run_speed"":52,""textures"":""0:284555:0|1:247933:0|2:284553:0|3:247887:0|4:284556:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:78F6991C),,Natalia Akcora,26076,15,simple_char_full_update,6,2026-07-08T05:41:09.0383029Z,2026-07-08T06:05:08.1309126Z,,,"{""observations"":[{""count"":6,""value"":{""flags"":""IsNpc, UnknownFlag, UnknownFlag6, HasPlayfieldId, HasHeadMesh, HasHeading, HasSmallHealth, HasSmallHealthDamage, HasSmallNpcFamily, HasSmallNpcLosHeight, UnknownFlag7, UnknownDataFlag, IsPet"",""head_mesh"":40635,""heading"":[0.0,0.4396549,0.0,0.8981668],""health"":393,""health_damage"":0,""los_height"":0,""meshes"":""count=1[SmokeLounge.AOtomation.Messaging.GameData.Mesh]"",""monster_scale"":97,""npc_family"":103,""position"":[3287.047,35.11,860.1282],""run_speed"":52,""textures"":""count=5[SmokeLounge.AOtomation.Messaging.GameData.Texture,SmokeLounge.AOtomation.Messaging.GameData.Texture,SmokeLounge.AOtomation.Messaging.GameData.Texture,SmokeLounge.AOtomation.Messaging.GameData.Texture,SmokeLounge.AOtomation.Messaging.GameData.Texture]""}}]}",enemy-full-updates.csv,csv:9e345df3d9a3391e,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:78F6991E),,Maddy Cardile,26090,200,scfu_appearance,1,2026-07-08T05:42:45.8756189Z,2026-07-08T05:42:45.8756189Z,,,"{""observations"":[{""count"":1,""value"":{""appearance"":1832,""breed"":""Solitus"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Female"",""head_mesh"":40647,""health"":365,""los_height"":0,""meshes"":""0:40647:0:4|1:290019:0:2"",""monster_scale"":121,""npc_family"":103,""race"":""1"",""run_speed"":515,""textures"":""0:0:0|1:247974:0|2:248003:0|3:247927:0|4:248040:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:78F6993A),,Jessika Capo,26090,196,scfu_appearance,2,2026-07-08T05:41:04.7354681Z,2026-07-08T05:42:34.1283356Z,,,"{""observations"":[{""count"":2,""value"":{""appearance"":1832,""breed"":""Solitus"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Female"",""head_mesh"":40645,""health"":23349,""los_height"":0,""meshes"":""0:40645:0:4|1:29084:0:2"",""monster_scale"":121,""npc_family"":103,""race"":""1"",""run_speed"":528,""textures"":""0:0:0|1:296303:0|2:155955:0|3:245697:0|4:296305:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:78F6993E),,Kate Hayes - Rubi-Ka Tours,262895,100,scfu_appearance,2,2026-07-08T05:41:04.7354681Z,2026-07-08T05:42:34.1283356Z,,,"{""observations"":[{""count"":2,""value"":{""appearance"":1832,""breed"":""Solitus"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Female"",""head_mesh"":40650,""health"":6829,""los_height"":0,""meshes"":""0:204941:0:0|0:40650:0:4"",""monster_scale"":112,""npc_family"":3,""race"":""1"",""run_speed"":346,""textures"":""0:0:0|1:247955:0|2:247989:0|3:247909:0|4:248030:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:78F69A8E),,Hologram of Adeline Guerra,26155,200,scfu_appearance,2,2026-07-08T05:41:04.7364704Z,2026-07-08T05:42:34.1293354Z,,,"{""observations"":[{""count"":1,""value"":{""active_nanos"":""(53019:43444):0:1500:1055"",""appearance"":1896,""breed"":""Nanomage"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Female"",""head_mesh"":40138,""health"":26675,""los_height"":0,""meshes"":""0:204941:0:0|0:40138:0:4|1:29084:0:2"",""monster_scale"":130,""npc_family"":1020,""race"":""1"",""run_speed"":515,""textures"":""0:0:0|1:247933:0|2:247977:0|3:247887:0|4:248016:0""}},{""count"":1,""value"":{""active_nanos"":""(53019:43444):0:1500:1097"",""appearance"":1896,""breed"":""Nanomage"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Female"",""head_mesh"":40138,""health"":26675,""los_height"":0,""meshes"":""0:204941:0:0|0:40138:0:4|1:29084:0:2"",""monster_scale"":130,""npc_family"":1020,""race"":""1"",""run_speed"":515,""textures"":""0:0:0|1:247933:0|2:247977:0|3:247887:0|4:248016:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:78F69A8F),,Arbiter's Guardian,165196,220,scfu_appearance,2,2026-07-08T05:41:04.7344656Z,2026-07-08T05:42:34.1273353Z,,,"{""observations"":[{""count"":2,""value"":{""appearance"":1672,""breed"":""Atrox"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Male"",""head_mesh"":40117,""health"":101861,""los_height"":0,""meshes"":""0:40117:0:4|1:99154:0:2|3:286466:0:0"",""monster_scale"":125,""npc_family"":137,""race"":""1"",""run_speed"":749,""textures"":""0:286229:0|1:286227:0|2:286228:0|3:286226:0|4:286225:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:7910C609),,ICC Peacekeeper,26090,250,scfu_appearance,2,2026-07-08T05:41:04.7364704Z,2026-07-08T05:42:34.1293354Z,,,"{""observations"":[{""count"":2,""value"":{""appearance"":1832,""breed"":""Solitus"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Female"",""head_mesh"":40629,""health"":200000,""los_height"":0,""meshes"":""0:265787:286562:2|0:40629:0:4|1:262556:0:2|3:286467:0:0"",""monster_scale"":100,""npc_family"":0,""race"":""1"",""run_speed"":1100,""textures"":""0:286229:0|1:286227:0|2:286228:0|3:286226:0|4:286225:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:7910C62D),,ICC Peacekeeper,26090,250,scfu_appearance,2,2026-07-08T05:41:04.7364704Z,2026-07-08T05:42:34.1293354Z,,,"{""observations"":[{""count"":2,""value"":{""appearance"":1832,""breed"":""Solitus"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Female"",""head_mesh"":40629,""health"":200000,""los_height"":0,""meshes"":""0:265787:286562:2|0:40629:0:4|1:262556:0:2|3:286467:0:0"",""monster_scale"":100,""npc_family"":0,""race"":""1"",""run_speed"":1100,""textures"":""0:286229:0|1:286227:0|2:286228:0|3:286226:0|4:286225:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:793B34A2),,ICC Peacekeeper,26090,250,scfu_appearance,1,2026-07-08T05:43:05.7946992Z,2026-07-08T05:43:05.7946992Z,,,"{""observations"":[{""count"":1,""value"":{""appearance"":1832,""breed"":""Solitus"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Female"",""head_mesh"":40629,""health"":200000,""los_height"":0,""meshes"":""0:265787:286562:2|0:40629:0:4|1:262556:0:2|3:286467:0:0"",""monster_scale"":100,""npc_family"":0,""race"":""1"",""run_speed"":1100,""textures"":""0:286229:0|1:286227:0|2:286228:0|3:286226:0|4:286225:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:793B34D8),,ICC Peacekeeper Commander,26092,250,scfu_appearance,2,2026-07-08T05:41:04.7364704Z,2026-07-08T05:42:48.6751691Z,,,"{""observations"":[{""count"":2,""value"":{""appearance"":1576,""breed"":""Solitus"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Male"",""head_mesh"":40694,""health"":200000,""los_height"":0,""meshes"":""0:265793:286562:2|0:40694:0:4|1:264698:0:2|3:286446:0:0"",""monster_scale"":110,""npc_family"":0,""race"":""1"",""run_speed"":1100,""textures"":""0:286229:0|1:286227:0|2:286228:0|3:286226:0|4:286225:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:793CD963),,ICC Peacekeeper,26090,250,scfu_appearance,2,2026-07-08T05:41:20.8153099Z,2026-07-08T05:42:35.9234657Z,,,"{""observations"":[{""count"":2,""value"":{""appearance"":1832,""breed"":""Solitus"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Female"",""head_mesh"":40629,""health"":200000,""los_height"":0,""meshes"":""0:265787:286562:2|0:40629:0:4|1:262556:0:2|3:286467:0:0"",""monster_scale"":100,""npc_family"":0,""race"":""1"",""run_speed"":1100,""textures"":""0:286229:0|1:286227:0|2:286228:0|3:286226:0|4:286225:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:7946E508),,ICC Peacekeeper,26090,250,scfu_appearance,1,2026-07-08T05:42:35.9234657Z,2026-07-08T05:42:35.9234657Z,,,"{""observations"":[{""count"":1,""value"":{""appearance"":1832,""breed"":""Solitus"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Female"",""head_mesh"":40629,""health"":200000,""los_height"":0,""meshes"":""0:265787:286562:2|0:40629:0:4|1:262556:0:2|3:286467:0:0"",""monster_scale"":100,""npc_family"":0,""race"":""1"",""run_speed"":1100,""textures"":""0:286229:0|1:286227:0|2:286228:0|3:286226:0|4:286225:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:7946E51E),,ICC Peacekeeper,26090,250,scfu_appearance,4,2026-07-08T05:40:43.2831234Z,2026-07-08T05:43:07.2211849Z,,,"{""observations"":[{""count"":4,""value"":{""appearance"":1832,""breed"":""Solitus"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Female"",""head_mesh"":40629,""health"":200000,""los_height"":0,""meshes"":""0:265787:286562:2|0:40629:0:4|1:262556:0:2|3:286467:0:0"",""monster_scale"":100,""npc_family"":0,""race"":""1"",""run_speed"":1100,""textures"":""0:286229:0|1:286227:0|2:286228:0|3:286226:0|4:286225:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
20260708-004038,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260708-004038,MIXED,high,official_live,"mapped-official-runtime;capture=1187842;events=655,1187842,1364029",elsewhere_exact,enemy,(SimpleChar:794A9F4E),,Leet,17655,1,scfu_appearance,5,2026-07-08T05:41:04.7364704Z,2026-07-08T05:43:31.4275432Z,,,"{""observations"":[{""count"":5,""value"":{""appearance"":1483,""breed"":""Monster"",""decode_status"":""decoded_complete"",""fully_consumed"":true,""gender"":""Uni"",""health"":20,""los_height"":0,""monster_scale"":90,""npc_family"":36,""race"":""1"",""run_speed"":5,""textures"":""0:0:0|1:0:0|2:0:0|3:0:0|4:0:0""}}]}",scfu-appearance.csv,csv:1742e445775eb342,,,,,,observed,
