acgHash,playfield,positionX,positionY,positionZ,officialSpawnRecordId,officialModelReference,archetypeId,associationState
SRBS,120,201.60543823242188,30.405303955078125,267.89630126953125,18.8.62_EP1:1000014:120:district-0:record-5,,,unresolved
CCUJ,120,184.80014038085938,30.40530776977539,268.700927734375,18.8.62_EP1:1000014:120:district-0:record-6,,,unresolved
CCUJ,120,199.89157104492188,30.40530776977539,285.63916015625,18.8.62_EP1:1000014:120:district-0:record-7,,,unresolved
CCUJ,120,184.55764770507812,30.40530776977539,284.9161376953125,18.8.62_EP1:1000014:120:district-0:record-8,,,unresolved
SIBE,120,142.39454650878906,40.403743743896484,250.3650665283203,18.8.62_EP1:1000014:120:district-0:record-9,,,unresolved
SIGR,120,140.09820556640625,40.403743743896484,251.91519165039062,18.8.62_EP1:1000014:120:district-0:record-10,,,unresolved
SILM,120,139.41734313964844,40.403709411621094,254.56918334960938,18.8.62_EP1:1000014:120:district-0:record-11,,,unresolved
SRGA,120,140.665771484375,40.4037971496582,256.9216613769531,18.8.62_EP1:1000014:120:district-0:record-12,,,unresolved
SRGW,120,145.73880004882812,40.403743743896484,257.104248046875,18.8.62_EP1:1000014:120:district-0:record-13,,,unresolved
SRPR,120,145.69696044921875,40.403743743896484,251.052734375,18.8.62_EP1:1000014:120:district-0:record-14,,,unresolved
SRTR,120,143.25228881835938,40.403743743896484,257.99591064453125,18.8.62_EP1:1000014:120:district-0:record-15,,,unresolved
CCUJ,120,214.60777282714844,30.405332565307617,205.07345581054688,18.8.62_EP1:1000014:120:district-0:record-16,,,unresolved
CCUJ,120,221.07884216308594,30.405284881591797,204.88125610351562,18.8.62_EP1:1000014:120:district-0:record-17,,,unresolved
CCUJ,120,209.0563201904297,30.398609161376953,215.54766845703125,18.8.62_EP1:1000014:120:district-0:record-18,,,unresolved
CCUJ,120,216.587646484375,30.40556526184082,244.207763671875,18.8.62_EP1:1000014:120:district-0:record-19,,,unresolved
CCUJ,120,230.8492889404297,30.40530776977539,298.99603271484375,18.8.62_EP1:1000014:120:district-0:record-20,,,unresolved
CCUJ,120,208.72988891601562,30.398906707763672,279.58709716796875,18.8.62_EP1:1000014:120:district-0:record-21,,,unresolved
CCUJ,120,209.2797393798828,30.40530776977539,223.3756561279297,18.8.62_EP1:1000014:120:district-0:record-22,,,unresolved
CCUJ,120,208.84449768066406,30.40530776977539,274.74853515625,18.8.62_EP1:1000014:120:district-0:record-23,,,unresolved
CCUJ,120,226.9850616455078,30.40530776977539,299.273681640625,18.8.62_EP1:1000014:120:district-0:record-24,,,unresolved
CCUJ,120,209.34010314941406,30.40530776977539,210.45376586914062,18.8.62_EP1:1000014:120:district-0:record-25,,,unresolved
CCUJ,120,206.8026885986328,38.477813720703125,259.2447814941406,18.8.62_EP1:1000014:120:district-0:record-26,,,unresolved
SIKA,120,287.009765625,38.40374755859375,232.91558837890625,18.8.62_EP1:1000014:120:district-0:record-27,,,unresolved
CCUJ,120,274.76727294921875,38.40376663208008,226.1572265625,18.8.62_EP1:1000014:120:district-0:record-28,,,unresolved
CCUJ,120,274.300537109375,38.40375900268555,224.10952758789062,18.8.62_EP1:1000014:120:district-0:record-29,,,unresolved
CCUJ,120,275.1267395019531,38.40376281738281,241.1792755126953,18.8.62_EP1:1000014:120:district-0:record-30,,,unresolved
CCUJ,120,274.4807434082031,38.403778076171875,280.3527526855469,18.8.62_EP1:1000014:120:district-0:record-31,,,unresolved
CCUJ,120,272.62762451171875,38.40374755859375,276.7470397949219,18.8.62_EP1:1000014:120:district-0:record-32,,,unresolved
CCUJ,120,286.94549560546875,38.40374755859375,269.8033142089844,18.8.62_EP1:1000014:120:district-0:record-33,,,unresolved
CCUJ,120,286.41424560546875,38.40374755859375,267.8160400390625,18.8.62_EP1:1000014:120:district-0:record-34,,,unresolved
CCUJ,120,287.5899963378906,38.40374755859375,225.32760620117188,18.8.62_EP1:1000014:120:district-0:record-35,,,unresolved
CCUJ,120,164.67037963867188,40.39664840698242,251.3426971435547,18.8.62_EP1:1000014:120:district-0:record-36,,,unresolved
CCUJ,120,191.7884521484375,38.396644592285156,259.0128479003906,18.8.62_EP1:1000014:120:district-0:record-37,,,unresolved
CCUJ,120,166.91259765625,41.596641540527344,230.9890899658203,18.8.62_EP1:1000014:120:district-0:record-38,,,unresolved
CCUJ,120,204.2521209716797,38.396644592285156,236.27491760253906,18.8.62_EP1:1000014:120:district-0:record-39,,,unresolved
CCUJ,120,158.51710510253906,40.40373229980469,236.952392578125,18.8.62_EP1:1000014:120:district-0:record-40,,,unresolved
CCUJ,120,140.5726776123047,40.39864730834961,239.04922485351562,18.8.62_EP1:1000014:120:district-0:record-41,,,unresolved
CCUJ,120,158.2770233154297,40.403743743896484,229.21548461914062,18.8.62_EP1:1000014:120:district-0:record-42,,,unresolved
GHMI,120,257.75115966796875,13.00020980834961,118.60855102539062,18.8.62_EP1:1000014:120:district-1:record-0,,,unresolved
GHMI,120,250.04368591308594,13.00020980834961,107.92063903808594,18.8.62_EP1:1000014:120:district-1:record-1,,,unresolved
GHMI,120,282.6150207519531,13.600210189819336,112.14608764648438,18.8.62_EP1:1000014:120:district-1:record-2,,,unresolved
GHMI,120,267.38800048828125,14.600210189819336,128.06271362304688,18.8.62_EP1:1000014:120:district-1:record-3,,,unresolved
GHMI,120,282.6558837890625,14.600210189819336,127.78213500976562,18.8.62_EP1:1000014:120:district-1:record-4,,,unresolved
GHMI,120,267.9870300292969,15.600210189819336,142.07183837890625,18.8.62_EP1:1000014:120:district-1:record-5,,,unresolved
GHMI,120,282.5137634277344,15.600210189819336,141.8455810546875,18.8.62_EP1:1000014:120:district-1:record-6,,,unresolved
GHMI,120,259.933349609375,17.400209426879883,168.70852661132812,18.8.62_EP1:1000014:120:district-1:record-7,,,unresolved
GHMI,120,259.9845275878906,17.400209426879883,153.69631958007812,18.8.62_EP1:1000014:120:district-1:record-8,,,unresolved
GHMI,120,243.81753540039062,18.60021209716797,153.55303955078125,18.8.62_EP1:1000014:120:district-1:record-9,,,unresolved
GHMI,120,243.81289672851562,18.600210189819336,168.68914794921875,18.8.62_EP1:1000014:120:district-1:record-10,,,unresolved
GHMI,120,223.03253173828125,20.400209426879883,141.6285400390625,18.8.62_EP1:1000014:120:district-1:record-11,,,unresolved
GHMI,120,236.41552734375,21.400211334228516,127.98574829101562,18.8.62_EP1:1000014:120:district-1:record-12,,,unresolved
GHMI,120,236.8228759765625,20.400209426879883,142.05636596679688,18.8.62_EP1:1000014:120:district-1:record-13,,,unresolved
GHMI,120,221.47250366210938,21.400209426879883,127.9815673828125,18.8.62_EP1:1000014:120:district-1:record-14,,,unresolved
SALI,120,105.8917465209961,2.595309257507324,229.44577026367188,18.8.62_EP1:1000014:120:district-1:record-15,,,unresolved
ARAS,120,111.25213623046875,8.405308723449707,307.01544189453125,18.8.62_EP1:1000014:120:district-1:record-16,,,unresolved
TJZI,120,121.35202026367188,5.826696872711182,317.6318664550781,18.8.62_EP1:1000014:120:district-1:record-17,,,unresolved
TJZI,120,125.66036224365234,5.826014041900635,312.72015380859375,18.8.62_EP1:1000014:120:district-1:record-18,,,unresolved
TJZI,120,130.7456512451172,5.825958251953125,313.0950927734375,18.8.62_EP1:1000014:120:district-1:record-19,,,unresolved
TJZI,120,134.2193603515625,5.825870513916016,319.5168762207031,18.8.62_EP1:1000014:120:district-1:record-20,,,unresolved
TJZI,120,130.4096221923828,5.825767993927002,326.07623291015625,18.8.62_EP1:1000014:120:district-1:record-21,,,unresolved
TJZI,120,122.93902587890625,5.825657367706299,327.1309814453125,18.8.62_EP1:1000014:120:district-1:record-22,,,unresolved
TJZI,120,124.99085235595703,5.7628936767578125,332.995361328125,18.8.62_EP1:1000014:120:district-1:record-23,,,unresolved
TJZI,120,131.5693359375,5.825577259063721,334.385009765625,18.8.62_EP1:1000014:120:district-1:record-24,,,unresolved
TJZI,120,137.75442504882812,5.825533866882324,331.9400634765625,18.8.62_EP1:1000014:120:district-1:record-25,,,unresolved
TJZI,120,139.3053436279297,5.825507164001465,324.2711181640625,18.8.62_EP1:1000014:120:district-1:record-26,,,unresolved
TJZI,120,116.99115753173828,5.825430393218994,326.9028015136719,18.8.62_EP1:1000014:120:district-1:record-27,,,unresolved
TJZI,120,111.57776641845703,5.825324058532715,327.34051513671875,18.8.62_EP1:1000014:120:district-1:record-28,,,unresolved
TJZI,120,129.54759216308594,5.825830936431885,307.29217529296875,18.8.62_EP1:1000014:120:district-1:record-29,,,unresolved
TJZI,120,107.56341552734375,5.824772357940674,331.4039611816406,18.8.62_EP1:1000014:120:district-1:record-30,,,unresolved
TJZI,120,105.41238403320312,5.824305057525635,325.0347595214844,18.8.62_EP1:1000014:120:district-1:record-31,,,unresolved
TJZI,120,91.68453979492188,5.820837497711182,324.439697265625,18.8.62_EP1:1000014:120:district-1:record-32,,,unresolved
TJZI,120,101.5481948852539,5.823023796081543,330.15045166015625,18.8.62_EP1:1000014:120:district-1:record-33,,,unresolved
TJZI,120,98.58061218261719,5.8225932121276855,324.857421875,18.8.62_EP1:1000014:120:district-1:record-34,,,unresolved
TJZI,120,95.33393859863281,5.821640491485596,319.88128662109375,18.8.62_EP1:1000014:120:district-1:record-35,,,unresolved
TJZI,120,86.09886932373047,5.81983757019043,321.9026794433594,18.8.62_EP1:1000014:120:district-1:record-36,,,unresolved
TJZI,120,91.73060607910156,5.81872034072876,309.8875427246094,18.8.62_EP1:1000014:120:district-1:record-37,,,unresolved
TJZI,120,88.2580795288086,5.818096160888672,316.2003479003906,18.8.62_EP1:1000014:120:district-1:record-38,,,unresolved
TJZI,120,95.533935546875,5.816848278045654,313.7840270996094,18.8.62_EP1:1000014:120:district-1:record-39,,,unresolved
TJZI,120,85.13922882080078,5.8190460205078125,328.1959228515625,18.8.62_EP1:1000014:120:district-1:record-40,,,unresolved
TJZI,120,86.01976013183594,5.818933486938477,334.9160461425781,18.8.62_EP1:1000014:120:district-1:record-41,,,unresolved
TJZI,120,93.70785522460938,5.8188347816467285,336.269287109375,18.8.62_EP1:1000014:120:district-1:record-42,,,unresolved
TJZI,120,93.8914794921875,5.818741798400879,330.3895568847656,18.8.62_EP1:1000014:120:district-1:record-43,,,unresolved
TJZI,120,92.21388244628906,5.818729877471924,304.1865234375,18.8.62_EP1:1000014:120:district-1:record-44,,,unresolved
TJZI,120,88.58055114746094,5.818725109100342,298.7474365234375,18.8.62_EP1:1000014:120:district-1:record-45,,,unresolved
TJZI,120,95.68388366699219,5.818721771240234,298.8207702636719,18.8.62_EP1:1000014:120:district-1:record-46,,,unresolved
TJZI,120,89.27117156982422,5.818872451782227,292.2668762207031,18.8.62_EP1:1000014:120:district-1:record-47,,,unresolved
TJZI,120,83.03387451171875,5.818962097167969,292.269775390625,18.8.62_EP1:1000014:120:district-1:record-48,,,unresolved
TJZI,120,100.11652374267578,5.818606376647949,295.62677001953125,18.8.62_EP1:1000014:120:district-1:record-49,,,unresolved
TJZI,120,83.57830810546875,5.819226264953613,284.64892578125,18.8.62_EP1:1000014:120:district-1:record-50,,,unresolved
TJZI,120,91.1524658203125,5.819574356079102,283.88909912109375,18.8.62_EP1:1000014:120:district-1:record-51,,,unresolved
TJZI,120,85.19367980957031,5.819636344909668,277.8892822265625,18.8.62_EP1:1000014:120:district-1:record-52,,,unresolved
TJZI,120,93.87763214111328,5.820034503936768,277.4298400878906,18.8.62_EP1:1000014:120:district-1:record-53,,,unresolved
TJZI,120,99.42262268066406,5.819921016693115,282.4389953613281,18.8.62_EP1:1000014:120:district-1:record-54,,,unresolved
TJZI,120,105.94856262207031,5.819332122802734,282.5837097167969,18.8.62_EP1:1000014:120:district-1:record-55,,,unresolved
TJZI,120,106.95225524902344,5.818393230438232,290.5316162109375,18.8.62_EP1:1000014:120:district-1:record-56,,,unresolved
TJZI,120,111.64969635009766,5.818325996398926,285.79296875,18.8.62_EP1:1000014:120:district-1:record-57,,,unresolved
TJZI,120,116.8553466796875,5.817465782165527,289.673095703125,18.8.62_EP1:1000014:120:district-1:record-58,,,unresolved
TJZI,120,116.11934661865234,5.817953109741211,281.831298828125,18.8.62_EP1:1000014:120:district-1:record-59,,,unresolved
TJZI,120,122.32062530517578,5.817260265350342,290.6019592285156,18.8.62_EP1:1000014:120:district-1:record-60,,,unresolved
TJZI,120,122.47457885742188,5.817013263702393,284.194091796875,18.8.62_EP1:1000014:120:district-1:record-61,,,unresolved
TJZI,120,129.1865692138672,5.817083358764648,277.28485107421875,18.8.62_EP1:1000014:120:district-1:record-62,,,unresolved
TJZI,120,123.6280288696289,5.816714286804199,277.28485107421875,18.8.62_EP1:1000014:120:district-1:record-63,,,unresolved
TJZI,120,128.97315979003906,5.81739616394043,283.48004150390625,18.8.62_EP1:1000014:120:district-1:record-64,,,unresolved
TJZI,120,128.86875915527344,5.817688465118408,291.8244934082031,18.8.62_EP1:1000014:120:district-1:record-65,,,unresolved
TJZI,120,135.36859130859375,5.817927360534668,291.33746337890625,18.8.62_EP1:1000014:120:district-1:record-66,,,unresolved
TJZI,120,135.48768615722656,5.818137168884277,283.7136535644531,18.8.62_EP1:1000014:120:district-1:record-67,,,unresolved
TJZI,120,136.15626525878906,5.8183112144470215,277.618896484375,18.8.62_EP1:1000014:120:district-1:record-68,,,unresolved
TJZI,120,140.2730255126953,5.818337917327881,280.4527893066406,18.8.62_EP1:1000014:120:district-1:record-69,,,unresolved
TJZI,120,140.0611114501953,5.818118572235107,288.55364990234375,18.8.62_EP1:1000014:120:district-1:record-70,,,unresolved
TJZI,120,133.03831481933594,5.818072319030762,299.7492980957031,18.8.62_EP1:1000014:120:district-1:record-71,,,unresolved
TJZI,120,125.99443054199219,5.81803560256958,300.8282775878906,18.8.62_EP1:1000014:120:district-1:record-72,,,unresolved
TJZI,120,122.21057891845703,5.818183898925781,295.7510681152344,18.8.62_EP1:1000014:120:district-1:record-73,,,unresolved
TJZI,120,125.96098327636719,5.826066493988037,319.67010498046875,18.8.62_EP1:1000014:120:district-1:record-74,,,unresolved
TJZI,120,100.16102600097656,5.8202433586120605,318.0960388183594,18.8.62_EP1:1000014:120:district-1:record-75,,,unresolved
TJZI,120,97.02204132080078,5.818886756896973,291.11029052734375,18.8.62_EP1:1000014:120:district-1:record-76,,,unresolved
TJZI,120,81.46330261230469,5.819051265716553,332.9764404296875,18.8.62_EP1:1000014:120:district-1:record-77,,,unresolved
TJZI,120,81.01696014404297,5.819210052490234,324.567138671875,18.8.62_EP1:1000014:120:district-1:record-78,,,unresolved
MOLE,120,158.89500427246094,22.405309677124023,160.6233673095703,18.8.62_EP1:1000014:120:district-1:record-79,,,unresolved
GHMI,120,174.8946990966797,8.800209999084473,106.95013427734375,18.8.62_EP1:1000014:120:district-1:record-80,,,unresolved
GHMI,120,160.8768768310547,8.800209999084473,107.2221908569336,18.8.62_EP1:1000014:120:district-1:record-81,,,unresolved
LRGS,120,205.12939453125,5.695309638977051,57.974082946777344,18.8.62_EP1:1000014:120:district-1:record-82,,,unresolved
GHMI,120,220.43727111816406,3.6002094745635986,64.01000213623047,18.8.62_EP1:1000014:120:district-1:record-83,,,unresolved
GHMI,120,237.81210327148438,3.6002113819122314,67.96539306640625,18.8.62_EP1:1000014:120:district-1:record-84,,,unresolved
GHMI,120,247.16659545898438,3.6002094745635986,52.96234130859375,18.8.62_EP1:1000014:120:district-1:record-85,,,unresolved
GHMI,120,226.47618103027344,3.6002094745635986,51.68276596069336,18.8.62_EP1:1000014:120:district-1:record-86,,,unresolved
GHMI,120,221.31871032714844,3.6002094745635986,55.288204193115234,18.8.62_EP1:1000014:120:district-1:record-87,,,unresolved
GHMI,120,275.84515380859375,12.00020980834961,96.3089599609375,18.8.62_EP1:1000014:120:district-1:record-88,,,unresolved
GHMI,120,275.8197021484375,12.00020980834961,81.79737854003906,18.8.62_EP1:1000014:120:district-1:record-89,,,unresolved
GHMI,120,289.66302490234375,11.00020980834961,81.89749145507812,18.8.62_EP1:1000014:120:district-1:record-90,,,unresolved
GHMI,120,290.0533142089844,11.00020980834961,94.70452880859375,18.8.62_EP1:1000014:120:district-1:record-91,,,unresolved
GHMI,120,305.37677001953125,9.800212860107422,82.16714477539062,18.8.62_EP1:1000014:120:district-1:record-92,,,unresolved
GHMI,120,301.4758605957031,9.200210571289062,73.71037292480469,18.8.62_EP1:1000014:120:district-1:record-93,,,unresolved
GHMI,120,316.30767822265625,9.200210571289062,73.95044708251953,18.8.62_EP1:1000014:120:district-1:record-94,,,unresolved
GHMI,120,316.2538757324219,8.00020980834961,58.040489196777344,18.8.62_EP1:1000014:120:district-1:record-95,,,unresolved
GHMI,120,301.630859375,8.00020980834961,58.42491912841797,18.8.62_EP1:1000014:120:district-1:record-96,,,unresolved
GHMI,120,289.2584228515625,6.2002105712890625,50.54975891113281,18.8.62_EP1:1000014:120:district-1:record-97,,,unresolved
GHMI,120,290.8091735839844,6.2002105712890625,50.616947174072266,18.8.62_EP1:1000014:120:district-1:record-98,,,unresolved
GHMI,120,290.08770751953125,6.2002105712890625,35.90489196777344,18.8.62_EP1:1000014:120:district-1:record-99,,,unresolved
GHMI,120,276.20904541015625,5.2002105712890625,35.66316604614258,18.8.62_EP1:1000014:120:district-1:record-100,,,unresolved
GHMI,120,276.2673034667969,5.2002105712890625,50.343257904052734,18.8.62_EP1:1000014:120:district-1:record-101,,,unresolved
GHMI,120,260.2267150878906,4.2002105712890625,35.46282196044922,18.8.62_EP1:1000014:120:district-1:record-102,,,unresolved
GHMI,120,266.26568603515625,3.600210189819336,60.08161544799805,18.8.62_EP1:1000014:120:district-1:record-103,,,unresolved
GHMI,120,178.84120178222656,22.400209426879883,130.50294494628906,18.8.62_EP1:1000014:120:district-1:record-104,,,unresolved
JALI,120,125.5912857055664,8.895308494567871,10.662094116210938,18.8.62_EP1:1000014:120:district-1:record-105,,,unresolved
JALI,120,117.15736389160156,8.995308876037598,41.69255828857422,18.8.62_EP1:1000014:120:district-1:record-106,,,unresolved
SALI,120,112.80000305175781,9.19530963897705,19.299999237060547,18.8.62_EP1:1000014:120:district-1:record-107,,,unresolved
JALI,120,118.29883575439453,9.095309257507324,24.74869155883789,18.8.62_EP1:1000014:120:district-1:record-108,,,unresolved
GHMI,120,208.26434326171875,22.400209426879883,132.2621307373047,18.8.62_EP1:1000014:120:district-1:record-109,,,unresolved
GHMI,120,189.0365753173828,22.400209426879883,124.8690185546875,18.8.62_EP1:1000014:120:district-1:record-110,,,unresolved
GHMI,120,194.65646362304688,22.400209426879883,112.79885864257812,18.8.62_EP1:1000014:120:district-1:record-111,,,unresolved
GHMI,120,211.5940399169922,22.400209426879883,118.32853698730469,18.8.62_EP1:1000014:120:district-1:record-112,,,unresolved
SCLI,120,161.0987091064453,9.19530963897705,87.00129699707031,18.8.62_EP1:1000014:120:district-1:record-113,,,unresolved
RILI,120,121.01109313964844,8.795308113098145,56.72895050048828,18.8.62_EP1:1000014:120:district-1:record-114,,,unresolved
GHMI,120,175.69662475585938,12.200210571289062,92.08001708984375,18.8.62_EP1:1000014:120:district-1:record-115,,,unresolved
SCLI,120,106.8311767578125,8.795310020446777,136.03253173828125,18.8.62_EP1:1000014:120:district-1:record-116,,,unresolved
SCLI,120,90.85647583007812,8.805310249328613,166.98411560058594,18.8.62_EP1:1000014:120:district-1:record-117,,,unresolved
SCLI,120,90.36282348632812,8.69530963897705,138.20448303222656,18.8.62_EP1:1000014:120:district-1:record-118,,,unresolved
ARLI,120,84.605224609375,10.19530963897705,104.36143493652344,18.8.62_EP1:1000014:120:district-1:record-119,,,unresolved
RILI,120,88.98635864257812,9.19530963897705,98.5,18.8.62_EP1:1000014:120:district-1:record-120,,,unresolved
GHMI,120,103.67729187011719,9.295310020446777,79.86414337158203,18.8.62_EP1:1000014:120:district-1:record-121,,,unresolved
DNNA,125,255.02362060546875,29.44290542602539,282.75701904296875,18.8.62_EP1:1000014:125:district-0:record-0,,,unresolved
DNNA,125,259.4966125488281,29.842905044555664,288.27880859375,18.8.62_EP1:1000014:125:district-0:record-1,,,unresolved
DMMI,125,271.6817321777344,29.342905044555664,291.32354736328125,18.8.62_EP1:1000014:125:district-0:record-2,,,unresolved
DEHI,125,232.46153259277344,26.54283905029297,290.503662109375,18.8.62_EP1:1000014:125:district-0:record-3,,,unresolved
DEHI,125,255.34637451171875,24.742904663085938,308.66400146484375,18.8.62_EP1:1000014:125:district-0:record-4,,,unresolved
DEHI,125,235.3280029296875,27.342905044555664,291.394287109375,18.8.62_EP1:1000014:125:district-0:record-5,,,unresolved
DEHI,125,233.7085418701172,26.342905044555664,292.9603576660156,18.8.62_EP1:1000014:125:district-0:record-6,,,unresolved
DMMB,125,188.2364959716797,26.04305076599121,300.54718017578125,18.8.62_EP1:1000014:125:district-0:record-7,,,unresolved
DEHI,125,187.9521484375,26.342905044555664,312.3210754394531,18.8.62_EP1:1000014:125:district-0:record-8,,,unresolved
DNNA,125,260.045166015625,28.242904663085938,284.89251708984375,18.8.62_EP1:1000014:125:district-0:record-9,,,unresolved
DEHI,125,261.9281311035156,28.435718536376953,304.17327880859375,18.8.62_EP1:1000014:125:district-0:record-10,,,unresolved
DNNA,125,248.4148406982422,28.370716094970703,288.2406311035156,18.8.62_EP1:1000014:125:district-0:record-11,,,unresolved
DEHI,125,189.84349060058594,26.04201316833496,296.68341064453125,18.8.62_EP1:1000014:125:district-0:record-12,,,unresolved
MABS,125,59.94024658203125,40.64289855957031,299.7586364746094,18.8.62_EP1:1000014:125:district-0:record-13,,,unresolved
DNMA,125,104.95027160644531,37.742942810058594,279.8211364746094,18.8.62_EP1:1000014:125:district-0:record-14,,,unresolved
DEHI,125,81.283447265625,37.54290008544922,323.9165344238281,18.8.62_EP1:1000014:125:district-0:record-15,,,unresolved
DNMA,125,110.84201049804688,30.742923736572266,295.36688232421875,18.8.62_EP1:1000014:125:district-0:record-16,,,unresolved
DNMA,125,110.30767822265625,30.742904663085938,310.6651611328125,18.8.62_EP1:1000014:125:district-0:record-17,,,unresolved
DNMA,125,81.04071807861328,36.202022552490234,277.3680725097656,18.8.62_EP1:1000014:125:district-0:record-18,,,unresolved
DNMA,125,100.38719177246094,37.14289855957031,328.1896057128906,18.8.62_EP1:1000014:125:district-0:record-19,,,unresolved
DEHI,125,139.64865112304688,28.842905044555664,305.613037109375,18.8.62_EP1:1000014:125:district-0:record-20,,,unresolved
DNMA,125,150.8155975341797,27.342905044555664,301.26318359375,18.8.62_EP1:1000014:125:district-0:record-21,,,unresolved
DNMA,125,151.03553771972656,27.542903900146484,309.47662353515625,18.8.62_EP1:1000014:125:district-0:record-22,,,unresolved
DNMA,125,160.61940002441406,28.442901611328125,298.06610107421875,18.8.62_EP1:1000014:125:district-0:record-23,,,unresolved
DNMA,125,160.12208557128906,27.442903518676758,311.363525390625,18.8.62_EP1:1000014:125:district-0:record-24,,,unresolved
DEHI,125,163.15171813964844,26.742816925048828,305.021484375,18.8.62_EP1:1000014:125:district-0:record-25,,,unresolved
DNMA,125,152.05142211914062,25.956663131713867,304.8624267578125,18.8.62_EP1:1000014:125:district-0:record-26,,,unresolved
DNVE,125,23.959434509277344,51.64211654663086,219.5877227783203,18.8.62_EP1:1000014:125:district-1:record-0,,,unresolved
NOTC,125,14.517383575439453,51.64220428466797,225.11209106445312,18.8.62_EP1:1000014:125:district-1:record-1,,,unresolved
DNVE,125,26.115333557128906,51.44212341308594,228.21917724609375,18.8.62_EP1:1000014:125:district-1:record-2,,,unresolved
HO08,125,133.10000610351562,39.64290237426758,216.10000610351562,18.8.62_EP1:1000014:125:district-1:record-3,,,unresolved
HO08,125,125.9000015258789,39.44290542602539,212.8000030517578,18.8.62_EP1:1000014:125:district-1:record-4,,,unresolved
HO08,125,142.0,39.64290237426758,213.10000610351562,18.8.62_EP1:1000014:125:district-1:record-5,,,unresolved
CL16,125,111.79999542236328,39.44290542602539,201.89999389648438,18.8.62_EP1:1000014:125:district-1:record-6,,,unresolved
BI15,125,115.69999694824219,39.642906188964844,213.70001220703125,18.8.62_EP1:1000014:125:district-1:record-7,,,unresolved
BI15,125,116.30000305175781,39.44290542602539,203.89999389648438,18.8.62_EP1:1000014:125:district-1:record-8,,,unresolved
