ObservationId,CaptureId,EquivalentObservationCount,CapturedUtc,Sequence,Behavior,NpcFamily,MonsterData,Level,CapturedPlayfieldId,RuntimePlayfieldId,Name,SourceIdentity,SourceGeneration,RouteSignature,StartX,StartY,StartZ,EndX,EndY,EndZ,DelayAfterSeconds,PathCount
20260722-104809:m09468,20260722-104809,1,2026-07-22T09:07:56.103690Z,41138,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,c259bfc4a3d8f649,3557.70923,6.587552,881.403137,3562.17017,8.94285,886.175903,188.88008,2
20260722-104809:m09825,20260722-104809,1,2026-07-22T09:11:04.983770Z,47426,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,8316dd30ba35c455,3500.84619,9.324498,919.488464,3501.09448,9.24848,916.191406,0.874854,2
20260722-104809:m09830,20260722-104809,1,2026-07-22T09:11:05.858624Z,47452,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,4850306719255774,3501.00806,9.899179,917.096191,3501.39746,7.049393,912.212585,1.495667,2
20260722-104809:m09836,20260722-104809,1,2026-07-22T09:11:07.354291Z,47487,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,70988e6fa72e01cd,3501.32813,6.680771,913.08197,3502.41699,5.638771,906.15033,1.583027,2
20260722-104809:m09840,20260722-104809,1,2026-07-22T09:11:08.937318Z,47535,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,d14727a8218e23f3,3502.28442,5.240793,906.994934,3503.14038,5.610001,896.686035,19.439155,2
20260722-104809:m09897,20260722-104809,1,2026-07-22T09:11:28.376473Z,48316,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,874c0acb5e4cc701,3508.52734,5.110001,892.870422,3512.07983,5.610001,895.096069,1.219999,2
20260722-104809:m09901,20260722-104809,1,2026-07-22T09:11:29.596472Z,48345,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,9a4f4d4120e11af0,3511.30005,5.110001,894.607483,3517.37451,5.610001,891.631226,1.571375,2
20260722-104809:m09906,20260722-104809,1,2026-07-22T09:11:31.167847Z,48596,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,dd59be16451d7d9f,3516.53638,5.110001,892.041809,3520.32935,5.610001,890.315796,4.336225,2
20260722-104809:m09911,20260722-104809,1,2026-07-22T09:11:35.504072Z,48885,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,3e6868a3b75153bc,3519.47388,5.110001,890.705139,3523.23071,6.193271,890.150391,1.158028,2
20260722-104809:m09916,20260722-104809,1,2026-07-22T09:11:36.662100Z,48931,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,85374f62bd2ca012,3522.39038,5.110001,890.021301,3527.37646,6.498569,891.148926,1.247328,2
20260722-104809:m09920,20260722-104809,1,2026-07-22T09:11:37.909428Z,49005,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,8838212ee466394c,3526.51831,5.110001,890.920471,3533.81274,7.245575,889.940125,6.446982,2
20260722-104809:m09933,20260722-104809,1,2026-07-22T09:11:44.356410Z,49364,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,86544bd6f0da3327,3535.61157,8.99894,903.834106,3544.55859,6.70932,903.143921,2.086157,2
20260722-104809:m09940,20260722-104809,1,2026-07-22T09:11:46.442567Z,49490,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,8a8b1bf20c8a4927,3543.62939,6.025207,903.376648,3547.53809,7.445605,904.002136,4.457534,2
20260722-104809:m09946,20260722-104809,1,2026-07-22T09:11:50.900101Z,49710,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,062713689ed55034,3548.65796,6.850564,905.509766,3555.07056,8.610001,905.748718,31.181069,2
20260722-104809:m09973,20260722-104809,1,2026-07-22T09:12:22.081170Z,50343,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,bbafe4baf641da1f,3555.10449,8.070761,913.187744,3559.31738,8.668796,913.411926,427.793612,2
20260722-104809:m10437,20260722-104809,1,2026-07-22T09:19:29.874782Z,59189,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,0b8372108da86f8b,3501.08643,9.116824,920.977539,3505.32471,9.904122,922.541199,1.099985,2
20260722-104809:m10440,20260722-104809,1,2026-07-22T09:19:30.974767Z,59212,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,54eea4f492e8d442,3504.55176,9.241648,922.256104,3507.37085,8.881106,924.184875,0,2
20260722-104809:m13212,20260722-104809,1,2026-07-22T09:45:54.665520Z,77028,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,1a4caf8983c9328d,3589.66602,5.1,889.090332,3579.36035,6.590729,893.358521,1.639638,2
20260722-104809:m13216,20260722-104809,1,2026-07-22T09:45:56.305158Z,77092,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,5dee655e22f8b5c5,3583.00952,3.773568,891.847107,3570.26538,7.735182,890.091309,74.560788,2
20260722-104809:m13453,20260722-104809,1,2026-07-22T09:47:10.865946Z,81199,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,bc7fd36c17cc8198,3502.3833,5.110001,855.335022,3504.55005,5.610001,856.417603,0.589752,2
20260722-104809:m13456,20260722-104809,1,2026-07-22T09:47:11.455698Z,81217,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,f23d813e763a94d4,3503.72705,5.110001,856.00647,3508.69409,6.384966,855.476746,1.286415,2
20260722-104809:m13460,20260722-104809,1,2026-07-22T09:47:12.742113Z,81314,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,7419b1e38a7bb415,3507.79126,5.110001,855.573059,3514.1106,5.610001,856.71051,1.943199,2
20260722-104809:m13469,20260722-104809,1,2026-07-22T09:47:14.685312Z,81487,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,102da8c966ca37ca,3513.23462,5.110001,856.718384,3518.65625,5.610001,854.942566,18.236743,2
20260722-104809:m13497,20260722-104809,1,2026-07-22T09:47:32.922055Z,81842,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,edb8f0fca873219f,3517.78931,5.110001,855.226501,3519.44287,5.610001,857.456726,0.480581,2
20260722-104809:m13502,20260722-104809,1,2026-07-22T09:47:33.402636Z,81858,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,91c0d0c89f4eac84,3518.95996,5.110001,856.805664,3520.76294,5.610001,861.909729,1.391047,2
20260722-104809:m13505,20260722-104809,1,2026-07-22T09:47:34.793683Z,81889,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,cdb0420d8bf9d4ae,3520.49463,5.110001,860.998718,3522.65454,5.815,868.379639,24.903468,2
20260722-104809:m13563,20260722-104809,1,2026-07-22T09:47:59.697151Z,83292,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,1c3e145186751abe,3542.38208,7.69458,893.090881,3556.61646,6.108743,881.067017,1.807224,2
20260722-104809:m13567,20260722-104809,1,2026-07-22T09:48:01.504375Z,83398,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,1d0c1555d9a4a577,3549.39941,6.453176,886.430237,3558.85059,5.610001,872.162476,13.644221,2
20260722-104809:m13586,20260722-104809,1,2026-07-22T09:48:15.148596Z,83967,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,6b0e677c6c041fbc,3594.2207,5.110001,864.447021,3589.91089,6.623551,866.303406,1.386096,2
20260722-104809:m13589,20260722-104809,1,2026-07-22T09:48:16.534692Z,84035,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,1f741394ba2d2fe7,3590.80957,5.110001,865.916321,3586.55981,5.610001,869.956238,1.256565,2
20260722-104809:m13595,20260722-104809,1,2026-07-22T09:48:17.791257Z,84108,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,bc5725c92d461af2,3587.26025,5.110001,869.290405,3580.51611,5.610001,873.207214,10.629708,2
20260722-104809:m13626,20260722-104809,1,2026-07-22T09:48:28.420965Z,84764,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,01e90fdca44e11ca,3585.52686,5.110001,865.676636,3583.81006,5.610001,869.716003,1.103965,2
20260722-104809:m13633,20260722-104809,1,2026-07-22T09:48:29.524930Z,84819,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,514624f7607f8ab7,3584.16113,5.110001,868.889404,3578.99219,5.610001,866.958984,1.396594,2
20260722-104809:m13637,20260722-104809,1,2026-07-22T09:48:30.921524Z,84890,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,2e113ac5843b2973,3579.86768,5.110001,867.285889,3570.48779,5.610001,868.539246,2.076048,2
20260722-104809:m13642,20260722-104809,1,2026-07-22T09:48:32.997572Z,85005,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,f7eb6e5792091a8e,3571.28467,5.110001,868.174927,3561.92285,6.26871,869.030151,28.749628,2
20260722-104809:m13726,20260722-104809,1,2026-07-22T09:49:01.747200Z,86564,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,8a33ca2d396bfcc2,3522.85132,5.110001,880.649109,3522.14722,5.815,872.641113,232.013702,2
20260722-104809:m14226,20260722-104809,1,2026-07-22T09:52:53.760902Z,91694,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,d9c543c8004ab8bc,3524.39819,5.110001,883.607605,3524.87134,5.610001,881.128784,1.564882,2
20260722-104809:m14232,20260722-104809,1,2026-07-22T09:52:55.325784Z,91756,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,e56a14e5fc3ca1a9,3523.3728,5.110001,877.676697,3524.96265,5.610001,871.070251,0,2
20260722-104809:m10907,20260722-104809,1,2026-07-22T09:24:21.075788Z,64546,leash,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,0717a327014e409c,3451.06177,0,833.598938,3451.26929,0.009869,856.203003,5.73238,2
20260722-104809:m10913,20260722-104809,1,2026-07-22T09:24:26.808168Z,64601,leash,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,cc2ef07f02364fe2,3451.05225,0.01,855.556885,3451.56519,0.892165,852.259827,1.99166,2
20260722-104809:m10916,20260722-104809,1,2026-07-22T09:24:28.799828Z,64620,leash,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,e6495f7bb0673d03,3451.37012,0.01,853.51178,3454.21289,0.892165,846.437866,0,2
20260722-104809:m10910,20260722-104809,1,2026-07-22T09:24:23.976837Z,64574,leash,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,ef7ea2f4caa7210d,3448.78491,1.878376,893.437134,3453.75146,1.025606,873.921082,0,2
20260722-104809:m02867,20260722-104809,1,2026-07-22T08:50:34.005368Z,7758,leash,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,ae0b4b20a5f412e9,3620.49854,51.744999,784.848694,3612.18042,52.5,787.760315,6.275983,2
20260722-104809:m02953,20260722-104809,1,2026-07-22T08:50:40.281351Z,7974,leash,1019,297023,1,1044525,6553,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,7df020e2965951fd,3612.94678,52.134998,787.473389,3612.1626,52.5,788.252075,0,2
20260722-152454:m07859,20260722-152454,1,2026-07-22T14:04:53.742842Z,62894,leash,15,17662,1,1044525,6553,Minibronto,SimpleChar:78E0FD9C,1,7a9736731f0348f5,3498.56226,8.110001,448.886353,3500.94971,8.110001,451.051819,0,2
20260722-152454:m03136,20260722-152454,1,2026-07-22T13:42:32.801208Z,29377,leash,0,26092,40,1044525,6553,ICC Peacekeeper,SimpleChar:7962A325,5,ee492ed9efce8293,3471.51636,9.145,786.745178,3479.02222,8.71745,785.850891,11.912039,2
20260722-152454:m03149,20260722-152454,1,2026-07-22T13:42:44.713247Z,29589,leash,0,26092,40,1044525,6553,ICC Peacekeeper,SimpleChar:7962A325,5,abc0a9722cbc7075,3486.79102,5.318535,784.338745,3482.7561,4.78062,782.527283,0,2
20260722-152454:m02256,20260722-152454,1,2026-07-22T13:33:06.267663Z,16597,leash,1019,17649,4,1044525,6553,IIV-X Advanced Docker,SimpleChar:798913F4,2,e0ba91b25e190c93,3497.62915,7.157102,912.321716,3498.7417,10.062677,916.406006,0,2
20260722-152454:m03077,20260722-152454,1,2026-07-22T13:42:04.204206Z,28745,leash,25,17657,7,1044525,6553,Mutated Garbage Flea,SimpleChar:79891578,1,6d55617dfaf96b9d,3426.12451,0,868.586365,3424.85571,0.51,887.2453,0,2
20260722-152454:m03500,20260722-152454,1,2026-07-22T13:47:05.316627Z,37970,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,8bb16705b0809157,3345.75464,4.913803,661.55481,3348.80298,5.352714,661.359863,0.531826,2
20260722-152454:m03503,20260722-152454,1,2026-07-22T13:47:05.848453Z,38006,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,ba16f473f98b3703,3347.81763,5.377975,661.422485,3352.91479,4.220523,662.842346,1.357806,2
20260722-152454:m03506,20260722-152454,1,2026-07-22T13:47:07.206259Z,38070,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,a1bde842f59c19fa,3352.00342,4.413728,662.588501,3361.22314,3.607527,665.551086,18.351252,2
20260722-152454:m03522,20260722-152454,1,2026-07-22T13:47:25.557511Z,38724,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,65d9741fbc38d221,3368.13965,2.239593,670.684265,3373.7561,2.761264,670.121887,1.243036,2
20260722-152454:m03525,20260722-152454,1,2026-07-22T13:47:26.800547Z,38753,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,c4f609e7455e0454,3372.79517,2.352487,670.218079,3378.17603,2.61,675.890747,1.609046,2
20260722-152454:m03531,20260722-152454,1,2026-07-22T13:47:28.409593Z,38805,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,b8656fb43a8e33c8,3377.48999,2.11,675.167847,3385.54858,2.61,677.126221,9.469565,2
20260722-152454:m03535,20260722-152454,1,2026-07-22T13:47:37.879158Z,39098,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,a2a7113ec7f3ba52,3384.68042,2.11,676.915161,3387.98193,2.61,679.351501,1.332255,2
20260722-152454:m03539,20260722-152454,1,2026-07-22T13:47:39.211413Z,39148,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,216f31eddea87af5,3387.33936,2.11,678.877319,3390.3667,3.150445,684.749817,1.419298,2
20260722-152454:m03543,20260722-152454,1,2026-07-22T13:47:40.630711Z,39203,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,9c5608a95fe33bab,3389.97217,2.11,683.984314,3395.23853,3.296598,689.125549,1.6529,2
20260722-152454:m03547,20260722-152454,1,2026-07-22T13:47:42.283611Z,39267,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,f49de30bf5d8af4a,3394.5813,2.11,688.483887,3404.95923,3.398491,690.656982,2.753663,2
20260722-152454:m03551,20260722-152454,1,2026-07-22T13:47:45.037274Z,39428,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,621e00303224b604,3404.0293,2.11,690.46228,3412.95117,2.61,688.577026,75.070941,2
20260722-152454:m03618,20260722-152454,1,2026-07-22T13:49:00.108215Z,41248,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,7b37738f0d1b8576,3502.05298,2.11,691.331055,3505.09644,2.61,690.674194,0.839944,2
20260722-152454:m03621,20260722-152454,1,2026-07-22T13:49:00.948159Z,41292,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,c5c03b6b3b62a98a,3504.26611,2.11,690.853455,3508.8562,3.008106,690.948853,1.43063,2
20260722-152454:m03624,20260722-152454,1,2026-07-22T13:49:02.378789Z,41344,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,5b8aa0d254ed785e,3508.01685,2.11,690.931396,3514.81885,2.874631,689.354919,1.778065,2
20260722-152454:m03628,20260722-152454,1,2026-07-22T13:49:04.156854Z,41394,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,195b6eceba7fda44,3513.96191,2.11,689.553589,3524.47388,2.61,685.372986,13.656208,2
20260722-152454:m03638,20260722-152454,1,2026-07-22T13:49:17.813062Z,41886,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,d475b27e0a2e627c,3527.88379,2.11,679.62793,3534.02856,2.61,679.464355,1.482432,2
20260722-152454:m03642,20260722-152454,1,2026-07-22T13:49:19.295494Z,41912,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,fc71d82782d6d0b8,3533.18726,2.150613,679.486755,3540.07153,2.61,686.267761,1.972122,2
20260722-152454:m03645,20260722-152454,1,2026-07-22T13:49:21.267616Z,41952,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,49a698ed76d7be0a,3539.32471,2.11,685.532227,3549.42578,2.61,687.776489,1.730456,2
20260722-152454:m03649,20260722-152454,1,2026-07-22T13:49:22.998072Z,42001,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,5b1d5afb3a83bdd2,3547.7019,2.11,687.523071,3556.70166,2.61,692.42804,10.610039,2
20260722-152454:m03652,20260722-152454,1,2026-07-22T13:49:33.608111Z,42248,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,f04d2fd67be56914,3555.85693,2.11,691.912476,3559.29175,2.61,693.499207,13.959267,2
20260722-152454:m03673,20260722-152454,1,2026-07-22T13:49:47.567378Z,42790,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,1e15d745d2117f08,3560.90186,2.11,665.202087,3564.03809,2.61,667.417053,1.071116,2
20260722-152454:m03677,20260722-152454,1,2026-07-22T13:49:48.638494Z,42808,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,21e4344536457f4d,3563.2395,2.11,666.852905,3569.41309,2.61,669.203796,1.532262,2
20260722-152454:m03680,20260722-152454,1,2026-07-22T13:49:50.170756Z,42828,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,fd2b05a904942df9,3568.55908,2.11,668.87854,3571.80005,2.79236,675.576416,1.770889,2
20260722-152454:m03683,20260722-152454,1,2026-07-22T13:49:51.941645Z,42857,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,2c46c1c0c7117cbc,3571.37573,2.11,674.700012,3576.0708,3.31524,683.39801,1.719908,2
20260722-152454:m03687,20260722-152454,1,2026-07-22T13:49:53.661553Z,42890,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,76e5e66386412044,3574.79053,2.70653,681.099548,3582.17041,3.209542,690.096802,1.840949,2
20260722-152454:m03691,20260722-152454,1,2026-07-22T13:49:55.502502Z,42955,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,56fc7af4e6318829,3580.42749,2.797103,688.060303,3587.62476,2.61,699.177368,0,2
20260722-152454:m07267,20260722-152454,1,2026-07-22T13:59:05.218962Z,53025,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,e4eef3ec2c696dfc,3551.77393,5.110001,865.152161,3549.91772,5.780165,863.955261,0.535729,2
20260722-152454:m07271,20260722-152454,1,2026-07-22T13:59:05.754691Z,53048,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,f5478f90fe976539,3550.6272,5.110001,864.412781,3545.0769,6.273906,862.480469,3.174643,2
20260722-152454:m07284,20260722-152454,1,2026-07-22T13:59:08.929334Z,53246,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,4e3f91fd0212e330,3551.19873,5.110001,862.736816,3559.01318,5.610001,858.24469,5.004623,2
20260722-152454:m07294,20260722-152454,1,2026-07-22T13:59:13.933957Z,53516,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,3aad1c5fc4215f23,3566.78833,5.1,852.073792,3550.7605,5.610001,848.573853,1.806796,2
20260722-152454:m07299,20260722-152454,1,2026-07-22T13:59:15.740753Z,53536,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,9b515cc6e5f0e772,3559.29199,5.110001,850.378418,3542.06226,5.610001,847.719177,1.70186,2
