ObservationId,CaptureId,EquivalentObservationCount,CapturedUtc,Sequence,Behavior,NpcFamily,MonsterData,Level,CapturedPlayfieldId,RuntimePlayfieldId,Name,SourceIdentity,SourceGeneration,RouteSignature,StartX,StartY,StartZ,EndX,EndY,EndZ,DelayAfterSeconds,PathCount
20260722-104809:m10876,20260722-104809,1,2026-07-22T09:23:57.618528Z,64258,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,6e528f2de2c37222,3452.35034,0.01,881.396118,3454.37817,0.51,873.735962,1.769787,2
20260722-104809:m10879,20260722-104809,1,2026-07-22T09:23:59.388315Z,64285,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,0a5eadcced0f999f,3454.1709,0.01,874.518799,3451.75171,0.51,866.322388,1.761242,2
20260722-104809:m10882,20260722-104809,1,2026-07-22T09:24:01.149557Z,64306,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,4d93536bacf143e7,3452.01367,0.01,867.575073,3450.32397,0.51,856.334106,2.150628,2
20260722-104809:m10886,20260722-104809,1,2026-07-22T09:24:03.300185Z,64338,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,817414412cb9c764,3450.53223,0.01,857.809387,3451.29102,1.234574,848.081726,10.282461,2
20260722-104809:m10897,20260722-104809,1,2026-07-22T09:24:13.582646Z,64474,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,029562f7b4eaf5c9,3449.69849,0.01,828.970581,3448.95972,0.986244,803.656006,37.897929,2
20260722-104809:m10951,20260722-104809,1,2026-07-22T09:24:51.480575Z,64844,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,a68c21551f3798a8,3451.64771,0.01,863.562256,3450.42603,0.892165,862.10498,1.080138,2
20260722-104809:m10954,20260722-104809,1,2026-07-22T09:24:52.560713Z,64858,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,b38c077758d06bc5,3451.25,0.01,863.337524,3451.15186,0.892165,857.847046,2.930138,2
20260722-104809:m10957,20260722-104809,1,2026-07-22T09:24:55.490851Z,64886,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,d3f4d4bbf96d1974,3451.13403,0.01,859.182861,3451.56519,0.892165,852.259827,3.790813,2
20260722-104809:m10962,20260722-104809,1,2026-07-22T09:24:59.281664Z,64919,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,e6495f7bb0673d03,3451.46973,0.01,853.734985,3454.21289,0.892165,846.437866,4.417322,2
20260722-104809:m10969,20260722-104809,1,2026-07-22T09:25:03.698986Z,64957,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,754af15e114e792c,3453.70874,0.01,847.733276,3454.35864,0.892165,841.742859,0,2
20260722-104809:m10869,20260722-104809,1,2026-07-22T09:23:55.558561Z,64227,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,416158ef9eca42f1,3452.27832,0.01,887.391418,3454.73389,0.51,884.738403,0.929957,2
20260722-104809:m10873,20260722-104809,1,2026-07-22T09:23:56.488518Z,64243,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,f4dcb743cdb7c560,3453.9436,0.01,885.295959,3455.10352,0.51,879.92041,2.899797,2
20260722-104809:m10878,20260722-104809,1,2026-07-22T09:23:59.388315Z,64283,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,eae32ad76101ec3e,3453.38232,0,882.447266,3450.82739,0.51,867.538086,1.511637,2
20260722-104809:m10881,20260722-104809,1,2026-07-22T09:24:00.899952Z,64302,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,c490cc817928c131,3452.12769,0.01,875.127869,3450.26392,0.51,857.559631,2.120596,2
20260722-104809:m10885,20260722-104809,1,2026-07-22T09:24:03.020548Z,64332,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,d698085ee924d146,3451.02808,0.01,865.088684,3451.29688,1.745095,848.920349,1.781726,2
20260722-104809:m10889,20260722-104809,1,2026-07-22T09:24:04.802274Z,64362,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,6eeac6de8ef0c99f,3451.10645,0.01,856.332153,3452.65161,1.476185,838.876343,11.668486,2
20260722-104809:m10902,20260722-104809,1,2026-07-22T09:24:16.470760Z,64507,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,e7a4a02618d45ba9,3452.94043,0.01,884.476563,3450.05835,0.636057,889.84906,3.924766,2
20260722-104809:m10906,20260722-104809,1,2026-07-22T09:24:20.395526Z,64542,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,2d58cf43a5060bea,3450.31641,0.01,888.486084,3448.67407,0.636059,894.832581,32.565354,2
20260722-104809:m10955,20260722-104809,1,2026-07-22T09:24:52.960880Z,64862,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,ef7ea2f4caa7210d,3448.78491,1.911839,893.463379,3453.75146,1.025606,873.921082,21.843422,2
20260722-104809:m10983,20260722-104809,1,2026-07-22T09:25:14.804302Z,65054,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,040880335ff56233,3453.25684,0.01,884.729797,3450.05835,0.636057,889.84906,3.541876,2
20260722-104809:m10986,20260722-104809,1,2026-07-22T09:25:18.346178Z,65073,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,2d58cf43a5060bea,3450.27222,0.01,888.43042,3448.67407,0.636059,894.832581,0,2
20260722-104809:m14186,20260722-104809,1,2026-07-22T09:52:33.423974Z,91060,flee,25,17657,2,1044525,6553,Garbage Flea,SimpleChar:7988CCED,2,48ee15035d6c15f4,3529.86938,5.110001,891.900757,3523.15503,5.110001,888.183289,0,2
20260722-152454:m03110,20260722-152454,1,2026-07-22T13:42:17.468142Z,29065,flee,0,26092,40,1044525,6553,ICC Peacekeeper,SimpleChar:7962A325,5,8288f176b5e014d9,3449.23682,1.954507,796.54657,3464.06104,8.165289,786.873718,0,2
20260722-152454:m08042,20260722-152454,1,2026-07-22T14:09:18.991343Z,67127,flee,55,17687,6,1044525,6553,Rollerrat,SimpleChar:7988CA3F,2,5506224d944b8021,3590.00513,0.01,501.436523,3587.54688,0.847537,510.693878,0,2
20260722-152454:m03394,20260722-152454,1,2026-07-22T13:45:16.881703Z,33845,flee,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,3b8f32490fd0ccd5,3388.68506,2.11,671.932678,3391.53149,2.61,675.039673,0,2
20260722-152454:m07242,20260722-152454,1,2026-07-22T13:58:53.136163Z,52781,flee,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,c97f2601555698c0,3553.521,5.110001,865.815918,3538.78247,5.610001,860.21521,0,2
20260722-152454:m03396,20260722-152454,1,2026-07-22T13:45:17.420112Z,33863,flee,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,c1822bed2c4e6fd0,3387.01343,2.11,670.899231,3391.18115,2.61,674.686462,815.832135,2
20260722-152454:m07244,20260722-152454,1,2026-07-22T13:58:53.252247Z,52803,flee,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,76674a67de9ad612,3551.9187,5.110001,865.000122,3538.13232,5.676371,860.404785,165.510119,2
20260722-152454:m07573,20260722-152454,1,2026-07-22T14:01:38.762366Z,57162,flee,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,3d01918392ed39bb,3426.94067,2.11,672.879211,3426.68799,2.61,669.72937,1063.600033,2
20260722-152454:m09165,20260722-152454,1,2026-07-22T14:19:22.362399Z,81802,flee,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,5721982d6d4bf2dc,3407.396,9.01,881.420959,3405.87109,9.51,885.272034,11.734489,2
20260722-152454:m09208,20260722-152454,1,2026-07-22T14:19:34.096888Z,82195,flee,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,12880972e1f98286,3408.77832,9.01,875.691956,3412.30249,9.51,875.443665,1.447286,2
20260722-152454:m09215,20260722-152454,1,2026-07-22T14:19:35.544174Z,82239,flee,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,9ab9d96c26c22887,3411.41992,9.01,875.505798,3419.93066,9.645,861.73053,1.976981,2
20260722-152454:m09224,20260722-152454,1,2026-07-22T14:19:37.521155Z,82289,flee,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,7f41019eeead66e1,3416.04028,9.145,868.027283,3422.09229,10.554694,852.73175,0,2
20260722-152454:m03395,20260722-152454,1,2026-07-22T13:45:16.881703Z,33847,flee,95,17649,1,1044525,6553,Engineer Automaton I,SimpleChar:798915BE,1,52728fc68313e256,3386.70435,2.11,669.675476,3390.41553,2.61,674.348206,200.929096,2
20260722-152454:m03604,20260722-152454,1,2026-07-22T13:48:37.810799Z,40889,flee,95,17649,1,1044525,6553,Engineer Automaton I,SimpleChar:798915BE,1,14ef570dc5bb1c66,3486.23999,2.11,694.4823,3488.88232,2.61,692.322693,615.325864,2
20260722-152454:m07243,20260722-152454,1,2026-07-22T13:58:53.136663Z,52783,flee,95,17649,1,1044525,6553,Engineer Automaton I,SimpleChar:798915BE,1,cf5b66b48f964aac,3550.76294,5.110001,865.78418,3538.89087,5.610001,860.138733,165.425137,2
20260722-152454:m07572,20260722-152454,1,2026-07-22T14:01:38.561800Z,57155,flee,95,17649,1,1044525,6553,Engineer Automaton I,SimpleChar:798915BE,1,2ca47a19652fc817,3426.08447,2.11,673.135254,3428.97168,2.61,670.315674,254.206419,2
20260722-152454:m07916,20260722-152454,1,2026-07-22T14:05:52.768219Z,64491,flee,95,17649,1,1044525,6553,Engineer Automaton I,SimpleChar:798915BE,1,151ffe9189c3048b,3610.76855,0.01,401.446167,3606.82056,0.51,399.224976,809.59468,2
20260722-152454:m09166,20260722-152454,1,2026-07-22T14:19:22.362899Z,81803,flee,95,17649,1,1044525,6553,Engineer Automaton I,SimpleChar:798915BE,1,9c274d1886c371c8,3407.50439,9.01,881.416626,3406.97852,9.51,884.253601,0,2
20260722-152454:m03103,20260722-152454,1,2026-07-22T13:42:12.377053Z,28944,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:798915C5,1,b5462757ba12f25f,3453.6792,2.17622,795.733948,3450.73706,4.41,787.894043,0,2
20260722-152454:m03104,20260722-152454,1,2026-07-22T13:42:12.690202Z,28957,flee,25,17657,5,1044525,6553,Garbage Flea,SimpleChar:798915C9,1,d52f3224f610523d,3453.13647,2.287017,795.241516,3451.36206,4.41,788.744507,0,2
20260722-152454:m03255,20260722-152454,1,2026-07-22T13:43:51.422590Z,30928,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:798915DB,1,9aa5f4ed058deff0,3422.96216,0,807.855042,3441.61328,0.51,803.566162,0,2
20260722-152454:m07228,20260722-152454,1,2026-07-22T13:58:48.210365Z,52506,flee,1019,297023,2,1044525,6553,Cleanmeister Intelligence Robot,SimpleChar:798915E0,2,b005d14510a8b9dc,3555.33325,5.110001,866.945251,3538.15088,5.610001,860.048279,4.276801,2
20260722-152454:m07241,20260722-152454,1,2026-07-22T13:58:52.487166Z,52748,flee,1019,297023,2,1044525,6553,Cleanmeister Intelligence Robot,SimpleChar:798915E0,2,70ea639ff00bab0b,3549.69531,5.110001,864.667358,3539.02734,5.632537,856.553772,0,2
