identity_type,identity_instance_uint32,identity_instance_signed,identity_instance_hex,explicit_playfield_id,display_name_exact,operational_entrance_key,stat_resolution_confidence,raw_position_components,raw_rotation_components,template_identity_instance,source_record_offset,source_record_sha256,evidence_manifest
56006,3223126521,-1071840775,0xC01D01F9,505,Yilup Caverns,,STAT_0xBD_UNRESOLVED,"[1738.138671875, 8.911295890808105, 1737.826416015625]","[0.8861245512962341, 0.05847398191690445, 0.4597424566745758, 0.0009769240859895945]",41561,287252426,d65c48f9767eb5c338bae26300926c3cb3c4502593cb67a67d0476304769728f,mission-location-evidence-manifest.json
56006,3223257593,-1071709703,0xC01F01F9,505,Perlos Cave,,STAT_0xBD_UNRESOLVED,"[2208.286865234375, 27.524770736694336, 1662.5531005859375]","[-0.13852757215499878, 0.0013389399973675609, 0.9889366030693054, 0.053036607801914215]",41561,287252722,fcfa87f1cdfce3d801b3b3e805024af09fb75fff8e69c35a3c3d8ec46e3dac7b,mission-location-evidence-manifest.json
56006,3223388665,-1071578631,0xC02101F9,505,Oolaggy Cave,,STAT_0xBD_UNRESOLVED,"[1538.34326171875, 29.72522735595703, 533.7656860351562]","[0.7278891205787659, -0.09460519254207611, 0.6760663390159607, -0.06451095640659332]",41561,287252861,85f7091302cefa63d7cbebc8117a2c8e29366b7a62a06c8c7aa5f1536af32787,mission-location-evidence-manifest.json
56006,3221226012,-1073741284,0xC000021C,540,a house,,STAT_0xBD_UNRESOLVED,"[369.95758056640625, 9.503938674926758, 354.60528564453125]","[-3.6199901387590216e-06, 0.0, 1.0, 0.0]",84130,287256815,fc0a5d1c229ed34593a5fd2aa05fbb6f626a9209fa4b9c154c023c8b5ada2e1a,mission-location-evidence-manifest.json
56006,3221291548,-1073675748,0xC001021C,540,a house,,STAT_0xBD_UNRESOLVED,"[362.0423583984375, 9.503938674926758, 431.3946838378906]","[1.0, 0.0, 0.0, 0.0]",84130,287256942,14e7b99d69a8e94f5d4b49db1a367535db65f149bdf8d63a355fd3d8ad75af4b,mission-location-evidence-manifest.json
56006,3221357084,-1073610212,0xC002021C,540,a house,,STAT_0xBD_UNRESOLVED,"[485.95758056640625, 9.503938674926758, 308.60528564453125]","[-3.6199901387590216e-06, 0.0, 1.0, 0.0]",84130,287257069,9a317e2d5d389cd420ab01036c83456a4fe118dfcb7da10fffaca5db4b08003a,mission-location-evidence-manifest.json
56006,3221422620,-1073544676,0xC003021C,540,a house,,STAT_0xBD_UNRESOLVED,"[410.0423583984375, 9.503938674926758, 295.3946838378906]","[1.0, 0.0, 0.0, 0.0]",84130,287257196,83606056d5bb57ee6b5bc1043f77cb3924416f82f994f1d1f449fe35bf2f6ac7,mission-location-evidence-manifest.json
56006,3221488156,-1073479140,0xC004021C,540,a house,,STAT_0xBD_UNRESOLVED,"[375.6052551269531, 9.503938674926758, 457.04241943359375]","[0.7071106433868408, 0.0, -0.7071029543876648, 0.0]",84130,287257323,dc031c92a08b98125f6af5a78c8d89e05248c9aac965a1a12968a8a4c2d89099,mission-location-evidence-manifest.json
56006,3221553692,-1073413604,0xC005021C,540,a house,,STAT_0xBD_UNRESOLVED,"[327.0423583984375, 9.503938674926758, 299.3946838378906]","[1.0, 0.0, 0.0, 0.0]",84130,287257450,850d001af8fd962b16d1f6508506e074bebfec5cc9e23cc5604d2a8eafa85b04,mission-location-evidence-manifest.json
56006,3221619228,-1073348068,0xC006021C,540,a house,,STAT_0xBD_UNRESOLVED,"[407.3201904296875, 9.503938674926758, 223.69091796875]","[0.3826809227466583, 0.0, 0.9238805770874023, 0.0]",84130,287257577,471f3d71f4f9e8ed58c7438018a22436d2495cf64c4c53d0706ec42750affa11,mission-location-evidence-manifest.json
56006,3221684764,-1073282532,0xC007021C,540,a house,,STAT_0xBD_UNRESOLVED,"[539.3947143554688, 9.503938674926758, 275.9576110839844]","[0.7071054577827454, 0.0, 0.7071080803871155, 0.0]",84130,287257704,1e7da80ba2026081bc8b3a604b030cf11b794379489e40edb8d4e398d4cc83bb,mission-location-evidence-manifest.json
56006,3221750300,-1073216996,0xC008021C,540,a house,,STAT_0xBD_UNRESOLVED,"[583.3947143554688, 9.503938674926758, 267.9576110839844]","[0.7071054577827454, 0.0, 0.7071080803871155, 0.0]",84130,287257831,c8aa1708c20e0a8e3d412d1b3847c42c364f97f84671a34680859b2f5b5dca81,mission-location-evidence-manifest.json
56006,3221881372,-1073085924,0xC00A021C,540,a house,,STAT_0xBD_UNRESOLVED,"[582.9395751953125, 9.141845703125, 235.8762969970703]","[0.9883606433868408, 0.0, 0.15212929248809814, 0.0]",84131,287257958,f3d035da88155b9475aba465a87aa8a459f569f1ab4503d0b33079654e22db2e,mission-location-evidence-manifest.json
56006,3222012444,-1072954852,0xC00C021C,540,a house,,STAT_0xBD_UNRESOLVED,"[431.4053039550781, 9.141845703125, 479.07659912109375]","[0.8549119830131531, 0.0, 0.518773078918457, 0.0]",84131,287258085,0bc1cbb9069d26589c2531f2c6ac2bc2e6c9ffde836deee373f68c6e99b12fbe,mission-location-evidence-manifest.json
56006,3222077980,-1072889316,0xC00D021C,540,a house,,STAT_0xBD_UNRESOLVED,"[363.9397277832031, 9.141845703125, 299.87640380859375]","[0.9883606433868408, 0.0, 0.15212929248809814, 0.0]",84131,287258212,d42b0bcb42097e4a2576fc49543893de41facca337fdd5aac3b076db3667d160,mission-location-evidence-manifest.json
56006,3222143516,-1072823780,0xC00E021C,540,a house,,STAT_0xBD_UNRESOLVED,"[436.69573974609375, 9.141845703125, 235.97691345214844]","[0.9999905228614807, 0.0, -0.004357569385319948, 0.0]",84131,287258339,7d65d7c18639c91368d882c573efbd0729835ba64a1103e1be462e19d0bd1a3e,mission-location-evidence-manifest.json
56006,3222209052,-1072758244,0xC00F021C,540,a house,,STAT_0xBD_UNRESOLVED,"[539.2086791992188, 9.141845703125, 295.3211669921875]","[0.9469280242919922, 0.0, 0.32144564390182495, 0.0]",84131,287258466,10e3368f66b0a1338f97c8211863dd82250f09c0b993012ef5adc9b2e3ff10e5,mission-location-evidence-manifest.json
56006,3222274588,-1072692708,0xC010021C,540,a house,,STAT_0xBD_UNRESOLVED,"[552.654052734375, 9.685758590698242, 279.9895935058594]","[0.7071106433868408, 0.0, -0.7071029543876648, 0.0]",84130,287258593,152c1c8c0861a7fd9a8f41ce9b0bb1f62d8ebf5195a0db8fc88b889f6ce6de9a,mission-location-evidence-manifest.json
56006,3223061020,-1071906276,0xC01C021C,540,a house,,STAT_0xBD_UNRESOLVED,"[421.0104064941406, 9.685758590698242, 308.6540222167969]","[-3.6199901387590216e-06, 0.0, 1.0, 0.0]",84130,287258720,ee9de35a58f21e825439f9f6620d98509993027201d9dd0fd9341ce134e03583,mission-location-evidence-manifest.json
56006,3223585308,-1071381988,0xC024021C,540,a house,,STAT_0xBD_UNRESOLVED,"[589.9482421875, 9.341121673583984, 212.17095947265625]","[1.0, 0.0, 0.0, 0.0]",84130,287258847,b6358a45fe2a89bd104b0e0458e031fa3cdc2943bd9188e4d2ea966ec00df198,mission-location-evidence-manifest.json
56006,3223650844,-1071316452,0xC025021C,540,a house,,STAT_0xBD_UNRESOLVED,"[593.8290405273438, 9.341121673583984, 241.9482421875]","[0.7071106433868408, 0.0, -0.7071029543876648, 0.0]",84130,287258974,9bbf5ecf898215a6fb7eeee092207353cc2374d8fbe114078da24bc62aaa5691,mission-location-evidence-manifest.json
56006,3223781916,-1071185380,0xC027021C,540,a house,,STAT_0xBD_UNRESOLVED,"[552.8290405273438, 9.341121673583984, 259.9482421875]","[0.7071106433868408, 0.0, -0.7071029543876648, 0.0]",84130,287259101,ba27266e7af36ef7416e22011dc396db03e9f0e71d78f8461e97b6e21a91e07e,mission-location-evidence-manifest.json
56006,3224175132,-1070792164,0xC02D021C,540,a house,,STAT_0xBD_UNRESOLVED,"[412.89849853515625, 9.341121673583984, 333.57171630859375]","[0.9238792061805725, 0.0, 0.38268426060676575, 0.0]",84130,287259228,661830dbe69f83ef83685f03c683a83976290708e2ab1122e2abbfce59aaedbf,mission-location-evidence-manifest.json
56006,3224306204,-1070661092,0xC02F021C,540,a house,,STAT_0xBD_UNRESOLVED,"[392.82904052734375, 9.341121673583984, 493.9482421875]","[0.7071106433868408, 0.0, -0.7071029543876648, 0.0]",84130,287261886,44379659e71491564eb81313df3b2c9998f2346b86139c9607d64b64ec24847d,mission-location-evidence-manifest.json
56006,3224371740,-1070595556,0xC030021C,540,a house,,STAT_0xBD_UNRESOLVED,"[403.4283142089844, 9.341121673583984, 510.4985046386719]","[0.9238819479942322, 0.0, -0.3826776444911957, 0.0]",84130,287259355,c51e0c362ef095c3529d921f9ad1c7890896791fab6036150bd2b9505bc48293,mission-location-evidence-manifest.json
56006,3224437276,-1070530020,0xC031021C,540,a house,,STAT_0xBD_UNRESOLVED,"[424.4684753417969, 9.952972412109375, 322.5523681640625]","[0.9238792061805725, 0.0, 0.38268426060676575, 0.0]",84130,287259482,a9eada7656be9f772d3c2c98408f42b39f788e9f7ffabef21a1650c9c2360af0,mission-location-evidence-manifest.json
56006,3224502812,-1070464484,0xC032021C,540,a house,,STAT_0xBD_UNRESOLVED,"[409.6861267089844, 8.306923866271973, 252.2672576904297]","[0.5276419520378113, 0.0, 0.8494670391082764, 0.0]",84131,287259609,29d198dfdcb0253aa4568829fbc43b75e44949ee8426e29d59d8a4e1cbab76ad,mission-location-evidence-manifest.json
56006,3224568348,-1070398948,0xC033021C,540,a house,,STAT_0xBD_UNRESOLVED,"[355.6861267089844, 8.306923866271973, 333.26727294921875]","[0.5276419520378113, 0.0, 0.8494670391082764, 0.0]",84131,287259736,06072789e923a4d4334e211163baafc5a9f56fd915060ef29b626bfb1382f5cb,mission-location-evidence-manifest.json
56006,3224633884,-1070333412,0xC034021C,540,a ruined building,,STAT_0xBD_UNRESOLVED,"[583.3729858398438, 10.067724227905273, 371.7601318359375]","[0.7071067094802856, 0.0, 0.70710688829422, 4.52633827308091e-07]",84130,287259863,bd7320e6fb15b70c1079acf521e85bad3ab116c712678f7aeaab0c305de854b6,mission-location-evidence-manifest.json
56006,3224830492,-1070136804,0xC037021C,540,a ruined building,,STAT_0xBD_UNRESOLVED,"[538.7210693359375, 9.7090482711792, 325.9564514160156]","[0.7071054577827454, 0.0, 0.7071080803871155, 0.0]",84130,287260000,0cbdd94b70e104c98c54403696780a0120809ffc700427bcc8a65721c7ed5c47,mission-location-evidence-manifest.json
56006,3225027100,-1069940196,0xC03A021C,540,a ruined building,,STAT_0xBD_UNRESOLVED,"[537.7460327148438, 8.215968132019043, 370.22161865234375]","[0.7071054577827454, 0.0, 0.7071080803871155, 0.0]",84130,287260137,05779834b8b4c6f169edc8fff8938207e3dc2196fd8ff7ea62feecdfc1436636,mission-location-evidence-manifest.json
56006,3225158172,-1069809124,0xC03C021C,540,a ruined building,,STAT_0xBD_UNRESOLVED,"[508.62701416015625, 10.067724227905273, 364.23992919921875]","[0.7071093916893005, -4.526337420429627e-07, -0.7071042060852051, 1.6479629076290858e-12]",84130,287262150,8f5092c4ddbb096b9da5d6e64ac11f01f4f4a91992a95dac94509e49e4781c91,mission-location-evidence-manifest.json
56006,3225289244,-1069678052,0xC03E021C,540,a ruined building,,STAT_0xBD_UNRESOLVED,"[537.9796142578125, 9.631325721740723, 422.1864013671875]","[0.7071054577827454, 0.0, 0.7071080803871155, 0.0]",84130,287260274,cd3c0d8de2f3e00a7890bd6964b66322d6b89465ba2979e5a5232dd208ac12af,mission-location-evidence-manifest.json
56006,3225485852,-1069481444,0xC041021C,540,a building,,STAT_0xBD_UNRESOLVED,"[502.09613037109375, 8.000000953674316, 233.8750457763672]","[1.0, 0.0, 7.239980277518043e-06, 0.0]",84131,287260411,73ee85e4502d2d1d45192a6b59e8608d2336707bc6b2e2de2b2901ecb9793190,mission-location-evidence-manifest.json
56006,3225551388,-1069415908,0xC042021C,540,a building,,STAT_0xBD_UNRESOLVED,"[546.0961303710938, 8.000000953674316, 233.8750457763672]","[1.0, 0.0, 7.239980277518043e-06, 0.0]",84131,287260541,c917b837172a6169dd9c5da4c9949ffbe9bc0846f6f83df792f554511b507a85,mission-location-evidence-manifest.json
56006,3225747996,-1069219300,0xC045021C,540,a slumhouse,,STAT_0xBD_UNRESOLVED,"[582.0419311523438, 8.995935440063477, 352.827392578125]","[0.7071054577827454, 0.0, 0.7071080803871155, 0.0]",84130,287260671,75a18ab797dd583a62a6773bb6ce2f90ad9c7ac5534350bc54ac3c73f6ff40c3,mission-location-evidence-manifest.json
56006,3226075676,-1068891620,0xC04A021C,540,a slumhouse,,STAT_0xBD_UNRESOLVED,"[553.5374145507812, 9.668146133422852, 359.9789123535156]","[0.7071093916893005, -4.526337420429627e-07, -0.7071042060852051, 1.6479629076290858e-12]",84130,287260802,8e80c9cbd94bd71c5e42079a0bc6d529f43e13ab66b69274e25ed99f77f85436,mission-location-evidence-manifest.json
56006,3226272284,-1068695012,0xC04D021C,540,a slumhouse,,STAT_0xBD_UNRESOLVED,"[564.6129760742188, 9.12221622467041, 308.2610168457031]","[-3.6199901387590216e-06, 0.0, 1.0, 0.0]",84130,287260933,d98024cc92db97a70d45415b5424fb89dd720f9fd2b99eee16e8dfc992a86080,mission-location-evidence-manifest.json
56006,3226534428,-1068432868,0xC051021C,540,a ruined building,,STAT_0xBD_UNRESOLVED,"[569.2275390625, 9.603876113891602, 479.2373352050781]","[1.0, 0.0, 0.0, 0.0]",84130,287262013,2f7d24a562930ae2fe404d7e227349ea07d55e675410686e86dba1eea72dc882,mission-location-evidence-manifest.json
56006,3226599964,-1068367332,0xC052021C,540,a ruined building,,STAT_0xBD_UNRESOLVED,"[552.7626342773438, 9.603876113891602, 417.2341613769531]","[0.7071106433868408, 0.0, -0.7071029543876648, 0.0]",84130,287261064,b52eb43b81bce52a7fb5fbcb725540f5249a37791526f3c854d16344c8aaba0d,mission-location-evidence-manifest.json
56006,3226665500,-1068301796,0xC053021C,540,a ruined building,,STAT_0xBD_UNRESOLVED,"[583.2373657226562, 9.603876113891602, 444.7724609375]","[0.7071054577827454, 0.0, 0.7071080803871155, 0.0]",84130,287261201,79dc22acd77a9ae86bbbd989bfa4d0ce5e40eebd689592a88ff50ae46962b580,mission-location-evidence-manifest.json
56006,3226731036,-1068236260,0xC054021C,540,a ruined building,,STAT_0xBD_UNRESOLVED,"[524.7724609375, 9.603876113891602, 308.7626647949219]","[-3.6199901387590216e-06, 0.0, 1.0, 0.0]",84130,287261338,1c702f69b3d5e7277d7c5aaa6e76ef8963dc67faa49addd5564fe70f122dd766,mission-location-evidence-manifest.json
56006,3226927644,-1068039652,0xC057021C,540,a ruined building,,STAT_0xBD_UNRESOLVED,"[580.5736694335938, 9.993133544921875, 418.1774597167969]","[0.7071054577827454, 0.0, 0.7071080803871155, 0.0]",84130,287261475,c405b2d5baedd8688bbc27ed7002344bb70d8bb3e01b072a63842c2e1e763f1b,mission-location-evidence-manifest.json
56006,3227189788,-1067777508,0xC05B021C,540,a ruined building,,STAT_0xBD_UNRESOLVED,"[508.62640380859375, 9.993148803710938, 346.8226013183594]","[0.7071106433868408, 0.0, -0.7071029543876648, 0.0]",84130,287261612,36a1e5810f96a33d99d3af0c38b34cc9f5f711b2a47c96cbd69f3511051a9f18,mission-location-evidence-manifest.json
56006,3227451932,-1067515364,0xC05F021C,540,a ruined building,,STAT_0xBD_UNRESOLVED,"[590.6264038085938, 9.993148803710938, 485.8226013183594]","[0.7071106433868408, 0.0, -0.7071029543876648, 0.0]",84130,287261749,98ebd1afee578def2e530a39149b0aea0a9c900081132968da149e9a6e3fe066,mission-location-evidence-manifest.json
