timestamp,entityId,level,currentHealth,maxHealth,x,y,z,eventType
"2026-06-22T16:24:46.2479634Z","(SimpleChar:78F93437)",1,25,25,47.4427872,14.01,64.28072,"update"
"2026-06-22T16:24:48.2294044Z","(SimpleChar:78F93437)",1,25,25,47.4427872,14.01,64.28072,"damage"
"2026-06-22T16:24:56.9181825Z","(SimpleChar:78F93434)",1,20,20,65.1874161,16.0255756,119.991188,"spawn"
"2026-06-22T16:24:56.9196882Z","(SimpleChar:78F93434)",1,20,20,65.18739,16.0257778,119.99144,"update"
"2026-06-22T16:24:57.9075135Z","(SimpleChar:78F93434)",1,20,20,65.5382843,15.3773346,119.180885,"update"
"2026-06-22T16:24:58.5374438Z","(SimpleChar:78F93437)",1,25,25,47.4427872,14.01,64.28072,"despawn"
"2026-06-22T16:24:58.9174433Z","(SimpleChar:78F93437)",1,25,25,47.4427872,14.01,64.28072,"despawn"
"2026-06-22T16:24:59.2280889Z","(SimpleChar:78F93434)",1,20,20,65.5382843,15.3773346,119.180885,"despawn"
"2026-06-22T16:24:59.9180076Z","(SimpleChar:78F93434)",1,20,20,65.5382843,15.3773346,119.180885,"despawn"
"2026-06-22T16:25:00.1782581Z","(SimpleChar:78F93467)",1,25,25,72.6983,11.6100006,93.0510559,"spawn"
"2026-06-22T16:25:00.1782581Z","(SimpleChar:78F93467)",1,25,25,72.6983,11.6100006,93.0510559,"update"
"2026-06-22T16:25:00.2476368Z","(SimpleChar:78F93447)",1,20,20,49.36567,14.01,69.74105,"update"
"2026-06-22T16:25:00.3471069Z","(SimpleChar:78F93447)",1,20,20,49.36567,14.01,69.74105,"update"
"2026-06-22T16:25:00.9280245Z","(SimpleChar:78F93467)",1,25,25,72.6983,11.6100006,93.0510559,"update"
"2026-06-22T16:25:01.4876902Z","(SimpleChar:78F93447)",1,20,20,49.36567,14.01,69.74105,"damage"
"2026-06-22T16:25:11.5776801Z","(SimpleChar:78F93447)",1,20,20,49.36567,14.01,69.74105,"despawn"
"2026-06-22T16:25:11.9780980Z","(SimpleChar:78F93447)",1,20,20,49.36567,14.01,69.74105,"despawn"
"2026-06-22T16:25:12.1279517Z","(SimpleChar:78F93468)",1,20,20,72.52856,12.1264877,114.137138,"spawn"
"2026-06-22T16:25:12.1279517Z","(SimpleChar:78F93468)",1,20,20,72.52856,12.1264877,114.137138,"update"
"2026-06-22T16:25:12.9782206Z","(SimpleChar:78F93468)",1,20,20,72.52856,12.1264877,114.137138,"update"
"2026-06-22T16:25:21.4785183Z","(SimpleChar:78F93434)",1,20,20,67.89836,16.0260715,119.991806,"update"
"2026-06-22T16:25:21.4785183Z","(SimpleChar:78F93434)",1,20,20,67.89814,16.0259361,119.991638,"update"
"2026-06-22T16:25:22.0483270Z","(SimpleChar:78F93434)",1,20,20,67.89814,16.0259361,119.991638,"despawn"
"2026-06-22T16:25:22.0483270Z","(SimpleChar:78F93434)",1,20,20,68.22863,16.1899738,120.246773,"update"
"2026-06-22T16:25:23.0577185Z","(SimpleChar:78F93434)",1,20,20,68.22863,16.1899738,120.246773,"despawn"
"2026-06-22T16:25:36.1576873Z","(SimpleChar:78F93448)",1,20,20,46.0307655,14.01,142.562378,"spawn"
"2026-06-22T16:25:36.1576873Z","(SimpleChar:78F93448)",1,20,20,46.0307655,14.01,142.562378,"update"
"2026-06-22T16:25:36.1576873Z","(SimpleChar:78F9343C)",1,20,20,63.52072,8.703129,154.713974,"spawn"
"2026-06-22T16:25:36.1591909Z","(SimpleChar:78F93434)",1,20,20,80.6004257,18.91322,133.846817,"update"
"2026-06-22T16:25:36.1681970Z","(SimpleChar:78F9343C)",1,20,20,63.52072,8.703129,154.713974,"update"
"2026-06-22T16:25:36.1681970Z","(SimpleChar:78F93434)",1,20,20,80.6005554,18.9130821,133.847015,"update"
"2026-06-22T16:25:37.1377053Z","(SimpleChar:78F93448)",1,20,20,46.0307655,14.01,142.562378,"update"
"2026-06-22T16:25:37.1377053Z","(SimpleChar:78F93434)",1,20,20,81.0369644,18.4560127,134.490036,"update"
"2026-06-22T16:25:37.1377053Z","(SimpleChar:78F9343C)",1,20,20,63.52072,8.703129,154.713974,"update"
"2026-06-22T16:25:45.0781066Z","(SimpleChar:78F9342F)",1,20,20,52.7995224,15.13817,105.616196,"update"
"2026-06-22T16:25:45.0781066Z","(SimpleChar:78F93451)",1,20,20,49.85475,19.74781,91.48334,"update"
"2026-06-22T16:25:45.0781066Z","(SimpleChar:78F9343B)",1,20,20,62.1140251,15.7671318,93.18476,"update"
"2026-06-22T16:25:45.0781066Z","(SimpleChar:78F93467)",1,25,25,59.5243835,17.1123428,93.68718,"update"
"2026-06-22T16:25:45.0781066Z","(SimpleChar:78F9344D)",1,20,20,49.9083252,19.6848259,90.79993,"update"
"2026-06-22T16:26:05.6948141Z","(SimpleChar:78F9342F)",1,20,20,50.7934875,19.6704559,92.29836,"update"
"2026-06-22T16:26:05.6948141Z","(SimpleChar:78F9343B)",1,20,20,52.8422432,20.07342,90.58013,"update"
"2026-06-22T16:26:05.6948141Z","(SimpleChar:78F93467)",1,25,25,52.9403229,20.0436459,90.77979,"update"
"2026-06-22T16:26:05.6948141Z","(SimpleChar:78F9344D)",1,20,20,51.84504,20.0623074,91.13205,"update"
"2026-06-22T16:26:06.7243563Z","(SimpleChar:78F93451)",1,20,20,52.8431549,19.9671974,91.42743,"update"
"2026-06-22T16:26:09.5243756Z","(SimpleChar:78F9342F)",1,20,20,50.7934875,19.6704559,92.29836,"update"
"2026-06-22T16:26:09.6246628Z","(SimpleChar:78F9342F)",1,20,20,50.7934875,19.6704559,92.29836,"update"
"2026-06-22T16:26:10.6144774Z","(SimpleChar:78F9342F)",1,20,20,50.7934875,19.6704559,92.29836,"damage"
"2026-06-22T16:26:11.7549598Z","(SimpleChar:78F93467)",1,25,25,52.9403229,20.0436459,90.77979,"update"
"2026-06-22T16:26:12.0044990Z","(SimpleChar:78F93467)",1,25,25,52.9403229,20.0436459,90.77979,"update"
"2026-06-22T16:26:12.6645603Z","(SimpleChar:78F93467)",1,25,25,52.9403229,20.0436459,90.77979,"damage"
"2026-06-22T16:26:15.1143631Z","(SimpleChar:78F9343B)",1,20,20,52.8422432,20.07342,90.58013,"update"
"2026-06-22T16:26:15.2451128Z","(SimpleChar:78F9343B)",1,20,20,52.8422432,20.07342,90.58013,"update"
"2026-06-22T16:26:16.7357106Z","(SimpleChar:78F9343B)",1,20,20,52.8422432,20.07342,90.58013,"damage"
"2026-06-22T16:26:17.5046354Z","(SimpleChar:78F93468)",1,20,20,72.52856,12.1264877,114.137138,"update"
"2026-06-22T16:26:17.6252447Z","(SimpleChar:78F93468)",1,20,20,72.52856,12.1264877,114.137138,"update"
"2026-06-22T16:26:20.9552440Z","(SimpleChar:78F9342F)",1,20,20,50.7934875,19.6704559,92.29836,"despawn"
"2026-06-22T16:26:20.9951761Z","(SimpleChar:78F93451)",1,20,20,52.8431549,19.9671974,91.42743,"update"
"2026-06-22T16:26:21.5755620Z","(SimpleChar:78F93451)",1,20,20,52.8431549,19.9671974,91.42743,"update"
"2026-06-22T16:26:21.8147853Z","(SimpleChar:78F9342F)",1,20,20,50.7934875,19.6704559,92.29836,"despawn"
"2026-06-22T16:26:22.5154352Z","(SimpleChar:78F93451)",1,20,20,52.8431549,19.9671974,91.42743,"damage"
"2026-06-22T16:26:22.6554175Z","(SimpleChar:78F9346A)",1,20,20,88.09155,11.382534,68.54683,"spawn"
"2026-06-22T16:26:22.6554175Z","(SimpleChar:78F9346A)",1,20,20,88.09155,11.382534,68.54683,"update"
"2026-06-22T16:26:22.7946886Z","(SimpleChar:78F93467)",1,25,25,52.9403229,20.0436459,90.77979,"despawn"
"2026-06-22T16:26:22.8244431Z","(SimpleChar:78F9346A)",1,20,20,88.09155,11.382534,68.54683,"update"
"2026-06-22T16:26:22.8244431Z","(SimpleChar:78F93467)",1,25,25,52.9403229,20.0436459,90.77979,"despawn"
"2026-06-22T16:26:22.9141793Z","(SimpleChar:78F9344D)",1,20,20,51.84504,20.0623074,91.13205,"update"
"2026-06-22T16:26:23.4554512Z","(SimpleChar:78F9344D)",1,20,20,51.84504,20.0623074,91.13205,"update"
"2026-06-22T16:26:24.5348711Z","(SimpleChar:78F9344D)",1,20,20,51.84504,20.0623074,91.13205,"damage"
"2026-06-22T16:26:24.6649755Z","(SimpleChar:78F9346B)",1,25,25,83.27882,13.0314569,77.43681,"spawn"
"2026-06-22T16:26:24.6649755Z","(SimpleChar:78F9346B)",1,25,25,83.27882,13.0314569,77.43681,"update"
"2026-06-22T16:26:24.8251467Z","(SimpleChar:78F9346B)",1,25,25,83.27882,13.0314569,77.43681,"update"
"2026-06-22T16:26:26.7752472Z","(SimpleChar:78F9343B)",1,20,20,52.8422432,20.07342,90.58013,"despawn"
"2026-06-22T16:26:26.8254552Z","(SimpleChar:78F9343B)",1,20,20,52.8422432,20.07342,90.58013,"despawn"
"2026-06-22T16:26:28.8552245Z","(SimpleChar:78F9346C)",1,20,20,107.608574,16.1062241,57.4080162,"spawn"
"2026-06-22T16:26:28.8552245Z","(SimpleChar:78F9346C)",1,20,20,107.608574,16.1062241,57.4080162,"update"
"2026-06-22T16:26:29.8448515Z","(SimpleChar:78F9346C)",1,20,20,107.608574,16.1062241,57.4080162,"update"
"2026-06-22T16:26:32.8447523Z","(SimpleChar:78F9346D)",1,20,20,78.15495,12.3256779,92.28596,"spawn"
"2026-06-22T16:26:32.8447523Z","(SimpleChar:78F93451)",1,20,20,52.8431549,19.9671974,91.42743,"despawn"
"2026-06-22T16:26:32.8447523Z","(SimpleChar:78F9346D)",1,20,20,78.15495,12.3256779,92.28596,"update"
"2026-06-22T16:26:32.8552643Z","(SimpleChar:78F9346D)",1,20,20,78.15495,12.3256779,92.28596,"update"
"2026-06-22T16:26:32.8552643Z","(SimpleChar:78F93451)",1,20,20,52.8431549,19.9671974,91.42743,"despawn"
"2026-06-22T16:26:34.6252234Z","(SimpleChar:78F9344D)",1,20,20,51.84504,20.0623074,91.13205,"despawn"
"2026-06-22T16:26:34.7645198Z","(SimpleChar:78F9346E)",1,20,20,85.5522461,16.62444,109.316177,"spawn"
"2026-06-22T16:26:34.7655201Z","(SimpleChar:78F9346E)",1,20,20,85.5522461,16.62444,109.316177,"update"
"2026-06-22T16:26:34.8748308Z","(SimpleChar:78F9346E)",1,20,20,85.5522461,16.62444,109.316177,"update"
"2026-06-22T16:26:34.8748308Z","(SimpleChar:78F9344D)",1,20,20,51.84504,20.0623074,91.13205,"despawn"
"2026-06-22T16:26:36.3350746Z","(SimpleChar:78F9346D)",1,20,20,78.07218,12.3533812,92.54863,"update"
"2026-06-22T16:26:36.3360763Z","(SimpleChar:78F93428)",1,20,20,83.73445,16.2746716,107.390312,"update"
"2026-06-22T16:26:36.3360763Z","(SimpleChar:78F93468)",1,20,20,74.52725,12.85317,107.297195,"update"
"2026-06-22T16:26:36.3360763Z","(SimpleChar:78F93434)",1,20,20,73.6405,15.7953787,121.498924,"update"
"2026-06-22T16:26:36.3360763Z","(SimpleChar:78F9343F)",1,20,20,89.64999,17.2526283,96.69999,"update"
"2026-06-22T16:26:38.7851281Z","(SimpleChar:78F93436)",2,48,48,152.313522,13.6038847,63.76344,"spawn"
"2026-06-22T16:26:38.7851281Z","(SimpleChar:78F93436)",2,48,48,152.313522,13.6038847,63.76344,"update"
"2026-06-22T16:26:38.7851281Z","(SimpleChar:78F93446)",2,38,38,136.04451,14.3745174,76.70075,"spawn"
"2026-06-22T16:26:38.7851281Z","(SimpleChar:78F93442)",1,25,25,159.938858,16.4424038,69.1074448,"spawn"
"2026-06-22T16:26:38.7951365Z","(SimpleChar:78F93446)",2,38,38,136.04451,14.3745174,76.70075,"update"
"2026-06-22T16:26:38.7951365Z","(SimpleChar:78F93442)",1,25,25,159.938858,16.4424038,69.1074448,"update"
"2026-06-22T16:26:38.9054027Z","(SimpleChar:78F93436)",2,48,48,152.313522,13.6038847,63.76344,"update"
"2026-06-22T16:26:38.9054027Z","(SimpleChar:78F93442)",1,25,25,159.938858,16.4424038,69.1074448,"update"
"2026-06-22T16:26:38.9054027Z","(SimpleChar:78F93446)",2,38,38,136.04451,14.3745174,76.70075,"update"
"2026-06-22T16:26:40.1052799Z","(SimpleChar:78F9346D)",1,20,20,78.07218,12.3533812,92.54863,"update"
"2026-06-22T16:26:40.8456107Z","(SimpleChar:78F9346D)",1,20,20,78.07218,12.3533812,92.54863,"update"
"2026-06-22T16:26:41.4553471Z","(SimpleChar:78F9346D)",1,20,20,78.07218,12.3533812,92.54863,"damage"
"2026-06-22T16:26:42.6251300Z","(SimpleChar:78F93428)",1,20,20,83.73445,16.2746716,107.390312,"update"
"2026-06-22T16:26:42.7850948Z","(SimpleChar:78F93428)",1,20,20,83.73445,16.2746716,107.390312,"update"
"2026-06-22T16:26:43.4154557Z","(SimpleChar:78F93428)",1,20,20,83.73445,16.2746716,107.390312,"damage"
"2026-06-22T16:26:44.3846196Z","(SimpleChar:78F9346E)",1,20,20,85.5522461,16.62444,109.316177,"update"
"2026-06-22T16:26:44.5157617Z","(SimpleChar:78F9346E)",1,20,20,85.5522461,16.62444,109.316177,"update"
"2026-06-22T16:26:45.4552819Z","(SimpleChar:78F9346E)",1,20,20,85.5522461,16.62444,109.316177,"damage"
"2026-06-22T16:26:46.1244971Z","(SimpleChar:78F9343F)",1,20,20,89.64999,17.2526283,96.69999,"update"
"2026-06-22T16:26:46.7553801Z","(SimpleChar:78F9343F)",1,20,20,89.64999,17.2526283,96.69999,"update"
"2026-06-22T16:26:47.6559781Z","(SimpleChar:78F9343F)",1,20,20,89.64999,17.2526283,96.69999,"damage"
"2026-06-22T16:26:48.2254357Z","(SimpleChar:78F93468)",1,20,20,74.52725,12.85317,107.297195,"update"
"2026-06-22T16:26:48.4858898Z","(SimpleChar:78F93468)",1,20,20,74.52725,12.85317,107.297195,"update"
"2026-06-22T16:26:49.3247849Z","(SimpleChar:78F93442)",1,25,25,159.938858,16.4424038,69.1074448,"despawn"
"2026-06-22T16:26:49.5658490Z","(SimpleChar:78F93468)",1,20,20,74.52725,12.85317,107.297195,"damage"
"2026-06-22T16:26:49.9654616Z","(SimpleChar:78F93442)",1,25,25,159.938858,16.4424038,69.1074448,"despawn"
"2026-06-22T16:26:50.2752204Z","(SimpleChar:78F93434)",1,20,20,73.6405,15.7953787,121.498924,"update"
"2026-06-22T16:26:50.4161893Z","(SimpleChar:78F93434)",1,20,20,73.6405,15.7953787,121.498924,"update"
"2026-06-22T16:26:51.5054744Z","(SimpleChar:78F9346D)",1,20,20,78.07218,12.3533812,92.54863,"despawn"
"2026-06-22T16:26:51.6461109Z","(SimpleChar:78F93434)",1,20,20,73.6405,15.7953787,121.498924,"damage"
"2026-06-22T16:26:51.9755760Z","(SimpleChar:78F9346D)",1,20,20,78.07218,12.3533812,92.54863,"despawn"
"2026-06-22T16:26:53.1858665Z","(SimpleChar:78F9346F)",1,20,20,106.38903,13.4784193,114.173874,"spawn"
"2026-06-22T16:26:53.1858665Z","(SimpleChar:78F9346F)",1,20,20,106.38903,13.4784193,114.173874,"update"
"2026-06-22T16:26:53.7946163Z","(SimpleChar:78F93428)",1,20,20,83.73445,16.2746716,107.390312,"despawn"
"2026-06-22T16:26:53.9855949Z","(SimpleChar:78F9346F)",1,20,20,106.38903,13.4784193,114.173874,"update"
"2026-06-22T16:26:53.9855949Z","(SimpleChar:78F93428)",1,20,20,83.73445,16.2746716,107.390312,"despawn"
"2026-06-22T16:26:54.8857272Z","(SimpleChar:78F93470)",1,20,20,59.7311,15.5831251,83.5849457,"spawn"
"2026-06-22T16:26:54.8857272Z","(SimpleChar:78F93470)",1,20,20,59.7311,15.5831251,83.5849457,"update"
"2026-06-22T16:26:54.9953495Z","(SimpleChar:78F93470)",1,20,20,59.7311,15.5831251,83.5849457,"update"
"2026-06-22T16:26:55.9956447Z","(SimpleChar:78F9346E)",1,20,20,85.5522461,16.62444,109.316177,"despawn"
"2026-06-22T16:26:56.8852624Z","(SimpleChar:78F93471)",1,20,20,106.761032,15.9385834,56.9795761,"spawn"
"2026-06-22T16:26:56.8852624Z","(SimpleChar:78F93471)",1,20,20,106.761032,15.9385834,56.9795761,"update"
"2026-06-22T16:26:57.0057103Z","(SimpleChar:78F93471)",1,20,20,106.761032,15.9385834,56.9795761,"update"
"2026-06-22T16:26:57.0057103Z","(SimpleChar:78F9346E)",1,20,20,85.5522461,16.62444,109.316177,"despawn"
"2026-06-22T16:26:57.6052658Z","(SimpleChar:78F9343F)",1,20,20,89.64999,17.2526283,96.69999,"despawn"
"2026-06-22T16:26:58.0152102Z","(SimpleChar:78F9343F)",1,20,20,89.64999,17.2526283,96.69999,"despawn"
"2026-06-22T16:26:58.9157289Z","(SimpleChar:78F93472)",1,20,20,105.838081,12.7612333,100.399841,"spawn"
"2026-06-22T16:26:58.9157289Z","(SimpleChar:78F93472)",1,20,20,105.838081,12.7612333,100.399841,"update"
"2026-06-22T16:26:59.0158201Z","(SimpleChar:78F93472)",1,20,20,105.838081,12.7612333,100.399841,"update"
"2026-06-22T16:26:59.2755676Z","(SimpleChar:78F93440)",1,20,20,67.9138947,5.669011,159.989883,"spawn"
"2026-06-22T16:26:59.2755676Z","(SimpleChar:78F93440)",1,20,20,67.9138947,5.66904163,159.990189,"update"
"2026-06-22T16:26:59.7255189Z","(SimpleChar:78F93468)",1,20,20,74.52725,12.85317,107.297195,"despawn"
"2026-06-22T16:27:00.0252319Z","(SimpleChar:78F93440)",1,20,20,67.92161,5.459591,159.292557,"update"
"2026-06-22T16:27:00.0252319Z","(SimpleChar:78F93468)",1,20,20,74.52725,12.85317,107.297195,"despawn"
"2026-06-22T16:27:00.9454775Z","(SimpleChar:78F93473)",1,20,20,72.45342,11.6100006,92.69821,"spawn"
"2026-06-22T16:27:00.9454775Z","(SimpleChar:78F93473)",1,20,20,72.45342,11.6100006,92.69821,"update"
"2026-06-22T16:27:01.0253584Z","(SimpleChar:78F93473)",1,20,20,72.45342,11.6100006,92.69821,"update"
"2026-06-22T16:27:01.7253889Z","(SimpleChar:78F93434)",1,20,20,73.6405,15.7953787,121.498924,"despawn"
"2026-06-22T16:27:02.0350558Z","(SimpleChar:78F93434)",1,20,20,73.6405,15.7953787,121.498924,"despawn"
"2026-06-22T16:27:03.0353541Z","(SimpleChar:78F93474)",1,20,20,105.8986,16.5669918,158.977112,"spawn"
"2026-06-22T16:27:03.0353541Z","(SimpleChar:78F93474)",1,20,20,105.8986,16.5669918,158.977112,"update"
"2026-06-22T16:27:03.0353541Z","(SimpleChar:78F93474)",1,20,20,105.8986,16.5669918,158.977112,"update"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F93430)",1,20,20,47.42757,15.6218147,174.095581,"spawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F93429)",200,36434,36434,57.50941,14.01,56.29899,"despawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F9342A)",200,36434,36434,65.011055,14.01,50.68658,"despawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F9344F)",1,20,20,59.2984123,14.01,69.35946,"despawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F9346B)",1,25,25,83.27882,13.0314569,77.43681,"despawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F9346A)",1,20,20,88.09155,11.382534,68.54683,"despawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F9344A)",1,20,20,105.127426,13.068491,115.749947,"despawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F9346C)",1,20,20,107.608574,16.1062241,57.4080162,"despawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F93443)",1,20,20,82.8686752,13.0380421,77.09253,"despawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F93433)",1,20,20,77.6031647,13.6147079,73.59367,"despawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F93471)",1,20,20,106.761032,15.9385834,56.9795761,"despawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F93436)",2,48,48,152.313522,13.6038847,63.76344,"despawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F93446)",2,38,38,136.04451,14.3745174,76.70075,"despawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F93430)",1,20,20,47.4076576,15.971859,174.221252,"update"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F93438)",1,20,20,55.1078,13.8650084,176.680817,"spawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F9342B)",1,20,20,67.1821,6.10330868,165.063065,"spawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F93444)",1,20,20,50.2189,13.703351,165.667664,"spawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F9344B)",1,20,20,76.4937744,9.102252,163.85199,"spawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F9343D)",3,70,70,138.614288,14.6358547,164.899017,"spawn"
"2026-06-22T16:27:07.1457273Z","(SimpleChar:78F93449)",3,70,70,142.8661,15.3643932,163.365128,"spawn"
"2026-06-22T16:27:07.1562378Z","(SimpleChar:78F93438)",1,20,20,55.1076279,13.8650675,176.681061,"update"
"2026-06-22T16:27:07.1562378Z","(SimpleChar:78F9342B)",1,20,20,67.1821,6.10330868,165.063065,"update"
"2026-06-22T16:27:07.1562378Z","(SimpleChar:78F93444)",1,20,20,50.2189,13.703351,165.667664,"update"
"2026-06-22T16:27:07.1562378Z","(SimpleChar:78F9344B)",1,20,20,76.4937744,9.102252,163.85199,"update"
"2026-06-22T16:27:07.1562378Z","(SimpleChar:78F9343D)",3,70,70,138.614288,14.6358547,164.899017,"update"
"2026-06-22T16:27:07.1562378Z","(SimpleChar:78F93449)",3,70,70,142.8661,15.3643932,163.365128,"update"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F93449)",3,70,70,142.8661,15.3643932,163.365128,"update"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F9343D)",3,70,70,138.614288,14.6358547,164.899017,"update"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F9344B)",1,20,20,76.4937744,9.102252,163.85199,"update"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F93444)",1,20,20,50.2189,13.703351,165.667664,"update"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F9342B)",1,20,20,67.1821,6.10330868,165.063065,"update"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F93438)",1,20,20,54.57676,14.0479755,177.435822,"update"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F93430)",1,20,20,47.86368,15.0874891,173.87973,"update"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F9346C)",1,20,20,107.608574,16.1062241,57.4080162,"despawn"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F93429)",200,36434,36434,57.50941,14.01,56.29899,"despawn"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F93433)",1,20,20,77.6031647,13.6147079,73.59367,"despawn"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F93436)",2,48,48,152.313522,13.6038847,63.76344,"despawn"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F9342A)",200,36434,36434,65.011055,14.01,50.68658,"despawn"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F93443)",1,20,20,82.8686752,13.0380421,77.09253,"despawn"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F9344F)",1,20,20,59.2984123,14.01,69.35946,"despawn"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F9346A)",1,20,20,88.09155,11.382534,68.54683,"despawn"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F9344A)",1,20,20,105.127426,13.068491,115.749947,"despawn"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F9346B)",1,25,25,83.27882,13.0314569,77.43681,"despawn"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F93471)",1,20,20,106.761032,15.9385834,56.9795761,"despawn"
"2026-06-22T16:27:08.0653809Z","(SimpleChar:78F93446)",2,38,38,136.04451,14.3745174,76.70075,"despawn"
"2026-06-22T16:27:09.8553138Z","(SimpleChar:78F9343D)",3,70,70,138.614288,14.6358547,164.899017,"despawn"
"2026-06-22T16:27:09.8553138Z","(SimpleChar:78F93449)",3,70,70,142.8661,15.3643932,163.365128,"despawn"
"2026-06-22T16:27:10.0655740Z","(SimpleChar:78F93449)",3,70,70,142.8661,15.3643932,163.365128,"despawn"
"2026-06-22T16:27:10.0655740Z","(SimpleChar:78F9343D)",3,70,70,138.614288,14.6358547,164.899017,"despawn"
"2026-06-22T16:27:10.2657354Z","(SimpleChar:78F93470)",1,20,20,59.7311,15.5831251,83.5849457,"despawn"
"2026-06-22T16:27:11.0657487Z","(SimpleChar:78F93470)",1,20,20,59.7311,15.5831251,83.5849457,"despawn"
"2026-06-22T16:27:13.1855954Z","(SimpleChar:78F93440)",1,20,20,67.9165344,5.31973171,158.8179,"update"
"2026-06-22T16:27:14.6451796Z","(SimpleChar:78F93473)",1,20,20,72.45342,11.6100006,92.69821,"despawn"
"2026-06-22T16:27:14.6451796Z","(SimpleChar:78F93450)",1,20,20,104.698845,13.1702118,93.95853,"despawn"
"2026-06-22T16:27:14.6451796Z","(SimpleChar:78F9346F)",1,20,20,106.38903,13.4784193,114.173874,"despawn"
"2026-06-22T16:27:14.6451796Z","(SimpleChar:78F93472)",1,20,20,105.838081,12.7612333,100.399841,"despawn"
"2026-06-22T16:27:14.8554349Z","(SimpleChar:78F93473)",1,20,20,65.5005646,14.3683157,93.04316,"update"
