mission_ql,low_id,high_id,observed_item_ql,unknown,item_name,observation_count
17,42546,42546,17,0,Nano Crystal (Molecule Lance),1
17,43145,43146,17,0,Attack of the Snake,2
17,43939,43939,20,0,Nano Crystal (Relief From Pain),1
17,43942,43942,27,0,Nano Crystal (Spreading Health),1
17,43963,43963,24,0,Nano Crystal (Lesser Nano Surgery),3
17,43975,43975,14,0,Nano Crystal (Inferior Cleanse Wounds),1
17,43993,43993,10,0,Nano Crystal (Dress Wounds),1
17,44189,44189,7,0,Nano Crystal (Limited Nano Reaper),1
17,44204,44204,20,0,Nano Crystal (Primitive Nano Gorger),1
17,45399,45399,27,0,Nano Crystal (Acidic Conversion),3
17,45956,45956,7,0,Nano Crystal (Open Wound),2
17,45961,45961,17,0,Nano Crystal (Micro Flechette),1
17,45966,45966,10,0,Nano Crystal (Minor Toxic Field),1
17,45973,45973,14,0,Nano Crystal (Lesser RNA Reaper),2
17,46019,46019,17,0,Nano Crystal (Semi-Sentient Automaton),1
17,46052,46052,24,0,Nano Crystal (Inferior Android),1
17,46058,46058,24,0,Nano Crystal (Lesser Android),1
17,46074,46074,7,0,Nano Crystal (Automaton),1
17,46082,46082,14,0,Nano Crystal (Advanced Automaton),2
17,46419,46419,20,0,Nano Crystal (Supervisor-Grade Helper-Droid),1
17,46466,46466,27,0,Nano Crystal (Basic Attendant-Droid),1
17,46468,46468,14,0,Nano Crystal (Basic Helper-Droid),1
17,49813,49813,24,0,Nano Crystal (Mighty Challenger to Cyclops),1
17,49823,49823,14,0,Nano Crystal (Brave Challenger to Cyclops),1
17,55679,55678,17,0,Weapon Smithing Tutoring Device,1
17,55687,55686,17,0,Computer Literacy Tutoring Device,1
17,55690,55689,17,0,Mechanical Engineering Tutoring Device,1
17,55692,55691,17,0,Field Quantum Physics Tutoring Device,1
17,55694,55693,17,0,Electrical Engineering Tutoring Device,1
17,55697,55696,17,0,Boosted Stim,2
17,55759,55759,20,0,Nano Crystal (Field of Sparks),2
17,55761,55761,10,0,Nano Crystal (Bristling Shield),1
17,55775,55775,24,0,Nano Crystal (Electrical Chastiser),1
17,55838,55838,7,0,Nano Crystal (Frost With Snow),1
17,55840,55840,17,0,Nano Crystal (Jacket of Blades),2
17,55842,55842,24,0,Nano Crystal (Enshroud with Barbs),2
17,56241,56241,17,0,Nano Crystal (Lesser Hold Victim),1
17,56251,56251,27,0,Nano Crystal (Lesser Prolong Encounter),1
17,56252,56252,14,0,Nano Crystal (No Escape Possible),1
17,56266,56266,14,0,Nano Crystal (Lesser Embrace of Greed),1
17,70253,70252,17,0,Deflection Shield,1
17,70403,70403,7,0,Nano Crystal (Partial Deflection Shield (Extended)),3
17,70411,70411,10,0,Nano Crystal (Total Mirror Shield Mk I),1
17,70412,70412,27,0,Nano Crystal (Total Mirror Shield Mk II),1
17,70558,85640,17,0,Battered Low-Tech Armor Boots,4
17,70560,85688,17,0,Battered Low-Tech Female Body Armor,1
17,70561,85744,17,0,Battered Low-Tech Armor Sleeves,1
17,70562,85597,17,0,Battered Low-Tech Armor Gloves,4
17,70563,85558,17,0,Battered Low-Tech Armor Helmet,4
17,70564,85515,17,0,Battered Low-Tech Armor Pants,3
17,70565,85514,17,0,Battered Low-Tech Armor Shorts,3
17,70581,70581,14,0,Nano Crystal (Flawed Protective Field),1
17,70582,70582,7,0,Nano Crystal (Flawed Shielding Barrier),1
17,75369,75369,20,0,Nano Crystal (Lesser Wilderness Protection),2
17,75416,75416,14,0,Nano Crystal (Minor Absorption Shield),1
17,81839,81839,27,0,Nano Crystal (Lotus on Water),1
17,81847,81847,20,0,Nano Crystal (Energized Fists),1
17,81848,81848,10,0,Nano Crystal (Crash of Thunder),2
17,81897,81897,24,0,Nano Crystal (Nano Augmentation),1
17,81953,81953,27,0,Nano Crystal (Lesser Mysterious Causes),2
17,82003,82003,20,0,Nano Crystal (Subsonic Blast),2
17,82065,82065,17,0,Nano Crystal (Team Restore Essence),1
17,82071,82071,10,0,Nano Crystal (Lesser Healing Touch),1
17,82187,82187,27,0,Nano Crystal (Mass Illusory Paralysis),1
17,82188,82188,10,0,Nano Crystal (Mass Daze),2
17,82806,82806,20,0,Nano Crystal (Active Micro Entanglement),1
17,82807,82807,14,0,Nano Crystal (Postpone Encounter),1
17,82838,82838,20,0,Nano Crystal (Pronouncement of Greatness),2
17,82839,82839,24,0,Nano Crystal (Sparrow Flight),1
17,83984,83984,7,0,Nano Crystal (Claw Eyes),1
17,85282,85282,17,0,Nano Crystal (Medical Claim),2
17,85320,85320,14,0,Nano Crystal (Lesser Enforced Sloth),2
17,85322,85322,27,0,Nano Crystal (Lesser Delay Pursuers),2
17,85366,85367,17,0,Simple Nano Kit,2
17,85368,85369,17,0,Burst of Speed Stim,1
17,85477,21917,17,0,Worn Cyber Armor Sleeves,4
17,85481,85690,17,0,Battered Leather Vest,1
17,85500,85499,17,0,Inferior Chilled Plasteel Armor Pants,4
17,85501,22343,17,0,Inferior Heated Plasteel Armor Pants,2
17,85502,22339,17,0,Recruit-Issue Omni-Pol Forest Armor Pants,3
17,85504,27394,17,0,Recruit-Issue Omni-Pol Desert Armor Pants,3
17,85507,85506,17,0,Battered Nomad Armor Pants,1
17,85510,85509,17,0,Inferior Nail Armor Pants,5
17,85512,85511,17,0,Worn Metaplast Armor Pants,3
17,85513,22313,17,0,Basic Martial Artist Suit Pants,3
17,85517,27360,17,0,Battered Flak Armor Pants,2
17,85519,85518,17,0,Battered Sid's Leather Armor Pants,1
17,85526,22293,17,0,Inferior Energized Armor Pants,1
17,85530,85529,17,0,Worn Bau Cyber Armor Pants,1
17,85531,22289,17,0,Worn Cyber Armor Pants,3
17,85533,85532,17,0,Battered Light Combat Armor Pants,1
17,85547,85546,17,0,Inferior Chilled Plasteel Armor Helmet,4
17,85548,22258,17,0,Inferior Heated Plasteel Armor Helmet,3
17,85551,27402,17,0,Recruit-Issue Omni-Pol Desert Armor Helmet,2
17,85554,85553,17,0,Battered Nomad Armor Helmet,2
17,85557,85556,17,0,Worn Metaplast Armor Helmet,2
17,85560,85559,17,0,Battered Sid's Leather Armor Helmet,2
17,85562,85561,17,0,Battered Leather Armor Helmet,1
17,85567,22223,17,0,Inferior Energized Armor Helmet,3
17,85572,22219,17,0,Worn Cyber Armor Helmet,4
17,85586,85585,17,0,Inferior Chilled Plasteel Armor Gloves,1
17,85587,22208,17,0,Inferior Heated Plasteel Armor Gloves,2
17,85588,22204,17,0,Recruit-Issue Omni-Pol Forest Armor Gloves,2
17,85590,27396,17,0,Recruit-Issue Omni-Pol Desert Armor Gloves,4
17,85596,85595,17,0,Worn Metaplast Armor Gloves,1
17,85600,85599,17,0,Battered Sid's Leather Armor Gloves,3
17,85602,85601,17,0,Battered Leather Armor Gloves,2
17,85607,22170,17,0,Inferior Energized Armor Gloves,5
17,85611,85610,17,0,Worn Bau Cyber Armor Gloves,2
17,85612,22166,17,0,Worn Cyber Armor Gloves,1
17,85626,85625,17,0,Inferior Chilled Plasteel Armor Boots,4
17,85628,22150,17,0,Recruit-Issue Omni-Pol Forest Armor Boots,3
17,85633,85632,17,0,Battered Nomad Armor Boots,3
17,85636,85635,17,0,Inferior Nail Armor Boots,3
17,85638,85637,17,0,Worn Metaplast Armor Boots,2
17,85639,22124,17,0,Basic Martial Artist Suit Boots,3
17,85643,85642,17,0,Battered Sid's Leather Armor Boots,2
17,85650,22108,17,0,Inferior Energized Armor Boots,2
17,85654,85653,17,0,Worn Bau Cyber Armor Boots,4
17,85655,22104,17,0,Worn Cyber Armor Boots,1
17,85657,85656,17,0,Battered Light Combat Armor Boots,2
17,85674,85673,17,0,Inferior Chilled Plasteel Body Armor,4
17,85675,22076,17,0,Inferior Heated Plasteel Body Armor,2
17,85676,22072,17,0,Recruit-Issue Omni-Pol Forest Body Armor,1
17,85678,27398,17,0,Recruit-Issue Omni-Pol Desert Body Armor,2
17,85681,85680,17,0,Battered Nomad Body Armor,4
17,85684,85683,17,0,Inferior Nail Body Armor,2
17,85686,85685,17,0,Worn Metaplast Body Armor,1
17,85687,22046,17,0,Basic Martial Artist Suit Shirt,2
17,85691,22004,17,0,Inferior Kevlar Vest,4
17,85693,27389,17,0,Battered Flak Body Armor,1
17,85695,85694,17,0,Battered Sid's Leather Body Armor,4
17,85697,85696,17,0,Battered Leather Body Armor,4
17,85702,22018,17,0,Inferior Energized Body Armor,4
17,85708,85707,17,0,Worn Bau Cyber Female Body Armor,4
17,85710,85709,17,0,Worn Bau Cyber Body Armor,3
17,85711,22014,17,0,Worn Cyber Female Body Armor,2
17,85712,22010,17,0,Worn Cyber Body Armor,2
17,85714,85713,17,0,Battered Light Combat Body Armor,2
17,85723,85722,17,0,Worn Nadir Steel-Ribbed Armor Sleeves,1
17,85730,85729,17,0,Inferior Chilled Plasteel Armor Sleeves,3
17,85731,21967,17,0,Inferior Heated Plasteel Armor Sleeves,2
17,85732,21963,17,0,Recruit-Issue Omni-Pol Forest Armor Sleeves,2
17,85734,27400,17,0,Recruit-Issue Omni-Pol Desert Armor Sleeves,3
17,85737,85736,17,0,Battered Nomad Armor Sleeves,3
17,85740,85739,17,0,Inferior Nail Armor Sleeves,1
17,85742,85741,17,0,Worn Metaplast Armor Sleeves,2
17,85743,21937,17,0,Basic Martial Artist Suit Sleeves,5
17,85746,27391,17,0,Battered Flak Armor Sleeves,3
17,85748,85747,17,0,Battered Sid's Leather Armor Sleeves,2
17,85750,85749,17,0,Battered Leather Armor Sleeves,2
17,85755,21921,17,0,Inferior Energized Armor Sleeves,1
17,85759,85758,17,0,Worn Bau Cyber Armor Sleeves,5
17,85873,85873,10,0,Nano Crystal (Ransack Skills (Weak)),3
17,85895,85895,14,0,Nano Crystal (Deprive Skills (Minor)),1
17,86438,86438,1,0,Katara Sunglasses,1
17,86441,86441,1,0,Keelarr Sunglasses,1
17,86443,86443,1,0,Visor,1
17,87471,87471,1,0,Tattoo,1
17,87472,87472,1,0,Tattoo,2
17,87475,87475,1,0,Tattoo,1
17,87477,87477,1,0,Tattoo,1
17,87478,87478,1,0,Tattoo,2
17,87483,87483,1,0,Tattoo,1
17,87893,87936,17,0,Trimmer - Divert Energy to Defense,1
17,88373,88374,17,0,Yatamutchy Movement Predictor -X7B,1
17,88383,88384,17,0,Trimmer - Positive Aggressive-Defensive,2
17,90453,90453,17,0,Nano Crystal (Baton of Authority (Team)),1
17,93140,93140,17,0,Nano Crystal (Limited Grid Jump),1
17,95418,95418,24,0,Nano Crystal (Ease of Execution),2
17,95427,95427,10,0,Nano Crystal (CrunchCom Code Sieve),4
17,95453,95453,20,0,Nano Crystal (Enhance Nano Cohesion),1
17,95514,95515,17,0,NCU Coolant Sink,2
17,95728,95728,14,0,Nano Crystal (Essence of Vitality),4
17,95748,95748,27,0,Nano Crystal (Enhance Constitution),1
17,95749,95749,17,0,Nano Crystal (Health Graft),2
17,97449,97449,14,0,Nano Crystal (Survivability Booster),4
17,99139,99139,14,0,Nano Crystal (Douse Anger),1
17,99212,99212,20,0,Nano Crystal (Temporary Glamor),2
17,99217,99217,27,0,Nano Crystal (Lesser Pheromone Control),2
17,99623,99623,7,0,Nano Crystal (Line of Credit),1
17,100004,100004,1,0,"Body Tattoo, Front",1
17,100009,100009,1,0,"Body Tattoo, Back",3
17,100012,100012,1,0,Tattoo,1
17,100202,100202,17,0,Nano Crystal (Mongo Slam!),1
17,100224,100224,27,0,Nano Crystal (Aggressive Instincts),3
17,101115,101116,17,0,"Eye Implant: Rifle, Shiny",1
17,101121,101122,17,0,"Head Implant: Ranged. Init, Bright",1
17,101183,101184,17,0,"Left-Arm Implant: Chemical AC, Faded",1
17,101205,101206,17,0,"Right-Wrist Implant: Sharp Obj, Shiny",1
17,101209,101210,17,0,"Right-Wrist Implant: Sharp Obj, Shiny",1
17,101211,101212,17,0,"Right-Wrist Implant: Sharp Obj, Shiny",1
17,101219,101220,17,0,"Waist Implant: Melee/Ma AC, Bright",1
17,101255,101256,17,0,"Right-Hand Implant: Martial Arts, Shiny",1
17,101309,101310,17,0,Imp/Proj AC Cluster - Faded (Waist),2
17,101319,101320,17,0,Melee/Ma AC Cluster - Shiny (Chest),1
17,101321,101322,17,0,Energy AC Cluster - Faded (Waist),3
17,101325,101326,17,0,Energy AC Cluster - Shiny (Chest),1
17,101331,101332,17,0,Chemical AC Cluster - Shiny (Waist),1
17,101333,101371,17,0,Radiation AC Cluster - Faded (Right-Arm),1
17,101339,101340,17,0,1h Edged Weapon Cluster - Faded (Right-Hand),1
17,101343,101344,17,0,1h Edged Weapon Cluster - Shiny (Right-Arm),1
17,101347,101348,17,0,Melee Ener Cluster - Bright (Left-Wrist),1
17,101353,101354,17,0,2h Edged Cluster - Bright (Left-Arm),1
17,101355,101356,17,0,2h Edged Cluster - Shiny (Right-Arm),1
17,101357,101358,17,0,Piercing Cluster - Faded (Waist),2
17,101359,101360,17,0,Piercing Cluster - Bright (Left-Arm),2
17,101361,101362,17,0,Piercing Cluster - Shiny (Right-Arm),3
17,101367,101368,17,0,2h Blunt Cluster - Shiny (Right-Arm),1
17,101369,101370,17,0,Sharp Obj Cluster - Faded (Eye),2
17,101376,101377,17,0,Cold AC Cluster - Faded (Left-Hand),1
17,101382,101383,17,0,Nano Resist Cluster - Faded (Left-Wrist),1
17,101386,101387,17,0,Nano Resist Cluster - Shiny (Head),2
17,101392,101393,17,0,Fire AC Cluster - Shiny (Waist),1
17,101396,101397,17,0,Martial Arts Cluster - Bright (Feet),1
17,101398,101399,17,0,Martial Arts Cluster - Shiny (Right-Hand),1
17,101400,101401,17,0,Mult. Melee Cluster - Faded (Right-Wrist),5
17,101402,101403,17,0,Mult. Melee Cluster - Bright (Eye),1
17,101410,101411,17,0,Matter Crea Cluster - Bright (Right-Hand),1
17,101412,101413,17,0,Matter Crea Cluster - Shiny (Head),1
17,101416,101417,17,0,Time & Space Cluster - Bright (Right-Hand),1
17,101418,101419,17,0,Time & Space Cluster - Shiny (Head),1
17,101422,101423,17,0,Nano Pool Cluster - Bright (Head),2
17,101425,101426,17,0,Sharp Obj Cluster - Bright (Right-Hand),2
17,101427,101428,17,0,Sharp Obj Cluster - Shiny (Right-Wrist),3
17,101435,101436,17,0,Heavy Weapons Cluster - Faded (Right-Hand),2
17,101437,101438,17,0,Heavy Weapons Cluster - Bright (Eye),2
17,101439,101440,17,0,Heavy Weapons Cluster - Shiny (Right-Arm),1
17,101443,101444,17,0,Bow Cluster - Bright (Left-Arm),1
17,101449,101450,17,0,Pistol Cluster - Bright (Right-Hand),3
17,101451,101452,17,0,Pistol Cluster - Shiny (Right-Wrist),1
17,101453,101454,17,0,Rifle Cluster - Faded (Left-Wrist),2
17,101457,101458,17,0,Rifle Cluster - Shiny (Eye),1
17,101459,101460,17,0,MG / SMG Cluster - Faded (Chest),2
17,101461,101462,17,0,MG / SMG Cluster - Bright (Right-Hand),1
17,101465,101466,17,0,Shotgun Cluster - Faded (Waist),3
17,101467,101468,17,0,Shotgun Cluster - Bright (Right-Hand),2
17,101475,101476,17,0,Assault Rif Cluster - Shiny (Right-Arm),2
17,101483,101484,17,0,Melee. Init Cluster - Faded (Waist),1
17,101487,101488,17,0,Melee. Init Cluster - Shiny (Feet),1
17,101489,101490,17,0,Ranged. Init Cluster - Faded (Right-Hand),2
17,101491,101492,17,0,Ranged. Init Cluster - Bright (Head),1
17,101495,101496,17,0,Physic. Init Cluster - Faded (Left-Arm),2
17,101499,101500,17,0,Physic. Init Cluster - Shiny (Feet),1
17,101503,101504,17,0,Bow Spc Att Cluster - Bright (Right-Hand),1
17,101505,101506,17,0,Bow Spc Att Cluster - Shiny (Head),3
17,101509,101510,17,0,Sensory Impr Cluster - Bright (Eye),2
17,101511,101512,17,0,Sensory Impr Cluster - Shiny (Head),1
17,101523,101524,17,0,Treatment Cluster - Shiny (Head),1
17,101525,101526,17,0,Mech. Engi Cluster - Faded (Right-Arm),1
17,101529,101530,17,0,Mech. Engi Cluster - Shiny (Head),2
17,101531,101532,17,0,Elec. Engi Cluster - Faded (Right-Hand),1
17,101535,101536,17,0,Elec. Engi Cluster - Shiny (Eye),1
17,101537,101538,17,0,Matt.Metam Cluster - Faded (Left-Arm),1
17,101541,101542,17,0,Matt.Metam Cluster - Shiny (Head),1
17,101543,101544,17,0,Bio.Metamor Cluster - Faded (Waist),1
17,101545,101546,17,0,Bio.Metamor Cluster - Bright (Chest),1
17,101549,101550,17,0,Psycho Modi Cluster - Faded (Ear),1
17,101551,101552,17,0,Psycho Modi Cluster - Bright (Eye),1
17,101553,101407,17,0,Psycho Modi Cluster - Shiny (Head),1
17,101555,101556,17,0,Ranged Ener Cluster - Faded (Left-Hand),3
17,101561,101562,17,0,Multi Ranged Cluster - Faded (Eye),1
17,101569,101570,17,0,Trap Disarm Cluster - Bright (Left-Hand),1
17,101573,101574,17,0,Perception Cluster - Faded (Head),1
17,101575,101576,17,0,Perception Cluster - Bright (Eye),1
17,101577,101578,17,0,Perception Cluster - Shiny (Ear),1
17,101583,101584,17,0,Adventuring Cluster - Shiny (Leg),2
17,101603,101604,17,0,Tutoring Cluster - Faded (Head),1
17,101605,101606,17,0,Tutoring Cluster - Bright (Ear),2
17,101613,101614,17,0,Brawling Cluster - Shiny (Left-Arm),1
17,101615,101616,17,0,Riposte Cluster - Faded (Right-Arm),2
17,101617,101618,17,0,Riposte Cluster - Bright (Left-Wrist),1
17,101621,101622,17,0,Dimach Cluster - Faded (Waist),1
17,101625,101626,17,0,Dimach Cluster - Shiny (Chest),1
17,101627,101628,17,0,Parry Cluster - Faded (Right-Arm),1
17,101629,101630,17,0,Parry Cluster - Bright (Left-Wrist),1
17,101633,101634,17,0,Sneak Atck Cluster - Faded (Eye),2
17,101635,101636,17,0,Sneak Atck Cluster - Bright (Right-Wrist),1
17,101639,101640,17,0,Fast Attack Cluster - Faded (Right-Arm),1
17,101643,101644,17,0,Fast Attack Cluster - Shiny (Left-Hand),1
17,101645,101646,17,0,NanoC. Init Cluster - Faded (Chest),3
17,101647,101648,17,0,NanoC. Init Cluster - Bright (Eye),1
17,101649,101650,17,0,NanoC. Init Cluster - Shiny (Head),1
17,101655,101656,17,0,Fling Shot Cluster - Shiny (Right-Arm),1
17,101659,101660,17,0,Aimed Shot Cluster - Bright (Right-Wrist),1
17,101665,101666,17,0,Body Dev Cluster - Bright (Waist),1
17,101667,101668,17,0,Body Dev Cluster - Shiny (Chest),1
17,101681,101682,17,0,Evade-ClsC Cluster - Faded (Waist),1
17,101683,101684,17,0,Evade-ClsC Cluster - Bright (Leg),3
17,101693,101694,17,0,Weapon Smt Cluster - Faded (Eye),1
17,101695,101696,17,0,Weapon Smt Cluster - Bright (Head),2
17,101697,101698,17,0,Weapon Smt Cluster - Shiny (Right-Hand),1
17,101699,101700,17,0,Pharma Tech Cluster - Faded (Right-Hand),2
17,101701,101702,17,0,Pharma Tech Cluster - Bright (Eye),2
17,101705,101706,17,0,Nano Progra Cluster - Faded (Right-Hand),1
17,101707,101708,17,0,Nano Progra Cluster - Bright (Eye),1
17,101715,101716,17,0,Comp. Liter Cluster - Shiny (Head),3
17,101721,101722,17,0,Psychology Cluster - Shiny (Head),2
17,101723,101724,17,0,Chemistry Cluster - Faded (Right-Hand),1
17,101725,101726,17,0,Chemistry Cluster - Bright (Eye),1
17,101729,101730,17,0,Concealment Cluster - Faded (Eye),1
17,101731,101732,17,0,Concealment Cluster - Bright (Ear),1
17,101733,101734,17,0,Concealment Cluster - Shiny (Feet),2
17,101737,101738,17,0,Break & Entry Cluster - Bright (Left-Arm),1
17,101739,101740,17,0,Break & Entry Cluster - Shiny (Right-Arm),1
17,101741,101742,17,0,Vehicle Grnd Cluster - Faded (Ear),1
17,101747,101748,17,0,Full Auto Cluster - Faded (Waist),2
17,101749,101750,17,0,Full Auto Cluster - Bright (Right-Wrist),1
17,101753,101754,17,0,Burst Cluster - Faded (Right-Hand),1
17,101755,101756,17,0,Burst Cluster - Bright (Right-Wrist),2
17,101757,101758,17,0,Burst Cluster - Shiny (Right-Arm),1
17,101761,101762,17,0,Disease AC Cluster - Bright (Leg),1
17,101763,101764,17,0,Disease AC Cluster - Shiny (Head),2
17,101771,101772,17,0,Strength Cluster - Faded (Chest),3
17,101775,101776,17,0,Strength Cluster - Shiny (Right-Arm),1
17,101777,101778,17,0,Agility Cluster - Faded (Waist),1
17,101783,101784,17,0,Stamina Cluster - Faded (Waist),1
17,101785,101786,17,0,Stamina Cluster - Bright (Leg),1
17,101789,101790,17,0,Intelligence Cluster - Faded (Ear),1
17,101791,101792,17,0,Intelligence Cluster - Bright (Eye),1
17,101803,101804,17,0,Psychic Cluster - Bright (Chest),2
17,101807,101808,17,0,Max Health Cluster - Faded (Leg),1
17,101815,101816,17,0,Max Nano Cluster - Bright (Waist),1
17,101817,101818,17,0,Max Nano Cluster - Shiny (Head),2
17,101827,101828,17,0,"Eye Implant: Vehicle Air, Shiny",1
17,101873,101874,17,0,"Eye Implant: Vehicle Air, Shiny",1
17,101877,101878,17,0,"Eye Implant: Map Navig, Shiny",1
17,101879,101880,17,0,"Eye Implant: Tutoring, Shiny",1
17,101941,101942,17,0,"Eye Implant: Aimed Shot, Shiny",1
17,101967,101968,17,0,"Eye Implant: Aimed Shot, Shiny",1
17,101969,101970,17,0,"Eye Implant: Aimed Shot, Shiny",1
17,101989,101990,17,0,"Eye Implant: Map Navig, Shiny",1
17,102043,102044,17,0,"Eye Implant: Map Navig, Shiny",1
17,102049,102050,17,0,"Eye Implant: Tutoring, Shiny",1
17,102104,102105,17,0,"Eye Implant: Perception, Bright",1
17,102190,102191,17,0,"Eye Implant: Vehicle Air, Shiny",1
17,102236,102237,17,0,"Eye Implant: Rifle, Shiny",1
17,102279,102280,17,0,"Eye Implant: Aimed Shot, Shiny",1
17,102303,102304,17,0,"Eye Implant: Aimed Shot, Shiny",1
17,102317,102318,17,0,"Eye Implant: Elec. Engi, Shiny",1
17,102340,102341,17,0,"Eye Implant: Vehicle Air, Shiny",1
17,102348,102349,17,0,"Eye Implant: Sensory Impr, Bright",1
17,102354,102355,17,0,"Eye Implant: Bow, Faded",1
17,102455,102456,17,0,"Eye Implant: Nano Progra, Bright",1
17,102506,102507,17,0,"Eye Implant: Aimed Shot, Shiny",1
17,102514,102515,17,0,"Eye Implant: Vehicle Air, Shiny",1
17,102547,102548,17,0,"Eye Implant: Vehicle Air, Shiny",1
17,102557,102558,17,0,"Eye Implant: Rifle, Shiny",1
17,102579,102580,17,0,"Eye Implant: Vehicle Air, Shiny",1
17,102601,102602,17,0,"Eye Implant: Tutoring, Shiny",1
17,102605,102606,17,0,"Eye Implant: Heavy Weapons, Bright",1
17,102607,102608,17,0,"Eye Implant: Rifle, Shiny",1
17,102613,102614,17,0,"Eye Implant: Map Navig, Shiny",1
17,102639,102640,17,0,"Eye Implant: Pistol, Faded",1
17,102671,102672,17,0,"Eye Implant: Sensory Impr, Bright",1
17,102757,102758,17,0,"Eye Implant: Rifle, Shiny",1
17,102759,102760,17,0,"Eye Implant: Elec. Engi, Shiny",1
17,102771,102829,17,0,"Eye Implant: Rifle, Shiny",1
17,102819,102820,17,0,"Eye Implant: Vehicle Air, Shiny",1
17,102821,102822,17,0,"Eye Implant: Map Navig, Shiny",1
17,102898,102899,17,0,"Eye Implant: Vehicle Air, Shiny",1
17,102917,102918,17,0,"Eye Implant: Map Navig, Shiny",1
17,102941,102942,17,0,"Eye Implant: Elec. Engi, Shiny",1
17,102954,102955,17,0,"Eye Implant: Map Navig, Shiny",1
17,103033,103034,17,0,"Eye Implant: Vehicle Air, Shiny",1
17,103047,103048,17,0,"Eye Implant: Aimed Shot, Shiny",1
17,103094,103095,17,0,"Eye Implant: Aimed Shot, Shiny",1
17,103146,103147,17,0,"Eye Implant: Map Navig, Shiny",1
17,103161,103162,17,0,"Eye Implant: Grenade, Bright",1
17,103199,103200,17,0,"Eye Implant: Tutoring, Shiny",1
17,103326,103327,17,0,"Eye Implant: Vehicle Air, Shiny",1
17,103390,103391,17,0,"Eye Implant: Elec. Engi, Shiny",2
17,103435,103436,17,0,"Eye Implant: Rifle, Shiny",1
17,103455,103513,17,0,"Eye Implant: Vehicle Hydr, Bright",1
17,103610,103611,17,0,"Eye Implant: NanoC. Init, Bright",1
17,103633,103634,17,0,"Eye Implant: Nano Progra, Bright",1
17,103637,103638,17,0,"Eye Implant: Elec. Engi, Shiny",1
17,103685,103686,17,0,"Eye Implant: Tutoring, Shiny",1
17,103709,103710,17,0,"Eye Implant: Rifle, Shiny",1
17,103733,103734,17,0,"Eye Implant: Aimed Shot, Shiny",1
17,103859,103860,17,0,"Eye Implant: Aimed Shot, Shiny",1
17,103883,103884,17,0,"Eye Implant: Map Navig, Shiny",1
