"CapturedUtc","Sequence","TerminalIdentity","StatelId","TemplateId","TerminalName","Role","Slot","LowId","LowName","HighId","HighName","Quality","LowHighKey"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","6","70608","Angel of Night","70607","Angel of Night","155","70608:70607"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","7","70608","Angel of Night","70607","Angel of Night","184","70608:70607"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","8","70607","Angel of Night","204331","Angel of Night","247","70607:204331"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","9","70607","Angel of Night","204331","Angel of Night","293","70607:204331"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","10","204331","Angel of Night","204331","Angel of Night","300","204331:204331"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","11","43145","Attack of the Snake","43146","Attack of the Snake","8","43145:43146"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","12","43145","Attack of the Snake","43146","Attack of the Snake","28","43145:43146"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","13","43145","Attack of the Snake","43146","Attack of the Snake","56","43145:43146"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","14","43145","Attack of the Snake","43146","Attack of the Snake","70","43145:43146"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","15","43145","Attack of the Snake","43146","Attack of the Snake","81","43145:43146"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","16","43145","Attack of the Snake","43146","Attack of the Snake","124","43145:43146"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","17","43145","Attack of the Snake","43146","Attack of the Snake","139","43145:43146"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","18","43145","Attack of the Snake","43146","Attack of the Snake","155","43145:43146"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","19","43145","Attack of the Snake","43146","Attack of the Snake","190","43145:43146"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","20","43146","Attack of the Snake","204330","Attack of the Snake","243","43146:204330"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","21","43146","Attack of the Snake","204330","Attack of the Snake","258","43146:204330"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","22","204330","Attack of the Snake","204330","Attack of the Snake","300","204330:204330"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","23","70610","Bird of Prey","70610","Bird of Prey","10","70610:70610"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","24","70610","Bird of Prey","70609","Bird of Prey","39","70610:70609"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","25","70610","Bird of Prey","70609","Bird of Prey","51","70610:70609"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","26","70610","Bird of Prey","70609","Bird of Prey","62","70610:70609"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","27","70610","Bird of Prey","70609","Bird of Prey","83","70610:70609"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","28","70610","Bird of Prey","70609","Bird of Prey","108","70610:70609"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","29","70610","Bird of Prey","70609","Bird of Prey","142","70610:70609"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","30","70610","Bird of Prey","70609","Bird of Prey","153","70610:70609"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","31","70609","Bird of Prey","70609","Bird of Prey","200","70609:70609"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","32","70609","Bird of Prey","204329","Bird of Prey","235","70609:204329"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","33","70609","Bird of Prey","204329","Bird of Prey","282","70609:204329"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","34","204329","Bird of Prey","204329","Bird of Prey","300","204329:204329"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","35","70613","Blessed With Thunder","70612","Blessed with Thunder","57","70613:70612"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","36","70613","Blessed With Thunder","70612","Blessed with Thunder","75","70613:70612"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","37","70613","Blessed With Thunder","70612","Blessed with Thunder","87","70613:70612"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","38","70613","Blessed With Thunder","70612","Blessed with Thunder","119","70613:70612"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","39","70613","Blessed With Thunder","70612","Blessed with Thunder","139","70613:70612"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","40","70613","Blessed With Thunder","70612","Blessed with Thunder","160","70613:70612"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","41","70613","Blessed With Thunder","70612","Blessed with Thunder","197","70613:70612"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","42","70612","Blessed with Thunder","204327","Blessed with Thunder","226","70612:204327"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","43","70612","Blessed with Thunder","204327","Blessed with Thunder","286","70612:204327"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","44","204327","Blessed with Thunder","204327","Blessed with Thunder","300","204327:204327"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","45","70611","Bright, Blue, Cloudless Sky","70617","Bright, Blue, Cloudless Sky","38","70611:70617"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","46","70611","Bright, Blue, Cloudless Sky","70617","Bright, Blue, Cloudless Sky","58","70611:70617"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","47","70611","Bright, Blue, Cloudless Sky","70617","Bright, Blue, Cloudless Sky","70","70611:70617"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","48","70611","Bright, Blue, Cloudless Sky","70617","Bright, Blue, Cloudless Sky","91","70611:70617"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","49","70611","Bright, Blue, Cloudless Sky","70617","Bright, Blue, Cloudless Sky","106","70611:70617"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","50","70611","Bright, Blue, Cloudless Sky","70617","Bright, Blue, Cloudless Sky","140","70611:70617"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","51","70611","Bright, Blue, Cloudless Sky","70617","Bright, Blue, Cloudless Sky","168","70611:70617"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","52","70611","Bright, Blue, Cloudless Sky","70617","Bright, Blue, Cloudless Sky","179","70611:70617"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","53","70617","Bright, Blue, Cloudless Sky","204328","Bright, Blue, Cloudless Sky","243","70617:204328"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","54","70617","Bright, Blue, Cloudless Sky","204328","Bright, Blue, Cloudless Sky","252","70617:204328"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","55","204328","Bright, Blue, Cloudless Sky","204328","Bright, Blue, Cloudless Sky","300","204328:204328"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","56","70615","Flower of Life","70615","Flower of Life","60","70615:70615"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","57","70615","Flower of Life","70614","Flower of Life","69","70615:70614"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","58","70615","Flower of Life","70614","Flower of Life","81","70615:70614"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","59","70615","Flower of Life","70614","Flower of Life","110","70615:70614"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","60","70615","Flower of Life","70614","Flower of Life","126","70615:70614"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","61","70615","Flower of Life","70614","Flower of Life","155","70615:70614"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","62","70615","Flower of Life","70614","Flower of Life","195","70615:70614"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","63","70614","Flower of Life","204326","Flower of Life","232","70614:204326"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","64","70614","Flower of Life","204326","Flower of Life","275","70614:204326"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","65","204326","Flower of Life","204326","Flower of Life","300","204326:204326"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","66","70618","Shen","70618","Shen","100","70618:70618"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","67","70618","Shen","70616","Shen","111","70618:70616"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","68","70618","Shen","70616","Shen","130","70618:70616"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","69","70618","Shen","70616","Shen","152","70618:70616"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","70","70618","Shen","70616","Shen","197","70618:70616"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","71","70616","Shen","201281","Shen","225","70616:201281"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","72","70616","Shen","201281","Shen","288","70616:201281"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","73","201281","Shen","201281","Shen","300","201281:201281"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","74","205404","Upon a Wave of Summer","205405","Upon a Wave of Summer","55","205404:205405"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","75","205404","Upon a Wave of Summer","205405","Upon a Wave of Summer","62","205404:205405"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","76","205404","Upon a Wave of Summer","205405","Upon a Wave of Summer","99","205404:205405"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","77","205404","Upon a Wave of Summer","205405","Upon a Wave of Summer","117","205404:205405"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","78","205404","Upon a Wave of Summer","205405","Upon a Wave of Summer","126","205404:205405"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","79","205404","Upon a Wave of Summer","205405","Upon a Wave of Summer","169","205404:205405"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","80","205404","Upon a Wave of Summer","205405","Upon a Wave of Summer","177","205404:205405"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","81","205405","Upon a Wave of Summer","205406","Upon a Wave of Summer","226","205405:205406"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","82","205405","Upon a Wave of Summer","205406","Upon a Wave of Summer","260","205405:205406"
"2026-06-11T02:47:32.6819062Z","5145","(VendingMachine:12E38D1C)","135004161","297466","ICC Martial Arts Attacks","Optional comparison","83","205406","Upon a Wave of Summer","205406","Upon a Wave of Summer","300","205406:205406"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","0","129063","1st level Ninja Katana","129063","1st level Ninja Katana","200","129063:129063"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","1","201261","Advanced Joint Clans Scout Pistol","201261","Advanced Joint Clans Scout Pistol","200","201261:201261"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","2","122209","Balanced DNA-Locked Blaster Rifle","122210","Balanced DNA-Locked Blaster Rifle","252","122209:122210"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","3","122209","Balanced DNA-Locked Blaster Rifle","122210","Balanced DNA-Locked Blaster Rifle","262","122209:122210"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","4","122209","Balanced DNA-Locked Blaster Rifle","122210","Balanced DNA-Locked Blaster Rifle","264","122209:122210"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","5","122209","Balanced DNA-Locked Blaster Rifle","122210","Balanced DNA-Locked Blaster Rifle","267","122209:122210"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","6","122209","Balanced DNA-Locked Blaster Rifle","122210","Balanced DNA-Locked Blaster Rifle","273","122209:122210"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","7","122209","Balanced DNA-Locked Blaster Rifle","122210","Balanced DNA-Locked Blaster Rifle","276","122209:122210"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","8","122209","Balanced DNA-Locked Blaster Rifle","122210","Balanced DNA-Locked Blaster Rifle","278","122209:122210"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","9","152731","Burning Cresent - Star One","152731","Burning Cresent - Star One","200","152731:152731"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","10","153091","Chipped G-Staff","153091","Chipped G-Staff","200","153091:153091"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","11","125310","Elegant Peasant Squibber","125310","Elegant Peasant Squibber","200","125310:125310"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","12","129025","Extra Sweet Chocolate Surprise","129025","Extra Sweet Chocolate Surprise","200","129025:129025"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","13","122211","Fine-Tuned DNA-Locked Blaster Rifle","122212","Fine-Tuned DNA-Locked Blaster Rifle","289","122211:122212"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","14","122211","Fine-Tuned DNA-Locked Blaster Rifle","122212","Fine-Tuned DNA-Locked Blaster Rifle","294","122211:122212"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","15","122211","Fine-Tuned DNA-Locked Blaster Rifle","122212","Fine-Tuned DNA-Locked Blaster Rifle","297","122211:122212"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","16","152776","Grandmaster Click Stabber","152776","Grandmaster Click Stabber","200","152776:152776"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","17","158996","Igelkott 882 Automatic","158996","Igelkott 882 Automatic","200","158996:158996"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","18","130050","Master G-Staff","130050","Master G-Staff","200","130050:130050"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","19","122633","Premium Aero Borealis Corona","122633","Premium Aero Borealis Corona","200","122633:122633"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","20","122614","Premium Blackhole Mk IX","122614","Premium Blackhole Mk IX","200","122614:122614"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","21","123132","Premium Bow Split","123132","Premium Bow Split","200","123132:123132"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","22","122139","Premium E-Beamer","122139","Premium E-Beamer","200","122139:122139"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","23","122405","Premium Esoteric Energy Buckler","122405","Premium Esoteric Energy Buckler","200","122405:122405"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","24","128776","Premium Fabrique Des Armes Bizon 20-19","128776","Premium Fabrique Des Armes Bizon 20-19","200","128776:128776"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","25","124985","Premium GE XM-559 Man-Portable Laser","124985","Premium GE XM-559 Man-Portable Laser","200","124985:124985"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","26","128757","Premium Galahad Inc. Tactical Machine Pistol 1029","128757","Premium Galahad Inc. Tactical Machine Pistol 1029","200","128757:128757"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","27","128692","Premium HSR Arms Tech Assault V","128692","Premium HSR Arms Tech Assault V","200","128692:128692"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","28","123399","Premium Meat-Cleaver","123399","Premium Meat-Cleaver","200","123399:123399"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","29","122367","Premium Metaphysic Energy Shield","122367","Premium Metaphysic Energy Shield","200","122367:122367"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","30","123247","Premium Nano-Charged Rifle","123247","Premium Nano-Charged Rifle","200","123247:123247"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","31","122980","Premium Notum Staff","122980","Premium Notum Staff","200","122980:122980"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","32","128937","Premium Peasant Executioner","128937","Premium Peasant Executioner","200","128937:128937"
"2026-06-11T02:47:21.0767933Z","5097","(VendingMachine:12E38D1D)","135004162","297470","Superior ICC Special Weapons","Required target","33","129013","Premium Protector Warblade","129013","Premium Protector Warblade","200","129013:129013"
