"Program","EntryPoint","Name","Namespace","Signature","Status","BestArea","HasExactNameHit","AliasList","HitCountSampled","HitPaths","HitSamples"
"Gamecode.dll","10027d76","N3Msg_GetItem","n3EngineClientAnarchy_t","void __thiscall N3Msg_GetItem(Identity_t * param_1)","ImplementedOrHookedByAlias","ServerRuntime","False","N3Msg_GetItem; GetItem; GetItemMessage; GetItemMessageHandler","10","CellAO\Server\ZoneEngine\ChatCommands\ChatCommandGiveItem.cs; CellAO\Server\ZoneEngine\Core\TradeSkill.cs; CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs; CellAO\Server\ZoneEngine\Core\Controllers\PlayerController.cs","CellAO\Server\ZoneEngine\ChatCommands\ChatCommandGiveItem.cs:140 [GetItem] item.MultipleCount = ItemLoader.ItemList[lowId].getItemAttribute(212); || CellAO\Server\ZoneEngine\Core\TradeSkill.cs:121 [GetItem] public string GetItemName(int lid, int hid, int ql) || CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs:215 [GetItem] public bool SplitItemStack(Identity targetItem, int stackCount) || CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs:220 [GetItem] public bool JoinItemStack(Identity sourceItem, Identity targetItem) || CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs:225 [GetItem] public bool CombineItems(Identity sourceItem, Identity targetItem) || CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs:240 [GetItem] public bool TradeSkillBuildPressed(Identity targetItem) || CellAO\Server\ZoneEngine\Core\Controllers\PlayerController.cs:247 [GetItem] this.Character.Stats[StatIds.currentnano].Value -= nano.getItemAttribute(407); || CellAO\Server\ZoneEngine\Core\Controllers\PlayerController.cs:254 [GetItem] nano.getItemAttribute(8)); || CellAO\Server\ZoneEngine\Core\Controllers\PlayerController.cs:256 [GetItem] Thread.Sleep(nano.getItemAttribute(210) * 10); // Recharge Delay || CellAO\Server\ZoneEngine\Core\Controllers\PlayerController.cs:513 [GetItem] item = this.Character.BaseInventory.GetItemInContainer((int)itemPosition.Type, itemPosition.Instance);"
"Gamecode.dll","100163bb","N3Msg_GetPos","n3EngineClientAnarchy_t","bool __thiscall N3Msg_GetPos(Identity_t * param_1, Vector3_t * param_2)","ImplementedOrHookedByAlias","ServerRuntime","False","N3Msg_GetPos; GetPos; GetPosMessage; GetPosMessageHandler","6","CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs; CellAO\Libraries\Source\msgpack-cli\test\MsgPack.UnitTest\UnpackingTest.cs","CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs:364 [GetPos] Vector3 targetPosition = this.followCoordinates; || CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs:378 [GetPos] targetPosition = targetChar.Coordinates().coordinate; || CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs:382 [GetPos] if (targetPosition.Distance2D(new Vector3()) < 0.01f) || CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs:389 [GetPos] Vector3 dest = targetPosition; || CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs:404 [GetPos] if (targetPosition.Distance2D(this.followCoordinates) > 2.0f) || CellAO\Libraries\Source\msgpack-cli\test\MsgPack.UnitTest\UnpackingTest.cs:1129 [GetPos] public void TestUnseekableByteStream_getPosition()"
"Gamecode.dll","10026ac3","N3Msg_IsAttacking","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsAttacking(void)","ImplementedOrHookedByAlias","ZoneMessageHandler","False","N3Msg_IsAttacking; IsAttacking; IsAttackingMessage; IsAttackingMessageHandler; FightingTarget","10","CellAO\Server\ZoneEngine\Core\MessageHandlers\AttackMessageHandler.cs; CellAO\Server\ZoneEngine\Core\MessageHandlers\StopFightMessageHandler.cs; CellAO\Server\ZoneEngine\Core\Packets\SimpleCharFullUpdate.cs; CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs","CellAO\Server\ZoneEngine\Core\MessageHandlers\AttackMessageHandler.cs:68 [FightingTarget] character.SetFightingTarget(Identity.None); || CellAO\Server\ZoneEngine\Core\MessageHandlers\AttackMessageHandler.cs:74 [FightingTarget] character.SetFightingTarget(message.Target); || CellAO\Server\ZoneEngine\Core\MessageHandlers\StopFightMessageHandler.cs:57 [FightingTarget] ""StopFight unknown1={0} fightingTarget={1}"", || CellAO\Server\ZoneEngine\Core\MessageHandlers\StopFightMessageHandler.cs:59 [FightingTarget] character.FightingTarget); || CellAO\Server\ZoneEngine\Core\MessageHandlers\StopFightMessageHandler.cs:61 [FightingTarget] character.SetFightingTarget(Identity.None); || CellAO\Server\ZoneEngine\Core\Packets\SimpleCharFullUpdate.cs:220 [FightingTarget] if (character.FightingTarget.Instance != 0) || CellAO\Server\ZoneEngine\Core\Packets\SimpleCharFullUpdate.cs:222 [FightingTarget] scfu.FightingTarget = new Identity || CellAO\Server\ZoneEngine\Core\Packets\SimpleCharFullUpdate.cs:224 [FightingTarget] Type = character.FightingTarget.Type, || CellAO\Server\ZoneEngine\Core\Packets\SimpleCharFullUpdate.cs:225 [FightingTarget] Instance = character.FightingTarget.Instance || CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs:667 [FightingTarget] target = this.FindNamedEntityByIdentity(user.FightingTarget);"
"Gamecode.dll","100166d4","N3Msg_IsNpc","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsNpc(Identity_t * param_1)","ImplementedOrHookedByAlias","ZoneMessageHandler","False","N3Msg_IsNpc; IsNpc; IsNpcMessage; IsNpcMessageHandler","10","CellAO\Server\ZoneEngine\Core\MessageHandlers\TradeMessageHandler.cs; CellAO\Server\ZoneEngine\Core\Packets\SimpleCharFullUpdate.cs; CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3Messages\SimpleCharFullUpdateFlags.cs; CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Serialization\Serializers\Custom\SimpleCharFullUpdateSerializer.cs; CellAO\Libraries\Source\CellAO.Enums\Operator.cs","CellAO\Server\ZoneEngine\Core\MessageHandlers\TradeMessageHandler.cs:82 [IsNpc] ICharacter isnpc = || CellAO\Server\ZoneEngine\Core\MessageHandlers\TradeMessageHandler.cs:86 [IsNpc] if (isnpc != null) || CellAO\Server\ZoneEngine\Core\MessageHandlers\TradeMessageHandler.cs:88 [IsNpc] NPCController controller = isnpc.Controller as NPCController; || CellAO\Server\ZoneEngine\Core\Packets\SimpleCharFullUpdate.cs:258 [IsNpc] bool isNpc = (NPCFamily != 1234567890) && (NPCFamily != 0); || CellAO\Server\ZoneEngine\Core\Packets\SimpleCharFullUpdate.cs:260 [IsNpc] if (isNpc) || CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3Messages\SimpleCharFullUpdateFlags.cs:26 [IsNpc] IsNpc = 0x00000001, || CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Serialization\Serializers\Custom\SimpleCharFullUpdateSerializer.cs:149 [IsNpc] flags |= SimpleCharFullUpdateFlags.IsNpc; || CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Serialization\Serializers\Custom\SimpleCharFullUpdateSerializer.cs:184 [IsNpc] // flags |= SimpleCharFullUpdateFlags.IsNpc2; || CellAO\Libraries\Source\CellAO.Enums\Operator.cs:234 [IsNpc] IsNpc = 44, || CellAO\Libraries\Source\CellAO.Enums\Operator.cs:238 [IsNpc] IsNpcOrNpcControlledPet = 84,"
"Gamecode.dll","10027b72","N3Msg_IsVisible","n3EngineClientAnarchy_t","bool __thiscall N3Msg_IsVisible(Identity_t * param_1)","ImplementedOrHookedByAlias","ServerRuntime","False","N3Msg_IsVisible; IsVisible; IsVisibleMessage; IsVisibleMessageHandler",,"CellAO\Libraries\Source\CellAO.Core\Items\ItemTemplate.cs","CellAO\Libraries\Source\CellAO.Core\Items\ItemTemplate.cs:708 [IsVisible] public bool IsVisible()"
"Gamecode.dll","1001bb2a","N3Msg_JoinItems","n3EngineClientAnarchy_t","bool __thiscall N3Msg_JoinItems(Identity_t * param_1, Identity_t * param_2)","ImplementedOrHookedByAlias","ServerRuntime","False","N3Msg_JoinItems; JoinItems; JoinItemsMessage; JoinItemsMessageHandler","3","CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs; CellAO\Server\ZoneEngine\Core\Controllers\PlayerController.cs; CellAO\Libraries\Source\CellAO.Core\Entities\IController.cs","CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs:220 [JoinItems] public bool JoinItemStack(Identity sourceItem, Identity targetItem) || CellAO\Server\ZoneEngine\Core\Controllers\PlayerController.cs:635 [JoinItems] public bool JoinItemStack(Identity sourceItem, Identity targetItem) || CellAO\Libraries\Source\CellAO.Core\Entities\IController.cs:253 [JoinItems] bool JoinItemStack(Identity sourceItem, Identity targetItem);"
"Gamecode.dll","1001b853","N3Msg_LeaveTeam","n3EngineClientAnarchy_t","void __thiscall N3Msg_LeaveTeam(void)","ImplementedOrHookedByAlias","ZoneMessageHandler","False","N3Msg_LeaveTeam; LeaveTeam; LeaveTeamMessage; LeaveTeamMessageHandler","3","CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterActionMessageHandler.cs; CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3Messages\CharacterActionType.cs","CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterActionMessageHandler.cs:269 [LeaveTeam] case CharacterActionType.LeaveTeam: || CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterActionMessageHandler.cs:274 [LeaveTeam] team.LeaveTeam(client); || CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3Messages\CharacterActionType.cs:27 [LeaveTeam] LeaveTeam = 0x00000020,"
"Gamecode.dll","100273ed","N3Msg_RequestInfoPacket","n3EngineClientAnarchy_t","void __thiscall N3Msg_RequestInfoPacket(Identity_t * param_1)","ImplementedOrHookedByAlias","ZoneMessageHandler","False","N3Msg_RequestInfoPacket; RequestInfoPacket; RequestInfoPacketMessage; RequestInfoPacketMessageHandler; InfoRequest; CharacterInfoPacket; CharacterInfoPacketMessageHandler; LookAt","10","CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterActionMessageHandler.cs; CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3Messages\CharacterActionType.cs; CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterInfoPacketMessageHandler.cs; CellAO\Server\ZoneEngine\Core\MessageHandlers\LookAtMessageHandler.cs; CellAO\Server\ZoneEngine\ZoneEngine.csproj","CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterActionMessageHandler.cs:129 [InfoRequest] case CharacterActionType.InfoRequest: || CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3Messages\CharacterActionType.cs:43 [InfoRequest] InfoRequest = 0x00000069, || CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterActionMessageHandler.cs:139 [CharacterInfoPacket] CharacterInfoPacketMessageHandler.Default.Send(client.Controller.Character, tChar); || CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterInfoPacketMessageHandler.cs:54 [CharacterInfoPacket] public class CharacterInfoPacketMessageHandler : || CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterInfoPacketMessageHandler.cs:55 [CharacterInfoPacket] BaseMessageHandler<InfoPacketMessage, CharacterInfoPacketMessageHandler> || CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterInfoPacketMessageHandler.cs:67 [CharacterInfoPacket] this.Send(character, CharacterInfoPacket(character, infoTarget), false); || CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterInfoPacketMessageHandler.cs:78 [CharacterInfoPacket] private static MessageDataFiller CharacterInfoPacket(ICharacter character, ICharacter tPlayer) || CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterInfoPacketMessageHandler.cs:192 [CharacterInfoPacket] x.Info = new CharacterInfoPacket || CellAO\Server\ZoneEngine\Core\MessageHandlers\LookAtMessageHandler.cs:78 [CharacterInfoPacket] CharacterInfoPacketMessageHandler.Default.Send(client.Controller.Character, message.Target); || CellAO\Server\ZoneEngine\ZoneEngine.csproj:149 [CharacterInfoPacket] <Compile Include=""Core\MessageHandlers\CharacterInfoPacketMessageHandler.cs"" />"
"Gamecode.dll","1001ba88","N3Msg_RequestReply","n3EngineClientAnarchy_t","void __thiscall N3Msg_RequestReply(Identity_t * param_1, bool param_2)","ImplementedOrHookedByAlias","ZoneMessageHandler","False","N3Msg_RequestReply; RequestReply; RequestReplyMessage; RequestReplyMessageHandler","4","CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterActionMessageHandler.cs; CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3Messages\CharacterActionType.cs","CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterActionMessageHandler.cs:297 [RequestReply] case CharacterActionType.TeamRequestReply: || CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterActionMessageHandler.cs:313 [RequestReply] team.TeamRequestReply(client, packet.Target); || CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterActionMessageHandler.cs:316 [RequestReply] team.TeamRequestReplyCharacterAction23(client, packet.Target); || CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3Messages\CharacterActionType.cs:23 [RequestReply] TeamRequestReply = 0x00000015,"
"Gamecode.dll","1001bd13","N3Msg_SplitItem","n3EngineClientAnarchy_t","bool __thiscall N3Msg_SplitItem(Identity_t * param_1, int param_2)","ImplementedOrHookedByAlias","ServerRuntime","False","N3Msg_SplitItem; SplitItem; SplitItemMessage; SplitItemMessageHandler","3","CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs; CellAO\Server\ZoneEngine\Core\Controllers\PlayerController.cs; CellAO\Libraries\Source\CellAO.Core\Entities\IController.cs","CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs:215 [SplitItem] public bool SplitItemStack(Identity targetItem, int stackCount) || CellAO\Server\ZoneEngine\Core\Controllers\PlayerController.cs:613 [SplitItem] public bool SplitItemStack(Identity targetItem, int stackCount) || CellAO\Libraries\Source\CellAO.Core\Entities\IController.cs:243 [SplitItem] bool SplitItemStack(Identity targetItem, int stackCount);"
"Gamecode.dll","100280e0","N3Msg_StopAttack","n3EngineClientAnarchy_t","void __thiscall N3Msg_StopAttack(void)","ImplementedOrHookedByAlias","ZoneMessageHandler","False","N3Msg_StopAttack; StopAttack; StopAttackMessage; StopAttackMessageHandler; StopFight; StopFightMessage; StopFightMessageHandler; FightingTarget","10","CellAO\Server\ZoneEngine\Core\MessageHandlers\StopFightMessageHandler.cs; CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs; CellAO\Server\ZoneEngine\ZoneEngine.csproj; CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3MessageType.cs","CellAO\Server\ZoneEngine\Core\MessageHandlers\StopFightMessageHandler.cs:49 [StopFight] public class StopFightMessageHandler : BaseMessageHandler<StopFightMessage, StopFightMessageHandler> || CellAO\Server\ZoneEngine\Core\MessageHandlers\StopFightMessageHandler.cs:51 [StopFight] protected override void Read(StopFightMessage message, IZoneClient client) || CellAO\Server\ZoneEngine\Core\MessageHandlers\StopFightMessageHandler.cs:57 [StopFight] ""StopFight unknown1={0} fightingTarget={1}"", || CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs:1124 [StopFight] this.StopFightingDeadTarget(target.Identity); || CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs:1439 [StopFight] private void StopFightingDeadTarget(Identity deadTarget) || CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs:1455 [StopFight] var stopFight = new StopFightMessage { Identity = character.Identity, Unknown1 = 1 }; || CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs:1459 [StopFight] character.Controller.Client.SendCompressed(stopFight); || CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs:1462 [StopFight] this.Announce(stopFight); || CellAO\Server\ZoneEngine\ZoneEngine.csproj:181 [StopFight] <Compile Include=""Core\MessageHandlers\StopFightMessageHandler.cs"" /> || CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3MessageType.cs:203 [StopFight] StopFight = 0x4a41203e,"
"Gamecode.dll","1001b9b2","N3Msg_TeamJoinRequest","n3EngineClientAnarchy_t","bool __thiscall N3Msg_TeamJoinRequest(Identity_t * param_1, bool param_2)","ImplementedOrHookedByAlias","ServerRuntime","False","N3Msg_TeamJoinRequest; TeamJoinRequest; TeamJoinRequestMessage; TeamJoinRequestMessageHandler","3","CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs; CellAO\Server\ZoneEngine\Core\Controllers\PlayerController.cs; CellAO\Libraries\Source\CellAO.Core\Entities\IController.cs","CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs:294 [TeamJoinRequest] public bool TeamJoinRequest(Identity target) || CellAO\Server\ZoneEngine\Core\Controllers\PlayerController.cs:864 [TeamJoinRequest] public bool TeamJoinRequest(Identity target) || CellAO\Libraries\Source\CellAO.Core\Entities\IController.cs:367 [TeamJoinRequest] bool TeamJoinRequest(Identity target);"
"Gamecode.dll","1001b8ff","N3Msg_TransferTeamLeadership","n3EngineClientAnarchy_t","void __thiscall N3Msg_TransferTeamLeadership(Identity_t * param_1)","ImplementedOrHookedByAlias","ServerRuntime","False","N3Msg_TransferTeamLeadership; TransferTeamLeadership; TransferTeamLeadershipMessage; TransferTeamLeadershipMessageHandler","3","CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs; CellAO\Server\ZoneEngine\Core\Controllers\PlayerController.cs; CellAO\Libraries\Source\CellAO.Core\Entities\IController.cs","CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs:289 [TransferTeamLeadership] public bool TransferTeamLeadership(Identity target) || CellAO\Server\ZoneEngine\Core\Controllers\PlayerController.cs:847 [TransferTeamLeadership] public bool TransferTeamLeadership(Identity target) || CellAO\Libraries\Source\CellAO.Core\Entities\IController.cs:359 [TransferTeamLeadership] bool TransferTeamLeadership(Identity target);"
"Gamecode.dll","10028883","N3Msg_UseItem","n3EngineClientAnarchy_t","void __thiscall N3Msg_UseItem(Identity_t * param_1, bool param_2)","ImplementedOrHookedByAlias","ZoneMessageHandler","False","N3Msg_UseItem; UseItem; UseItemMessage; UseItemMessageHandler; GenericCmd; GenericCmdMessage; GenericCmdMessageHandler; GenericCmdAction.Use","10","CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs; CellAO\Server\ZoneEngine\Core\Controllers\PlayerController.cs; CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterActionMessageHandler.cs; CellAO\Server\ZoneEngine\Core\MessageHandlers\GenericCmdMessageHandler.cs; CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3Messages\CharacterActionType.cs; CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3Messages\GenericCmdAction.cs; CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Serialization\Serializers\Custom\GenericCmdSerializer.cs","CellAO\Server\ZoneEngine\Core\Controllers\NPCController.cs:205 [UseItem] public bool UseItem(Identity itemPosition) || CellAO\Server\ZoneEngine\Core\Controllers\PlayerController.cs:500 [UseItem] public bool UseItem(Identity itemPosition) || CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterActionMessageHandler.cs:403 [UseItem] case CharacterActionType.UseItemOnItem: || CellAO\Server\ZoneEngine\Core\MessageHandlers\GenericCmdMessageHandler.cs:81 [UseItem] client.Controller.UseItem(message.Target[0]); || CellAO\Server\ZoneEngine\Core\MessageHandlers\GenericCmdMessageHandler.cs:159 [UseItem] case GenericCmdAction.UseItemOnItem: || CellAO\Server\ZoneEngine\Core\MessageHandlers\GenericCmdMessageHandler.cs:177 [UseItem] Event ev = temp.Events.FirstOrDefault(x => x.EventType == EventType.OnUseItemOn); || CellAO\Server\ZoneEngine\Core\MessageHandlers\GenericCmdMessageHandler.cs:186 [UseItem] client.Controller.UseStatel(message.Target[1], EventType.OnUseItemOn); || CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3Messages\CharacterActionType.cs:33 [UseItem] UseItemOnItem = 0x00000051, || CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3Messages\GenericCmdAction.cs:29 [UseItem] UseItemOnItem = 5 || CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Serialization\Serializers\Custom\GenericCmdSerializer.cs:78 [UseItem] if (mess.Action == GenericCmdAction.UseItemOnItem)"
"Gamecode.dll","1002695c","N3Msg_UseItemOnItem","n3EngineClientAnarchy_t","void __thiscall N3Msg_UseItemOnItem(Identity_t * param_1, Identity_t * param_2)","ImplementedOrHookedByAlias","ZoneMessageHandler","False","N3Msg_UseItemOnItem; UseItemOnItem; UseItemOnItemMessage; UseItemOnItemMessageHandler","6","CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterActionMessageHandler.cs; CellAO\Server\ZoneEngine\Core\MessageHandlers\GenericCmdMessageHandler.cs; CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3Messages\CharacterActionType.cs; CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3Messages\GenericCmdAction.cs; CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Serialization\Serializers\Custom\GenericCmdSerializer.cs; CellAO\Libraries\Source\CellAO.Enums\ActionType.cs","CellAO\Server\ZoneEngine\Core\MessageHandlers\CharacterActionMessageHandler.cs:403 [UseItemOnItem] case CharacterActionType.UseItemOnItem: || CellAO\Server\ZoneEngine\Core\MessageHandlers\GenericCmdMessageHandler.cs:159 [UseItemOnItem] case GenericCmdAction.UseItemOnItem: || CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3Messages\CharacterActionType.cs:33 [UseItemOnItem] UseItemOnItem = 0x00000051, || CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Messages\N3Messages\GenericCmdAction.cs:29 [UseItemOnItem] UseItemOnItem = 5 || CellAO\Libraries\Source\AOtomation\AOtomation.Messaging\src\SmokeLounge.AOtomation.Messaging\Serialization\Serializers\Custom\GenericCmdSerializer.cs:78 [UseItemOnItem] if (mess.Action == GenericCmdAction.UseItemOnItem) || CellAO\Libraries\Source\CellAO.Enums\ActionType.cs:188 [UseItemOnItem] UseItemOnItem = 5,"
"Gamecode.dll","10015c5a","ToClientDynelDead","n3EngineClientAnarchy_t","void __thiscall ToClientDynelDead(void)","ImplementedOrHookedByAlias","ServerRuntime","False","ToClientDynelDead; ToClientDynelDeadMessage; ToClientDynelDeadMessageHandler; DynelDead; KillNpcTarget; MarkNpcDead; CorpseFullUpdate; Despawn; DeadTimer","10","CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs","CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs:1080 [KillNpcTarget] this.KillNpcTarget(target); || CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs:1110 [KillNpcTarget] private void KillNpcTarget(ICharacter target) || CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs:1123 [MarkNpcDead] this.MarkNpcDead(target); || CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs:1167 [MarkNpcDead] private void MarkNpcDead(ICharacter target) || CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs:1129 [CorpseFullUpdate] this.SendDebugCorpseFullUpdate(target, corpseIdentity); || CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs:1135 [CorpseFullUpdate] string.Format(""Skipping raw CorpseFullUpdate for {0}; no known MonsterData-to-CATMesh mapping."", target.Identity)); || CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs:1225 [CorpseFullUpdate] private void SendDebugCorpseFullUpdate(ICharacter target, Identity corpseIdentity) || CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs:1236 [CorpseFullUpdate] client.SendCompressed(this.BuildDebugCorpseFullUpdate(target, corpseIdentity, character.Identity)); || CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs:1301 [CorpseFullUpdate] private byte[] BuildDebugCorpseFullUpdate(ICharacter target, Identity corpseIdentity, Identity receiver) || CellAO\Server\ZoneEngine\Core\Playfields\Playfield.cs:1328 [CorpseFullUpdate] ""CorpseFullUpdate visual target={0} corpse={1} catMesh={2} monsterData={3} scale={4} sex={5} breed={6} race={7}"","
"Interfaces.dll","100098e0","N3Msg_CanAttack","N3InterfaceModule_t","bool __thiscall N3Msg_CanAttack(Identity_t * param_1)","ImplementedOrHookedByAlias","ZoneMessageHandler","False","N3Msg_CanAttack; CanAttack; CanAttackMessage; CanAttackMessageHandler; AttackMessageHandler; FightingTarget","10","CellAO\Libraries\Source\CellAO.Enums\Operator.cs; CellAO\Server\ZoneEngine\Core\MessageHandlers\AttackMessageHandler.cs; CellAO\Server\ZoneEngine\ZoneEngine.csproj; CellAO\Server\ZoneEngine\Core\MessageHandlers\StopFightMessageHandler.cs; CellAO\Server\ZoneEngine\Core\Packets\SimpleCharFullUpdate.cs","CellAO\Libraries\Source\CellAO.Enums\Operator.cs:66 [CanAttack] CanAttackChar = 79, || CellAO\Server\ZoneEngine\Core\MessageHandlers\AttackMessageHandler.cs:52 [AttackMessageHandler] public class AttackMessageHandler : BaseMessageHandler<AttackMessage, AttackMessageHandler> || CellAO\Server\ZoneEngine\ZoneEngine.csproj:145 [AttackMessageHandler] <Compile Include=""Core\MessageHandlers\AttackMessageHandler.cs"" /> || CellAO\Server\ZoneEngine\Core\MessageHandlers\AttackMessageHandler.cs:68 [FightingTarget] character.SetFightingTarget(Identity.None); || CellAO\Server\ZoneEngine\Core\MessageHandlers\AttackMessageHandler.cs:74 [FightingTarget] character.SetFightingTarget(message.Target); || CellAO\Server\ZoneEngine\Core\MessageHandlers\StopFightMessageHandler.cs:57 [FightingTarget] ""StopFight unknown1={0} fightingTarget={1}"", || CellAO\Server\ZoneEngine\Core\MessageHandlers\StopFightMessageHandler.cs:59 [FightingTarget] character.FightingTarget); || CellAO\Server\ZoneEngine\Core\MessageHandlers\StopFightMessageHandler.cs:61 [FightingTarget] character.SetFightingTarget(Identity.None); || CellAO\Server\ZoneEngine\Core\Packets\SimpleCharFullUpdate.cs:220 [FightingTarget] if (character.FightingTarget.Instance != 0) || CellAO\Server\ZoneEngine\Core\Packets\SimpleCharFullUpdate.cs:222 [FightingTarget] scfu.FightingTarget = new Identity"
