"Dll","Category","Kind","Symbol"
"FXS.dll","AOClient","ClientStatName","e_Color"
"FXS.dll","AOClient","ClientStatName","e_D3DANTIALIAS_NONE"
"FXS.dll","AOClient","ClientStatName","e_D3DANTIALIAS_SORTDEPENDENT"
"FXS.dll","AOClient","ClientStatName","e_D3DANTIALIAS_SORTINDEPENDENT"
"FXS.dll","AOClient","ClientStatName","e_D3DBLEND_BOTHINVSRCALPHA"
"FXS.dll","AOClient","ClientStatName","e_D3DBLEND_BOTHSRCALPHA"
"FXS.dll","AOClient","ClientStatName","e_D3DBLEND_DESTALPHA"
"FXS.dll","AOClient","ClientStatName","e_D3DBLEND_DESTCOLOR"
"FXS.dll","AOClient","ClientStatName","e_D3DBLEND_INVDESTALPHA"
"FXS.dll","AOClient","ClientStatName","e_D3DBLEND_INVDESTCOLOR"
"FXS.dll","AOClient","ClientStatName","e_D3DBLEND_INVSRCALPHA"
"FXS.dll","AOClient","ClientStatName","e_D3DBLEND_INVSRCCOLOR"
"FXS.dll","AOClient","ClientStatName","e_D3DBLEND_ONE"
"FXS.dll","AOClient","ClientStatName","e_D3DBLEND_SRCALPHA"
"FXS.dll","AOClient","ClientStatName","e_D3DBLEND_SRCALPHASAT"
"FXS.dll","AOClient","ClientStatName","e_D3DBLEND_SRCCOLOR"
"FXS.dll","AOClient","ClientStatName","e_D3DBLEND_ZERO"
"FXS.dll","AOClient","ClientStatName","e_D3DCMP_ALWAYS"
"FXS.dll","AOClient","ClientStatName","e_D3DCMP_EQUAL"
"FXS.dll","AOClient","ClientStatName","e_D3DCMP_GREATER"
"FXS.dll","AOClient","ClientStatName","e_D3DCMP_GREATEREQUAL"
"FXS.dll","AOClient","ClientStatName","e_D3DCMP_LESS"
"FXS.dll","AOClient","ClientStatName","e_D3DCMP_LESSEQUAL"
"FXS.dll","AOClient","ClientStatName","e_D3DCMP_NEVER"
"FXS.dll","AOClient","ClientStatName","e_D3DCMP_NOTEQUAL"
"FXS.dll","AOClient","ClientStatName","e_D3DCULL_CCW"
"FXS.dll","AOClient","ClientStatName","e_D3DCULL_CW"
"FXS.dll","AOClient","ClientStatName","e_D3DCULL_NONE"
"FXS.dll","AOClient","ClientStatName","e_D3DFILL_POINT"
"FXS.dll","AOClient","ClientStatName","e_D3DFILL_SOLID"
"FXS.dll","AOClient","ClientStatName","e_D3DFILL_WIREFRAME"
"FXS.dll","AOClient","ClientStatName","e_D3DFOG_EXP"
"FXS.dll","AOClient","ClientStatName","e_D3DFOG_EXP2"
"FXS.dll","AOClient","ClientStatName","e_D3DFOG_LINEAR"
"FXS.dll","AOClient","ClientStatName","e_D3DFOG_NONE"
"FXS.dll","AOClient","ClientStatName","e_D3DFVF_DIFFUSE"
"FXS.dll","AOClient","ClientStatName","e_D3DFVF_NORMAL"
"FXS.dll","AOClient","ClientStatName","e_D3DFVF_SPECULAR"
"FXS.dll","AOClient","ClientStatName","e_D3DFVF_TEX1"
"FXS.dll","AOClient","ClientStatName","e_D3DFVF_TEX2"
"FXS.dll","AOClient","ClientStatName","e_D3DFVF_TEX3"
"FXS.dll","AOClient","ClientStatName","e_D3DFVF_TEX4"
"FXS.dll","AOClient","ClientStatName","e_D3DFVF_TEX5"
"FXS.dll","AOClient","ClientStatName","e_D3DFVF_TEX6"
"FXS.dll","AOClient","ClientStatName","e_D3DFVF_TEX7"
"FXS.dll","AOClient","ClientStatName","e_D3DFVF_TEX8"
"FXS.dll","AOClient","ClientStatName","e_D3DFVF_XYZ"
"FXS.dll","AOClient","ClientStatName","e_D3DFVF_XYZRHW"
"FXS.dll","AOClient","ClientStatName","e_D3DMCS_COLOR1"
"FXS.dll","AOClient","ClientStatName","e_D3DMCS_COLOR2"
"FXS.dll","AOClient","ClientStatName","e_D3DMCS_MATERIAL"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_ALPHABLENDENABLE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_ALPHAFUNC"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_ALPHAREF"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_ALPHATESTENABLE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_AMBIENT"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_AMBIENTMATERIALSOURCE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_ANTIALIAS"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_BLENDENABLE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_CLIPPING"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_CLIPPLANEENABLE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_COLORKEYBLENDENABLE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_COLORKEYENABLE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_COLORVERTEX"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_CULLMODE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_DESTBLEND"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_DIFFUSEMATERIALSOURCE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_DITHERENABLE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_EDGEANTIALIAS"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_EMISSIVEMATERIALSOURCE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_EXTENTS"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_FILLMODE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_FOGCOLOR"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_FOGDENSITY"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_FOGENABLE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_FOGEND"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_FOGSTART"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_FOGTABLEDENSITY"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_FOGTABLEEND"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_FOGTABLEMODE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_FOGTABLESTART"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_FOGVERTEXMODE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_LASTPIXEL"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_LIGHTING"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_LOCALVIEWER"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_NORMALIZENORMALS"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_RANGEFOGENABLE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_SHADEMODE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_SPECULARENABLE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_SPECULARMATERIALSOURCE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_SRCBLEND"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_STENCILENABLE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_STENCILFAIL"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_STENCILFUNC"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_STENCILMASK"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_STENCILPASS"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_STENCILREF"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_STENCILWRITEMASK"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_STENCILZFAIL"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_STIPPLEDALPHA"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_TEXTUREFACTOR"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_TEXTUREPERSPECTIVE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_VERTEXBLEND"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_WRAP0"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_WRAP1"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_WRAP2"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_WRAP3"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_WRAP4"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_WRAP5"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_WRAP6"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_WRAP7"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_ZBIAS"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_ZENABLE"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_ZFUNC"
"FXS.dll","AOClient","ClientStatName","e_D3DRENDERSTATE_ZWRITEENABLE"
"FXS.dll","AOClient","ClientStatName","e_D3DSHADE_FLAT"
"FXS.dll","AOClient","ClientStatName","e_D3DSHADE_GOURAUD"
"FXS.dll","AOClient","ClientStatName","e_D3DSHADE_PHONG"
"FXS.dll","AOClient","ClientStatName","e_D3DSTENCILOP_DECR"
"FXS.dll","AOClient","ClientStatName","e_D3DSTENCILOP_DECRSAT"
"FXS.dll","AOClient","ClientStatName","e_D3DSTENCILOP_INCR"
"FXS.dll","AOClient","ClientStatName","e_D3DSTENCILOP_INCRSAT"
"FXS.dll","AOClient","ClientStatName","e_D3DSTENCILOP_INVERT"
"FXS.dll","AOClient","ClientStatName","e_D3DSTENCILOP_KEEP"
"FXS.dll","AOClient","ClientStatName","e_D3DSTENCILOP_REPLACE"
"FXS.dll","AOClient","ClientStatName","e_D3DSTENCILOP_ZERO"
"FXS.dll","AOClient","ClientStatName","e_D3DTA_ALPHAREPLICATE"
"FXS.dll","AOClient","ClientStatName","e_D3DTA_COMPLEMENT"
"FXS.dll","AOClient","ClientStatName","e_D3DTA_CURRENT"
"FXS.dll","AOClient","ClientStatName","e_D3DTA_DIFFUSE"
"FXS.dll","AOClient","ClientStatName","e_D3DTA_SELECTMASK"
"FXS.dll","AOClient","ClientStatName","e_D3DTA_SPECULAR"
"FXS.dll","AOClient","ClientStatName","e_D3DTA_TEXTURE"
"FXS.dll","AOClient","ClientStatName","e_D3DTA_TFACTOR"
"FXS.dll","AOClient","ClientStatName","e_D3DTADDRESS_BORDER"
"FXS.dll","AOClient","ClientStatName","e_D3DTADDRESS_CLAMP"
"FXS.dll","AOClient","ClientStatName","e_D3DTADDRESS_MIRROR"
"FXS.dll","AOClient","ClientStatName","e_D3DTADDRESS_WRAP"
"FXS.dll","AOClient","ClientStatName","e_D3DTFG_ANISOTROPIC"
"FXS.dll","AOClient","ClientStatName","e_D3DTFG_FLATCUBIC"
"FXS.dll","AOClient","ClientStatName","e_D3DTFG_GAUSSIANCUBIC"
"FXS.dll","AOClient","ClientStatName","e_D3DTFG_LINEAR"
"FXS.dll","AOClient","ClientStatName","e_D3DTFG_POINT"
"FXS.dll","AOClient","ClientStatName","e_D3DTFN_ANISOTROPIC"
"FXS.dll","AOClient","ClientStatName","e_D3DTFN_LINEAR"
"FXS.dll","AOClient","ClientStatName","e_D3DTFN_POINT"
"FXS.dll","AOClient","ClientStatName","e_D3DTFP_LINEAR"
"FXS.dll","AOClient","ClientStatName","e_D3DTFP_NONE"
"FXS.dll","AOClient","ClientStatName","e_D3DTFP_POINT"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_ADD"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_ADDSIGNED"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_ADDSIGNED2X"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_ADDSMOOTH"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_BLENDCURRENTALPHA"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_BLENDDIFFUSEALPHA"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_BLENDFACTORALPHA"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_BLENDTEXTUREALPHA"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_BLENDTEXTUREALPHAPM"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_BUMPENVMAP"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_BUMPENVMAPLUMINANCE"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_DISABLE"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_DOTPRODUCT3"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_MODULATE"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_MODULATE2X"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_MODULATE4X"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_MODULATEALPHA_ADDCOLOR"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_MODULATECOLOR_ADDALPHA"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_MODULATEINVALPHA_ADDCOLOR"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_MODULATEINVCOLOR_ADDALPHA"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_PREMODULATE"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_SELECTARG1"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_SELECTARG2"
"FXS.dll","AOClient","ClientStatName","e_D3DTOP_SUBTRACT"
"FXS.dll","AOClient","ClientStatName","e_D3DTRANSFORMSTATE_PROJECTION"
"FXS.dll","AOClient","ClientStatName","e_D3DTRANSFORMSTATE_TEXTURE0"
"FXS.dll","AOClient","ClientStatName","e_D3DTRANSFORMSTATE_TEXTURE1"
"FXS.dll","AOClient","ClientStatName","e_D3DTRANSFORMSTATE_TEXTURE2"
"FXS.dll","AOClient","ClientStatName","e_D3DTRANSFORMSTATE_TEXTURE3"
"FXS.dll","AOClient","ClientStatName","e_D3DTRANSFORMSTATE_TEXTURE4"
"FXS.dll","AOClient","ClientStatName","e_D3DTRANSFORMSTATE_TEXTURE5"
"FXS.dll","AOClient","ClientStatName","e_D3DTRANSFORMSTATE_TEXTURE6"
"FXS.dll","AOClient","ClientStatName","e_D3DTRANSFORMSTATE_TEXTURE7"
"FXS.dll","AOClient","ClientStatName","e_D3DTRANSFORMSTATE_VIEW"
"FXS.dll","AOClient","ClientStatName","e_D3DTRANSFORMSTATE_WORLD"
"FXS.dll","AOClient","ClientStatName","e_D3DTRANSFORMSTATE_WORLD1"
"FXS.dll","AOClient","ClientStatName","e_D3DTRANSFORMSTATE_WORLD2"
"FXS.dll","AOClient","ClientStatName","e_D3DTRANSFORMSTATE_WORLD3"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_ADDRESS"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_ADDRESSU"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_ADDRESSV"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_ALPHAARG1"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_ALPHAARG2"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_ALPHAOP"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_BORDERCOLOR"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_BUMPENVLOFFSET"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_BUMPENVLSCALE"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_BUMPENVMAT00"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_BUMPENVMAT01"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_BUMPENVMAT10"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_BUMPENVMAT11"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_COLORARG1"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_COLORARG2"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_COLOROP"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_MAGFILTER"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_MAXANISOTROPY"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_MAXMIPLEVEL"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_MINFILTER"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_MIPFILTER"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_MIPMAPLODBIAS"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_TCI_CAMERASPACENORMAL"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_TCI_CAMERASPACEPOSITION"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_TCI_CAMERASPACEREFLECTIONVECTOR"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_TCI_PASSTHRU"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_TEXCOORDINDEX"
"FXS.dll","AOClient","ClientStatName","e_D3DTSS_TEXTURETRANSFORMFLAGS"
"FXS.dll","AOClient","ClientStatName","e_D3DTTFF_COUNT1"
"FXS.dll","AOClient","ClientStatName","e_D3DTTFF_COUNT2"
"FXS.dll","AOClient","ClientStatName","e_D3DTTFF_COUNT3"
"FXS.dll","AOClient","ClientStatName","e_D3DTTFF_COUNT4"
"FXS.dll","AOClient","ClientStatName","e_D3DTTFF_DISABLE"
"FXS.dll","AOClient","ClientStatName","e_D3DTTFF_PROJECTED"
"FXS.dll","AOClient","ClientStatName","e_D3DVBLEND_1WEIGHT"
"FXS.dll","AOClient","ClientStatName","e_D3DVBLEND_2WEIGHTS"
"FXS.dll","AOClient","ClientStatName","e_D3DVBLEND_3WEIGHTS"
"FXS.dll","AOClient","ClientStatName","e_D3DVBLEND_DISABLE"
"FXS.dll","AOClient","ClientStatName","e_D3DWRAPCOORD_0"
"FXS.dll","AOClient","ClientStatName","e_D3DWRAPCOORD_1"
"FXS.dll","AOClient","ClientStatName","e_D3DWRAPCOORD_2"
"FXS.dll","AOClient","ClientStatName","e_D3DWRAPCOORD_3"
"FXS.dll","AOClient","ClientStatName","e_D3DZB_FALSE"
"FXS.dll","AOClient","ClientStatName","e_D3DZB_TRUE"
"FXS.dll","AOClient","ClientStatName","e_D3DZB_USEW"
"FXS.dll","AOClient","ClientStatName","e_DirectionalLight"
"FXS.dll","AOClient","ClientStatName","e_EnvironmentLightObject"
"FXS.dll","AOClient","ClientStatName","e_FALSE"
"FXS.dll","AOClient","ClientStatName","e_FillSquare"
"FXS.dll","AOClient","ClientStatName","e_GameInterfaceObject"
"FXS.dll","AOClient","ClientStatName","e_GenericMeshObject"
"FXS.dll","AOClient","ClientStatName","e_GenericVisualObject"
"FXS.dll","AOClient","ClientStatName","e_GloomySky"
"FXS.dll","AOClient","ClientStatName","e_Kill"
"FXS.dll","AOClient","ClientStatName","e_LineMonitor"
"FXS.dll","AOClient","ClientStatName","e_LockToCamera"
"FXS.dll","AOClient","ClientStatName","e_LockToCameraY"
"FXS.dll","AOClient","ClientStatName","e_No"
"FXS.dll","AOClient","ClientStatName","e_None"
"FXS.dll","AOClient","ClientStatName","e_Normal"
"FXS.dll","AOClient","ClientStatName","e_Optimal"
"FXS.dll","AOClient","ClientStatName","e_ParticleCluster"
"FXS.dll","AOClient","ClientStatName","e_Random"
"FXS.dll","AOClient","ClientStatName","e_RandomOnSurface"
"FXS.dll","AOClient","ClientStatName","e_Render_Dots"
"FXS.dll","AOClient","ClientStatName","e_Render_Strip"
"FXS.dll","AOClient","ClientStatName","e_RenderEngine_Default"
"FXS.dll","AOClient","ClientStatName","e_RenderEngine_DX7"
"FXS.dll","AOClient","ClientStatName","e_RenderEngine_Shark"
"FXS.dll","AOClient","ClientStatName","e_RenderPriority_Early"
"FXS.dll","AOClient","ClientStatName","e_RenderPriority_First"
"FXS.dll","AOClient","ClientStatName","e_RenderPriority_Liquid"
"FXS.dll","AOClient","ClientStatName","e_RenderPriority_MoveToPrimary"
"FXS.dll","AOClient","ClientStatName","e_RenderPriority_Normal"
"FXS.dll","AOClient","ClientStatName","e_RenderPriority_PostRendering"
"FXS.dll","AOClient","ClientStatName","e_RenderPriority_PreRendering"
"FXS.dll","AOClient","ClientStatName","e_RenderPriority_RefractionInit"
"FXS.dll","AOClient","ClientStatName","e_RenderPriority_Transparent"
"FXS.dll","AOClient","ClientStatName","e_RenderPriority_Transparent2"
"FXS.dll","AOClient","ClientStatName","e_RenderPriority_VolumeFX"
"FXS.dll","AOClient","ClientStatName","e_ScaleByViewDistance"
"FXS.dll","AOClient","ClientStatName","e_ScaleByViewDistanceAndDirectionHeigh"
"FXS.dll","AOClient","ClientStatName","e_ScaleVisibleFarAway"
"FXS.dll","AOClient","ClientStatName","e_SingleCloud"
"FXS.dll","AOClient","ClientStatName","e_SoundMaterialConcrete"
"FXS.dll","AOClient","ClientStatName","e_SoundMaterialCyber"
"FXS.dll","AOClient","ClientStatName","e_SoundMaterialDefault"
"FXS.dll","AOClient","ClientStatName","e_SoundMaterialDirt"
"FXS.dll","AOClient","ClientStatName","e_SoundMaterialFlesh"
"FXS.dll","AOClient","ClientStatName","e_SoundMaterialGrass"
"FXS.dll","AOClient","ClientStatName","e_SoundMaterialGrassDry"
"FXS.dll","AOClient","ClientStatName","e_SoundMaterialLava"
"FXS.dll","AOClient","ClientStatName","e_SoundMaterialLeather"
"FXS.dll","AOClient","ClientStatName","e_SoundMaterialMetal"
"FXS.dll","AOClient","ClientStatName","e_SoundMaterialMud"
"FXS.dll","AOClient","ClientStatName","e_SoundMaterialSand"
"FXS.dll","AOClient","ClientStatName","e_SoundMaterialSnow"
"FXS.dll","AOClient","ClientStatName","e_SoundMaterialToxic"
"FXS.dll","AOClient","ClientStatName","e_SoundMaterialWade"
"FXS.dll","AOClient","ClientStatName","e_SoundMaterialWater"
"FXS.dll","AOClient","ClientStatName","e_Strict"
"FXS.dll","AOClient","ClientStatName","e_SunLight_CloudLayer0"
"FXS.dll","AOClient","ClientStatName","e_SunLight_CloudLayer1"
"FXS.dll","AOClient","ClientStatName","e_SunLight_Space0"
"FXS.dll","AOClient","ClientStatName","e_SunLight_Space1"
"FXS.dll","AOClient","ClientStatName","e_SunLight_Space2"
"FXS.dll","AOClient","ClientStatName","e_SunLight_Water"
"FXS.dll","AOClient","ClientStatName","e_SunRays"
"FXS.dll","AOClient","ClientStatName","e_System"
"FXS.dll","AOClient","ClientStatName","e_TRUE"
"FXS.dll","AOClient","ClientStatName","e_World"
"FXS.dll","AOClient","ClientStatName","e_Yes"
"Gamecode.dll","AOClient","ClientStatName","e_1hBluntWeapons"
"Gamecode.dll","AOClient","ClientStatName","e_1hEdgedWeapon"
"Gamecode.dll","AOClient","ClientStatName","e_2hBluntWeapons"
"Gamecode.dll","AOClient","ClientStatName","e_2hEdgedWeapons"
"Gamecode.dll","AOClient","ClientStatName","e_AbsorbChemicalAC"
"Gamecode.dll","AOClient","ClientStatName","e_AbsorbColdAC"
"Gamecode.dll","AOClient","ClientStatName","e_AbsorbEnergyAC"
"Gamecode.dll","AOClient","ClientStatName","e_AbsorbFireAC"
"Gamecode.dll","AOClient","ClientStatName","e_AbsorbMeleeAC"
"Gamecode.dll","AOClient","ClientStatName","e_AbsorbNanoAC"
"Gamecode.dll","AOClient","ClientStatName","e_AbsorbPoisonAC"
"Gamecode.dll","AOClient","ClientStatName","e_AbsorbProjectileAC"
"Gamecode.dll","AOClient","ClientStatName","e_AbsorbRadiationAC"
"Gamecode.dll","AOClient","ClientStatName","e_AccountFlags"
"Gamecode.dll","AOClient","ClientStatName","e_AccumulatedDamage"
"Gamecode.dll","AOClient","ClientStatName","e_ACGItemLevel"
"Gamecode.dll","AOClient","ClientStatName","e_ACGItemTemplateID"
"Gamecode.dll","AOClient","ClientStatName","e_ACGItemTemplateID2"
"Gamecode.dll","AOClient","ClientStatName","e_ActionCategory"
"Gamecode.dll","AOClient","ClientStatName","e_Adventuring"
"Gamecode.dll","AOClient","ClientStatName","e_Age"
"Gamecode.dll","AOClient","ClientStatName","e_AggDef"
"Gamecode.dll","AOClient","ClientStatName","e_Aggressiveness"
"Gamecode.dll","AOClient","ClientStatName","e_Agility"
"Gamecode.dll","AOClient","ClientStatName","e_AimedShot"
"Gamecode.dll","AOClient","ClientStatName","e_AlienLevel"
"Gamecode.dll","AOClient","ClientStatName","e_AlienNextXP"
"Gamecode.dll","AOClient","ClientStatName","e_AlienXP"
"Gamecode.dll","AOClient","ClientStatName","e_Alignment"
"Gamecode.dll","AOClient","ClientStatName","e_AmmoName"
"Gamecode.dll","AOClient","ClientStatName","e_AmmoType"
"Gamecode.dll","AOClient","ClientStatName","e_AMS"
