mission_ql,low_id,high_id,observed_item_ql,unknown,item_name,observation_count
9,46082,46082,14,0,Nano Crystal (Advanced Automaton),1
9,46427,46427,17,0,Nano Crystal (Limited Helper-bot),2
9,46435,46435,17,0,Nano Crystal (Faithful Helper-Droid),4
9,46456,46456,1,0,Nano Crystal (Basic Worker-Droid),1
9,46468,46468,14,0,Nano Crystal (Basic Helper-Droid),1
9,49821,49821,4,0,Nano Crystal (Challenger to Cyclops),2
9,55683,55682,9,0,Pharma Tech Tutoring Device,1
9,55685,55684,9,0,Nano Programming Tutoring Device,1
9,55688,55677,9,0,Chemistry Tutoring Device,1
9,55692,55691,9,0,Field Quantum Physics Tutoring Device,2
9,55697,55696,9,0,Boosted Stim,2
9,55761,55761,10,0,Nano Crystal (Bristling Shield),2
9,55762,55762,4,0,Nano Crystal (Avenging Shield),2
9,55838,55838,7,0,Nano Crystal (Frost With Snow),1
9,55840,55840,17,0,Nano Crystal (Jacket of Blades),1
9,55863,55863,1,0,Nano Crystal (Coat of Barbs),3
9,56178,56178,14,0,Nano Crystal (Feet of Stone),1
9,56238,56238,1,0,Nano Crystal (Detain Suspect),1
9,56241,56241,17,0,Nano Crystal (Lesser Hold Victim),1
9,56250,56250,4,0,Nano Crystal (Halt Flight),2
9,56252,56252,14,0,Nano Crystal (No Escape Possible),1
9,56266,56266,14,0,Nano Crystal (Lesser Embrace of Greed),1
9,70397,70397,14,0,Nano Crystal (Minor Deflection Shield),2
9,70398,70398,17,0,Nano Crystal (Minor Deflection Shield (Extended)),2
9,70401,70401,1,0,Nano Crystal (Partial Deflection Shield),1
9,70403,70403,7,0,Nano Crystal (Partial Deflection Shield (Extended)),2
9,70558,85640,9,0,Battered Low-Tech Armor Boots,1
9,70559,85689,9,0,Battered Low-Tech Body Armor,4
9,70560,85688,9,0,Battered Low-Tech Female Body Armor,2
9,70561,85744,9,0,Battered Low-Tech Armor Sleeves,4
9,70562,85597,9,0,Battered Low-Tech Armor Gloves,4
9,70563,85558,9,0,Battered Low-Tech Armor Helmet,3
9,70564,85515,9,0,Battered Low-Tech Armor Pants,7
9,70565,85514,9,0,Battered Low-Tech Armor Shorts,10
9,70577,70577,4,0,Nano Crystal (Greater Armor Megaboost),1
9,70581,70581,14,0,Nano Crystal (Flawed Protective Field),1
9,70582,70582,7,0,Nano Crystal (Flawed Shielding Barrier),1
9,75354,75354,1,0,Nano Crystal (Toughen Skin),2
9,75415,75415,4,0,Nano Crystal (Minor Combat Barrier),2
9,75416,75416,14,0,Nano Crystal (Minor Absorption Shield),1
9,78418,78418,10,0,Nano Crystal (Lossy Health Funnel),1
9,78446,78446,10,0,Nano Crystal (Punishing Blade),1
9,81892,81892,10,0,Nano Crystal (Lesser Nano Boost),1
9,81952,81952,4,0,Nano Crystal (Lesser Suspicious Death),4
9,81956,81956,14,0,Nano Crystal (Inject Poison),3
9,82071,82071,10,0,Nano Crystal (Lesser Healing Touch),1
9,82188,82188,10,0,Nano Crystal (Mass Daze),2
9,82800,82800,4,0,Nano Crystal (Passive Micro Entanglement),2
9,82802,82802,10,0,Nano Crystal (Lesser Nano Net),1
9,82807,82807,14,0,Nano Crystal (Postpone Encounter),4
9,82816,82816,4,0,Nano Crystal (Lesser Stumbling Steps),1
9,82838,82838,20,0,Nano Crystal (Pronouncement of Greatness),3
9,83975,83975,4,0,Nano Crystal (Poke Eyes),2
9,85273,85273,4,0,Nano Crystal (Basic Insurance Hack),1
9,85279,85279,7,0,Nano Crystal (Passive Distributed Entanglement),1
9,85282,85282,17,0,Nano Crystal (Medical Claim),2
9,85320,85320,14,0,Nano Crystal (Lesser Enforced Sloth),1
9,85368,85369,9,0,Burst of Speed Stim,3
9,85477,21917,9,0,Worn Cyber Armor Sleeves,5
9,85481,85690,9,0,Battered Leather Vest,3
9,85500,85499,9,0,Inferior Chilled Plasteel Armor Pants,3
9,85501,22343,9,0,Inferior Heated Plasteel Armor Pants,4
9,85510,85509,9,0,Inferior Nail Armor Pants,4
9,85512,85511,9,0,Worn Metaplast Armor Pants,2
9,85517,27360,9,0,Battered Flak Armor Pants,2
9,85521,85520,9,0,Battered Leather Armor Pants,4
9,85526,22293,9,0,Inferior Energized Armor Pants,4
9,85531,22289,9,0,Worn Cyber Armor Pants,3
9,85533,85532,9,0,Battered Light Combat Armor Pants,4
9,85547,85546,9,0,Inferior Chilled Plasteel Armor Helmet,3
9,85548,22258,9,0,Inferior Heated Plasteel Armor Helmet,4
9,85557,85556,9,0,Worn Metaplast Armor Helmet,3
9,85562,85561,9,0,Battered Leather Armor Helmet,1
9,85567,22223,9,0,Inferior Energized Armor Helmet,5
9,85572,22219,9,0,Worn Cyber Armor Helmet,1
9,85586,85585,9,0,Inferior Chilled Plasteel Armor Gloves,2
9,85587,22208,9,0,Inferior Heated Plasteel Armor Gloves,4
9,85596,85595,9,0,Worn Metaplast Armor Gloves,3
9,85602,85601,9,0,Battered Leather Armor Gloves,5
9,85607,22170,9,0,Inferior Energized Armor Gloves,2
9,85612,22166,9,0,Worn Cyber Armor Gloves,4
9,85626,85625,9,0,Inferior Chilled Plasteel Armor Boots,4
9,85627,22154,9,0,Inferior Heated Plasteel Armor Boots,2
9,85636,85635,9,0,Inferior Nail Armor Boots,4
9,85638,85637,9,0,Worn Metaplast Armor Boots,3
9,85645,85644,9,0,Battered Leather Armor Boots,3
9,85650,22108,9,0,Inferior Energized Armor Boots,5
9,85655,22104,9,0,Worn Cyber Armor Boots,3
9,85657,85656,9,0,Battered Light Combat Armor Boots,4
9,85674,85673,9,0,Inferior Chilled Plasteel Body Armor,3
9,85675,22076,9,0,Inferior Heated Plasteel Body Armor,3
9,85684,85683,9,0,Inferior Nail Body Armor,3
9,85686,85685,9,0,Worn Metaplast Body Armor,2
9,85691,22004,9,0,Inferior Kevlar Vest,1
9,85693,27389,9,0,Battered Flak Body Armor,2
9,85697,85696,9,0,Battered Leather Body Armor,3
9,85702,22018,9,0,Inferior Energized Body Armor,3
9,85711,22014,9,0,Worn Cyber Female Body Armor,4
9,85712,22010,9,0,Worn Cyber Body Armor,5
9,85714,85713,9,0,Battered Light Combat Body Armor,3
9,85723,85722,9,0,Worn Nadir Steel-Ribbed Armor Sleeves,4
9,85730,85729,9,0,Inferior Chilled Plasteel Armor Sleeves,3
9,85731,21967,9,0,Inferior Heated Plasteel Armor Sleeves,6
9,85740,85739,9,0,Inferior Nail Armor Sleeves,1
9,85742,85741,9,0,Worn Metaplast Armor Sleeves,2
9,85746,27391,9,0,Battered Flak Armor Sleeves,1
9,85750,85749,9,0,Battered Leather Armor Sleeves,5
9,85755,21921,9,0,Inferior Energized Armor Sleeves,5
9,85761,85760,9,0,Battered Light Combat Armor Sleeves,1
9,85894,85894,4,0,Nano Crystal (Deprive Skills (Weak)),2
9,86438,86438,1,0,Katara Sunglasses,3
9,87471,87471,1,0,Tattoo,1
9,87473,87473,1,0,Tattoo,1
9,87474,87474,1,0,Tattoo,1
9,87475,87475,1,0,Tattoo,2
9,87476,87476,1,0,Tattoo,1
9,87483,87483,1,0,Tattoo,1
9,88373,88374,9,0,Yatamutchy Movement Predictor -X7B,1
9,88383,88384,9,0,Trimmer - Positive Aggressive-Defensive,1
9,88385,88386,9,0,Trimmer - Negative Aggressive-Defensive,1
9,90407,90407,17,0,Nano Crystal (Basic Humidity Extractor),2
9,90409,90409,1,0,Nano Crystal (Rudimentary Humidity Extractor),1
9,90453,90453,17,0,Nano Crystal (Baton of Authority (Team)),2
9,95452,95452,4,0,Nano Crystal (Enhance Nano Communication),2
9,95536,95536,14,0,Nano Crystal (Internal Focus),1
9,95727,95727,17,0,Nano Crystal (Boot Camp Toughness),1
9,95728,95728,14,0,Nano Crystal (Essence of Vitality),2
9,95729,95729,4,0,Nano Crystal (Mongo's Troll),2
9,95749,95749,17,0,Nano Crystal (Health Graft),1
9,99139,99139,14,0,Nano Crystal (Douse Anger),2
9,99212,99212,20,0,Nano Crystal (Temporary Glamor),4
9,99589,99589,7,0,Nano Crystal (Tired Limbs),2
9,99618,99618,17,0,Nano Crystal (Unfriendly Merger),1
9,100004,100004,1,0,"Body Tattoo, Front",2
9,100006,100006,1,0,"Body Tattoo, Back",2
9,100007,100007,1,0,"Body Tattoo, Front",1
9,100010,100010,1,0,"Body Tattoo, Back",1
9,100011,100011,1,0,"Body Tattoo, Front",2
9,100012,100012,1,0,Tattoo,1
9,100013,100013,1,0,Tattoo,1
9,100202,100202,17,0,Nano Crystal (Mongo Slam!),2
9,100228,100228,14,0,Nano Crystal (Draw Attention),5
9,101101,101102,9,0,Basic Eye Implant,1
9,101121,101122,9,0,"Head Implant: Ranged. Init, Bright",1
9,101225,101226,9,0,"Waist Implant: Chemical AC, Shiny",1
9,101235,101236,9,0,"Left-Wrist Implant: Melee Ener, Bright",1
9,101257,101258,9,0,"Right-Hand Implant: Martial Arts, Shiny",1
9,101319,101320,9,0,Melee/Ma AC Cluster - Shiny (Chest),2
9,101323,101324,9,0,Energy AC Cluster - Bright (Leg),2
9,101325,101326,9,0,Energy AC Cluster - Shiny (Chest),1
9,101329,101330,9,0,Chemical AC Cluster - Bright (Right-Arm),1
9,101331,101332,9,0,Chemical AC Cluster - Shiny (Waist),1
9,101341,101342,9,0,1h Edged Weapon Cluster - Bright (Right-Wrist),2
9,101343,101344,9,0,1h Edged Weapon Cluster - Shiny (Right-Arm),1
9,101351,101352,9,0,2h Edged Cluster - Faded (Waist),2
9,101353,101354,9,0,2h Edged Cluster - Bright (Left-Arm),2
9,101359,101360,9,0,Piercing Cluster - Bright (Left-Arm),3
9,101363,101364,9,0,2h Blunt Cluster - Faded (Chest),1
9,101365,101366,9,0,2h Blunt Cluster - Bright (Left-Arm),2
9,101369,101370,9,0,Sharp Obj Cluster - Faded (Eye),1
9,101372,101373,9,0,Radiation AC Cluster - Bright (Left-Arm),1
9,101374,101375,9,0,Radiation AC Cluster - Shiny (Waist),3
9,101376,101377,9,0,Cold AC Cluster - Faded (Left-Hand),1
9,101378,101379,9,0,Cold AC Cluster - Bright (Right-Hand),1
9,101380,101381,9,0,Cold AC Cluster - Shiny (Waist),2
9,101382,101383,9,0,Nano Resist Cluster - Faded (Left-Wrist),1
9,101384,101385,9,0,Nano Resist Cluster - Bright (Right-Wrist),1
9,101390,101391,9,0,Fire AC Cluster - Bright (Left-Hand),1
9,101398,101399,9,0,Martial Arts Cluster - Shiny (Right-Hand),1
9,101404,101405,9,0,Mult. Melee Cluster - Shiny (Left-Wrist),2
9,101408,101409,9,0,Matter Crea Cluster - Faded (Eye),1
9,101410,101411,9,0,Matter Crea Cluster - Bright (Right-Hand),1
9,101412,101413,9,0,Matter Crea Cluster - Shiny (Head),1
9,101414,101415,9,0,Time & Space Cluster - Faded (Eye),1
9,101420,101421,9,0,Nano Pool Cluster - Faded (Waist),1
9,101422,101423,9,0,Nano Pool Cluster - Bright (Head),1
9,101425,101426,9,0,Sharp Obj Cluster - Bright (Right-Hand),1
9,101431,101432,9,0,Grenade Cluster - Bright (Eye),3
9,101441,101442,9,0,Bow Cluster - Faded (Eye),1
9,101443,101444,9,0,Bow Cluster - Bright (Left-Arm),1
9,101447,101448,9,0,Pistol Cluster - Faded (Eye),1
9,101453,101454,9,0,Rifle Cluster - Faded (Left-Wrist),1
9,101457,101458,9,0,Rifle Cluster - Shiny (Eye),2
9,101461,101462,9,0,MG / SMG Cluster - Bright (Right-Hand),1
9,101471,101472,9,0,Assault Rif Cluster - Faded (Eye),1
9,101473,101474,9,0,Assault Rif Cluster - Bright (Right-Hand),1
9,101475,101476,9,0,Assault Rif Cluster - Shiny (Right-Arm),1
9,101483,101484,9,0,Melee. Init Cluster - Faded (Waist),4
9,101487,101488,9,0,Melee. Init Cluster - Shiny (Feet),1
9,101491,101492,9,0,Ranged. Init Cluster - Bright (Head),1
9,101495,101496,9,0,Physic. Init Cluster - Faded (Left-Arm),3
9,101503,101504,9,0,Bow Spc Att Cluster - Bright (Right-Hand),1
9,101505,101506,9,0,Bow Spc Att Cluster - Shiny (Head),1
9,101507,101508,9,0,Sensory Impr Cluster - Faded (Chest),1
9,101509,101510,9,0,Sensory Impr Cluster - Bright (Eye),3
9,101521,101522,9,0,Treatment Cluster - Bright (Eye),1
9,101523,101524,9,0,Treatment Cluster - Shiny (Head),1
9,101525,101526,9,0,Mech. Engi Cluster - Faded (Right-Arm),3
9,101527,101528,9,0,Mech. Engi Cluster - Bright (Eye),1
9,101531,101532,9,0,Elec. Engi Cluster - Faded (Right-Hand),1
9,101535,101536,9,0,Elec. Engi Cluster - Shiny (Eye),1
9,101537,101538,9,0,Matt.Metam Cluster - Faded (Left-Arm),2
9,101541,101542,9,0,Matt.Metam Cluster - Shiny (Head),1
9,101543,101544,9,0,Bio.Metamor Cluster - Faded (Waist),1
9,101549,101550,9,0,Psycho Modi Cluster - Faded (Ear),2
9,101551,101552,9,0,Psycho Modi Cluster - Bright (Eye),1
9,101553,101407,9,0,Psycho Modi Cluster - Shiny (Head),1
9,101555,101556,9,0,Ranged Ener Cluster - Faded (Left-Hand),2
9,101557,101558,9,0,Ranged Ener Cluster - Bright (Eye),1
9,101561,101562,9,0,Multi Ranged Cluster - Faded (Eye),1
9,101563,101564,9,0,Multi Ranged Cluster - Bright (Right-Wrist),1
9,101565,101566,9,0,Multi Ranged Cluster - Shiny (Left-Wrist),2
9,101571,101572,9,0,Trap Disarm Cluster - Shiny (Right-Hand),1
9,101575,101576,9,0,Perception Cluster - Bright (Eye),2
9,101577,101578,9,0,Perception Cluster - Shiny (Ear),1
9,101581,101582,9,0,Adventuring Cluster - Bright (Waist),1
9,101591,101592,9,0,Vehicle Air Cluster - Faded (Head),1
9,101593,101594,9,0,Vehicle Air Cluster - Bright (Ear),1
9,101603,101604,9,0,Tutoring Cluster - Faded (Head),3
9,101605,101606,9,0,Tutoring Cluster - Bright (Ear),1
9,101607,101608,9,0,Tutoring Cluster - Shiny (Eye),1
9,101609,101610,9,0,Brawling Cluster - Faded (Waist),1
9,101613,101614,9,0,Brawling Cluster - Shiny (Left-Arm),2
9,101615,101616,9,0,Riposte Cluster - Faded (Right-Arm),2
9,101619,101620,9,0,Riposte Cluster - Shiny (Right-Wrist),1
9,101623,101624,9,0,Dimach Cluster - Bright (Head),2
9,101629,101630,9,0,Parry Cluster - Bright (Left-Wrist),4
9,101631,101632,9,0,Parry Cluster - Shiny (Right-Wrist),1
9,101633,101634,9,0,Sneak Atck Cluster - Faded (Eye),1
9,101635,101636,9,0,Sneak Atck Cluster - Bright (Right-Wrist),2
9,101637,101638,9,0,Sneak Atck Cluster - Shiny (Feet),1
9,101643,101644,9,0,Fast Attack Cluster - Shiny (Left-Hand),2
9,101647,101648,9,0,NanoC. Init Cluster - Bright (Eye),1
9,101649,101650,9,0,NanoC. Init Cluster - Shiny (Head),1
9,101653,101654,9,0,Fling Shot Cluster - Bright (Right-Hand),2
9,101655,101656,9,0,Fling Shot Cluster - Shiny (Right-Arm),2
9,101663,101664,9,0,Body Dev Cluster - Faded (Leg),1
9,101669,101670,9,0,Duck-Exp Cluster - Faded (Feet),1
9,101679,101680,9,0,Dodge-Rng Cluster - Shiny (Leg),1
9,101687,101688,9,0,Quantum FT Cluster - Faded (Right-Hand),2
9,101689,101690,9,0,Quantum FT Cluster - Bright (Eye),1
9,101695,101696,9,0,Weapon Smt Cluster - Bright (Head),1
9,101699,101700,9,0,Pharma Tech Cluster - Faded (Right-Hand),1
9,101701,101702,9,0,Pharma Tech Cluster - Bright (Eye),1
9,101703,101704,9,0,Pharma Tech Cluster - Shiny (Head),1
9,101705,101706,9,0,Nano Progra Cluster - Faded (Right-Hand),1
9,101709,101710,9,0,Nano Progra Cluster - Shiny (Head),1
9,101717,101718,9,0,Psychology Cluster - Faded (Eye),2
9,101723,101724,9,0,Chemistry Cluster - Faded (Right-Hand),2
9,101725,101726,9,0,Chemistry Cluster - Bright (Eye),3
9,101727,101728,9,0,Chemistry Cluster - Shiny (Head),2
9,101735,101736,9,0,Break & Entry Cluster - Faded (Chest),1
9,101737,101738,9,0,Break & Entry Cluster - Bright (Left-Arm),1
9,101739,101740,9,0,Break & Entry Cluster - Shiny (Right-Arm),1
9,101741,101742,9,0,Vehicle Grnd Cluster - Faded (Ear),2
9,101745,101746,9,0,Vehicle Grnd Cluster - Shiny (Head),2
9,101747,101748,9,0,Full Auto Cluster - Faded (Waist),1
9,101749,101750,9,0,Full Auto Cluster - Bright (Right-Wrist),1
9,101751,101752,9,0,Full Auto Cluster - Shiny (Right-Arm),2
9,101753,101754,9,0,Burst Cluster - Faded (Right-Hand),2
9,101755,101756,9,0,Burst Cluster - Bright (Right-Wrist),1
9,101761,101762,9,0,Disease AC Cluster - Bright (Leg),3
9,101763,101764,9,0,Disease AC Cluster - Shiny (Head),1
9,101771,101772,9,0,Strength Cluster - Faded (Chest),2
9,101775,101776,9,0,Strength Cluster - Shiny (Right-Arm),1
9,101779,101780,9,0,Agility Cluster - Bright (Feet),2
9,101781,101782,9,0,Agility Cluster - Shiny (Leg),2
9,101789,101790,9,0,Intelligence Cluster - Faded (Ear),2
9,101793,101794,9,0,Intelligence Cluster - Shiny (Head),1
9,101799,101800,9,0,Sense Cluster - Shiny (Chest),1
9,101801,101802,9,0,Psychic Cluster - Faded (Ear),1
9,101803,101804,9,0,Psychic Cluster - Bright (Chest),1
9,101805,101806,9,0,Psychic Cluster - Shiny (Head),2
9,101811,101812,9,0,Max Health Cluster - Shiny (Chest),1
9,101813,101814,9,0,Max Nano Cluster - Faded (Chest),1
9,101879,101880,9,0,"Eye Implant: Tutoring, Shiny",1
9,101943,101944,9,0,"Eye Implant: Sensory Impr, Bright",1
9,101989,101990,9,0,"Eye Implant: Map Navig, Shiny",1
9,101997,101998,9,0,"Eye Implant: Aimed Shot, Shiny",1
9,102087,102278,9,0,"Eye Implant: Aimed Shot, Shiny",1
9,102160,102161,9,0,"Eye Implant: Quantum FT, Bright",1
9,102176,102177,9,0,"Eye Implant: Nano Progra, Bright",1
9,102192,102193,9,0,"Eye Implant: Map Navig, Shiny",1
9,102222,102223,9,0,"Eye Implant: Map Navig, Shiny",1
9,102274,102275,9,0,"Eye Implant: Vehicle Air, Shiny",1
9,102344,102345,9,0,"Eye Implant: Tutoring, Shiny",1
9,102376,102377,9,0,"Eye Implant: Tutoring, Shiny",1
9,102528,102529,9,0,"Eye Implant: Rifle, Shiny",1
9,102661,102662,9,0,"Eye Implant: Elec. Engi, Shiny",1
9,102669,102670,9,0,"Eye Implant: Aimed Shot, Shiny",1
9,102749,102750,9,0,"Eye Implant: Chemistry, Bright",1
9,102753,102754,9,0,"Eye Implant: Aimed Shot, Shiny",1
9,102832,102833,9,0,"Eye Implant: Vehicle Air, Shiny",1
9,102958,102959,9,0,"Eye Implant: Aimed Shot, Shiny",1
9,102974,102975,9,0,"Eye Implant: Ranged Ener, Bright",1
9,103094,103095,9,0,"Eye Implant: Aimed Shot, Shiny",1
9,103098,103099,9,0,"Eye Implant: Rifle, Shiny",1
9,103106,103107,9,0,"Eye Implant: Tutoring, Shiny",1
9,103114,103115,9,0,"Eye Implant: Elec. Engi, Shiny",1
9,103148,103149,9,0,"Eye Implant: Tutoring, Shiny",1
9,103173,103174,9,0,"Eye Implant: Aimed Shot, Shiny",1
9,103175,103176,9,0,"Eye Implant: Heavy Weapons, Bright",1
9,103181,103182,9,0,"Eye Implant: Vehicle Air, Shiny",1
9,103223,103224,9,0,"Eye Implant: Vehicle Air, Shiny",1
9,103312,103313,9,0,"Eye Implant: Aimed Shot, Shiny",1
9,103346,103347,9,0,"Eye Implant: Aimed Shot, Shiny",1
9,103352,103353,9,0,"Eye Implant: Elec. Engi, Shiny",1
9,103412,103413,9,0,"Eye Implant: Elec. Engi, Shiny",1
9,103532,103533,9,0,"Eye Implant: Vehicle Air, Shiny",1
9,103600,103601,9,0,"Eye Implant: Elec. Engi, Shiny",1
9,103649,103650,9,0,"Eye Implant: Rifle, Shiny",1
9,103693,103694,9,0,"Eye Implant: Elec. Engi, Shiny",1
9,103699,103700,9,0,"Eye Implant: Tutoring, Shiny",1
9,103763,103764,9,0,"Eye Implant: Mech. Engi, Bright",1
9,103789,103790,9,0,"Eye Implant: Aimed Shot, Shiny",1
9,103957,103958,9,0,"Eye Implant: Aimed Shot, Shiny",1
9,103975,103976,9,0,"Eye Implant: Rifle, Shiny",1
9,103987,103988,9,0,"Eye Implant: Vehicle Hydr, Bright",1
9,104003,104004,9,0,"Eye Implant: Rifle, Shiny",1
9,104033,104034,9,0,"Eye Implant: Elec. Engi, Shiny",1
9,104041,104042,9,0,"Eye Implant: Aimed Shot, Shiny",1
9,104095,104096,9,0,"Eye Implant: Tutoring, Shiny",1
9,104149,104150,9,0,"Eye Implant: Map Navig, Shiny",1
9,104161,104162,9,0,"Eye Implant: Aimed Shot, Shiny",1
9,104188,104189,9,0,"Eye Implant: Vehicle Grnd, Bright",1
9,104190,104191,9,0,"Eye Implant: Rifle, Shiny",1
9,104311,104312,9,0,"Eye Implant: Rifle, Shiny",1
9,104329,104330,9,0,"Eye Implant: Vehicle Air, Shiny",1
9,104448,104449,9,0,"Eye Implant: Tutoring, Shiny",1
9,104466,104467,9,0,"Eye Implant: Rifle, Shiny",1
9,104510,104511,9,0,"Eye Implant: Elec. Engi, Shiny",1
9,104635,104636,9,0,"Eye Implant: Map Navig, Shiny",1
9,104718,104719,9,0,"Eye Implant: Aimed Shot, Shiny",1
9,104760,104761,9,0,"Eye Implant: Vehicle Air, Shiny",1
9,104856,104857,9,0,"Eye Implant: Vehicle Air, Shiny",1
9,104913,104914,9,0,"Head Implant: First Aid, Shiny",1
9,104968,104969,9,0,"Eye Implant: Tutoring, Shiny",1
9,105023,105024,9,0,"Head Implant: Bio.Metamor, Shiny",1
9,105092,105093,9,0,"Head Implant: Chemistry, Shiny",1
9,105141,105142,9,0,"Head Implant: NanoC. Init, Shiny",1
9,105217,105218,9,0,"Head Implant: Sensory Impr, Shiny",1
9,105227,105228,9,0,"Head Implant: Mech. Engi, Shiny",1
9,105275,105276,9,0,"Head Implant: Psychology, Shiny",1
9,105295,105296,9,0,"Head Implant: Psychic, Shiny",1
9,105297,105298,9,0,"Head Implant: Psychic, Shiny",1
9,105343,105344,9,0,"Head Implant: Bio.Metamor, Shiny",1
9,105365,105366,9,0,"Head Implant: NanoC. Init, Shiny",1
9,105435,105436,9,0,"Head Implant: First Aid, Shiny",1
9,105489,105490,9,0,"Head Implant: Comp. Liter, Shiny",1
9,105495,105496,9,0,"Head Implant: Chemistry, Shiny",1
9,105605,105606,9,0,"Head Implant: Chemistry, Shiny",1
9,105625,105626,9,0,"Head Implant: Max Nano, Shiny",1
9,105667,105668,9,0,"Head Implant: Bio.Metamor, Shiny",1
9,105810,105811,9,0,"Head Implant: Matter Crea, Shiny",1
9,105841,105842,9,0,"Head Implant: Vehicle Grnd, Shiny",1
9,105870,105871,9,0,"Head Implant: Ranged Ener, Shiny",1
9,105955,105956,9,0,"Head Implant: Melee Ener, Shiny",1
9,105969,105970,9,0,"Head Implant: Matt.Metam, Shiny",1
9,106089,106090,9,0,"Head Implant: Intelligence, Shiny",1
9,106180,106181,9,0,"Head Implant: Chemistry, Shiny",1
9,106211,106212,9,0,"Head Implant: Ranged Ener, Shiny",1
9,106252,106253,9,0,"Head Implant: Psycho Modi, Shiny",1
9,106315,106316,9,0,"Head Implant: Melee Ener, Shiny",1
9,106403,106404,9,0,"Head Implant: Bio.Metamor, Shiny",1
9,106425,106426,9,0,"Head Implant: Chemistry, Shiny",1
9,106534,106535,9,0,"Head Implant: Melee Ener, Shiny",1
9,106540,106541,9,0,"Head Implant: Sensory Impr, Shiny",1
9,106721,106722,9,0,"Head Implant: Treatment, Shiny",1
9,106805,106806,9,0,"Head Implant: Vehicle Grnd, Shiny",1
