ObservationId,CapturedUtc,Sequence,Behavior,Disposition,Confidence,DecisionReasons,Influences,MetadataResolution,NpcFamily,MonsterData,Level,PlayfieldId,Name,RuntimeIdentity,RuntimeGeneration,RouteSignature,CurrentX,CurrentY,CurrentZ,DestinationX,DestinationY,DestinationZ,HorizontalDistance,PathCount
m02835,2026-07-22T08:50:31.180351Z,7664,chase,Ambiguous,84,post_combat_direction_not_leash,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,e432157bed51e514,3620.41235,51.744999,784.925598,3620.78711,52.5,784.211243,0.80669,2
m02838,2026-07-22T08:50:31.408940Z,7670,chase,Ambiguous,84,post_combat_direction_not_leash,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,e432157bed51e514,3620.41235,51.744999,784.925598,3621.22314,52.5,784.200562,1.087685,2
m02927,2026-07-22T08:50:38.132348Z,7903,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F3,1,e90338df59e87067,3622.10645,51.744999,799.305359,3596.91602,52.5,772.288025,36.939059,2
m02941,2026-07-22T08:50:39.392926Z,7945,chase,Ambiguous,84,post_combat_direction_not_leash,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,c6a7dc5fe8b6b592,3613.10938,52.134998,787.43512,3611.979,52.5,787.700745,1.16117,2
m02947,2026-07-22T08:50:39.813182Z,7956,chase,Ambiguous,84,post_combat_direction_not_leash,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,92f520d061e1c2d0,3612.94678,52.134998,787.473389,3612.29956,52.5,788.015198,0.844068,2
m02950,2026-07-22T08:50:40.281351Z,7970,chase,Ambiguous,84,post_combat_direction_not_leash,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,92f520d061e1c2d0,3612.94678,52.134998,787.473389,3612.2998,52.5,787.986206,0.825569,2
m02982,2026-07-22T08:50:42.919864Z,8043,chase,Ambiguous,84,post_combat_direction_not_leash,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,81e037d6bf287f0a,3612.8645,52.134998,787.554688,3599.1377,52.5,787.266541,13.729824,2
m03047,2026-07-22T08:50:48.737865Z,8216,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9FA,1,18063e0202096350,3621.87891,51.744999,798.45697,3622.72949,52.5,798.870117,0.945609,2
m03050,2026-07-22T08:50:49.155536Z,8222,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9FA,1,9ebf22894923f5e1,3621.87891,51.744999,798.45697,3622.7605,52.5,799.180664,1.140585,2
m03056,2026-07-22T08:50:49.581729Z,8245,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9FA,1,576ab04f318db6e1,3621.99146,51.744999,798.549561,3622.99414,52.5,798.700073,1.013914,2
m03059,2026-07-22T08:50:49.860965Z,8249,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9FA,1,18063e0202096350,3622.01587,51.744999,798.553162,3622.71387,52.5,798.909912,0.783884,2
m03062,2026-07-22T08:50:49.860965Z,8255,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9FA,1,576ab04f318db6e1,3622.01587,51.744999,798.553162,3622.85864,52.5,798.735413,0.862251,2
m03065,2026-07-22T08:50:50.081058Z,8258,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9FA,1,18063e0202096350,3622.01587,51.744999,798.553162,3622.70581,52.5,798.940613,0.791287,2
m03069,2026-07-22T08:50:50.278649Z,8275,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9FA,1,18063e0202096350,3622.01587,51.744999,798.553162,3622.70898,52.5,799.073181,0.866499,2
m03073,2026-07-22T08:50:50.499305Z,8280,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9FA,1,18063e0202096350,3622.01587,51.744999,798.553162,3622.72363,52.5,798.883301,0.780971,2
m03076,2026-07-22T08:50:50.931512Z,8286,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9FA,1,576ab04f318db6e1,3622.01587,51.744999,798.553162,3623.07202,52.5,798.70874,1.067547,2
m03082,2026-07-22T08:50:51.427759Z,8312,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9FA,1,afe819ce350095c6,3622.09644,51.744999,798.565002,3622.85327,52.5,799.261658,1.02865,2
m03089,2026-07-22T08:50:52.082081Z,8323,chase,Ambiguous,84,post_combat_direction_not_leash,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,8e59fe9bc912a518,3600.10107,51.924995,787.286682,3599.22803,52.5,786.804932,0.997137,2
m03092,2026-07-22T08:50:52.082081Z,8327,chase,Ambiguous,84,post_combat_direction_not_leash,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,f38406e4dc5c7290,3600.10107,51.924995,787.286682,3598.97559,52.5,787.299011,1.125548,2
m03097,2026-07-22T08:50:52.736913Z,8349,chase,Ambiguous,84,post_combat_direction_not_leash,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,8e59fe9bc912a518,3599.96484,51.924995,787.288147,3599.19043,52.5,787.23175,0.776461,2
m03101,2026-07-22T08:50:52.736913Z,8355,chase,Ambiguous,84,post_combat_direction_not_leash,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,8e59fe9bc912a518,3599.96484,51.924995,787.288147,3599.17896,52.5,787.240723,0.78731,2
m03104,2026-07-22T08:50:52.934006Z,8360,chase,Ambiguous,84,post_combat_direction_not_leash,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,c0eebfa096e04f87,3599.96484,51.924995,787.288147,3599.16406,52.5,786.748901,0.96542,2
m03107,2026-07-22T08:50:53.149096Z,8367,chase,Ambiguous,84,post_combat_direction_not_leash,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,8e59fe9bc912a518,3599.96484,51.924995,787.288147,3599.20264,52.5,787.221191,0.765135,2
m03111,2026-07-22T08:50:53.625479Z,8384,chase,Ambiguous,84,post_combat_direction_not_leash,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,e04a7a9a7fb1c9bc,3599.96484,51.924995,787.288147,3599.28687,52.5,786.912598,0.775036,2
m03114,2026-07-22T08:50:53.625479Z,8390,chase,Ambiguous,84,post_combat_direction_not_leash,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,e04a7a9a7fb1c9bc,3599.96484,51.924995,787.288147,3599.2854,52.5,786.907471,0.778815,2
m03117,2026-07-22T08:50:53.842060Z,8398,chase,Ambiguous,84,post_combat_direction_not_leash,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,c0eebfa096e04f87,3599.96484,51.924995,787.288147,3599.10645,52.5,786.719482,1.029667,2
m03176,2026-07-22T08:50:59.497749Z,8566,chase,Ambiguous,84,post_combat_direction_not_leash,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988C9F4,1,ef4233e9be86198e,3599.92944,51.924995,787.264771,3594.16113,52.5,799.746948,13.750569,2
m03364,2026-07-22T08:51:12.965268Z,8997,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988CA0F,1,937c7cae1d81e317,3621.07471,51.744999,799.770813,3602.29907,52.5,787.977051,22.172449,2
m03913,2026-07-22T08:51:55.803895Z,10671,chase,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,945a2a935cb86db8,3604.70605,40.964996,837.789673,3599.58594,41.464996,840.401672,5.747875,2
m03918,2026-07-22T08:51:57.198949Z,10727,chase,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,8fe6b4f23b63644d,3600.40942,40.964996,839.981323,3591.22729,41.464996,843.306335,9.765614,2
m03919,2026-07-22T08:51:57.470049Z,10758,chase,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,e0aad1f4bce219e4,3600.17676,40.964996,840.065552,3588.96411,41.464996,841.773315,11.341956,2
m03995,2026-07-22T08:52:15.589394Z,11463,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,a795291a1568bc31,3593.83936,41.354996,836.728455,3602.45654,41.644997,832.017517,9.820831,2
m04026,2026-07-22T08:52:17.365257Z,11534,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,d68483d15151bccd,3600.32471,41.354996,833.182922,3611.38062,41.464996,831.439209,11.192573,2
m04054,2026-07-22T08:52:19.165830Z,11621,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,d41e1350539fb9ce,3609.18823,40.964996,831.69165,3620.24048,41.484997,829.272217,11.313969,2
m04057,2026-07-22T08:52:19.165830Z,11624,chase,Rejected,49,path_interrupted_by_stop_command;post_combat_direction_not_leash,combat,later_scfu_same_generation,137,26137,3,1044525,Dockworker,SimpleChar:79666CF1,1,68eb030f0aa6ac53,3589.14307,40.964996,842.717041,3588.65186,41.464996,843.597107,1.007871,2
m04062,2026-07-22T08:52:19.335895Z,11637,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,137,26137,3,1044525,Dockworker,SimpleChar:79666CF1,1,68eb030f0aa6ac53,3589.13428,40.964996,842.73291,3588.60254,41.464996,843.276428,0.760368,2
m04065,2026-07-22T08:52:19.535591Z,11641,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,137,26137,3,1044525,Dockworker,SimpleChar:79666CF1,1,b072fbd6e2c63281,3589.13428,40.964996,842.73291,3588.20459,41.464996,843.22998,1.054231,2
m04080,2026-07-22T08:52:20.849694Z,11696,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,4bbca0e62456e29f,3617.66211,40.964996,829.86969,3628.01318,41.484997,823.554688,12.125341,2
m04107,2026-07-22T08:52:23.089845Z,11779,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,8fb00bf68ee24826,3627.23169,40.984997,824.069702,3630.01611,43.554562,815.32019,9.181882,2
m04128,2026-07-22T08:52:25.068001Z,11830,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,dd64fd3b79222f85,3629.88916,41.953297,816.988831,3629.70215,46.793911,806.1828,10.807649,2
m04149,2026-07-22T08:52:26.728339Z,11906,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,5ea1ac3acca7318d,3629.77319,44.840145,809.052673,3632.26343,49.906361,797.802856,11.522139,2
m04174,2026-07-22T08:52:28.814537Z,11973,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988CA1C,1,e989fa00acc894e1,3620.74365,51.744999,799.541199,3602.29858,52.5,788.028076,21.743335,2
m04177,2026-07-22T08:52:29.261722Z,11988,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,cccdbf34deae14c3,3632.12793,48.606266,798.69928,3629.76758,52.364998,789.369019,9.624189,2
m04720,2026-07-22T08:53:12.887400Z,13657,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988CA28,1,39fcc06aab9e2721,3620.39551,51.744999,799.765137,3611.06055,52.5,778.293823,23.412791,2
m05280,2026-07-22T08:53:56.659321Z,15149,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988CA31,1,9c273484d7e1e7c9,3619.83423,51.744999,799.900085,3602.27368,52.5,787.877075,21.282051,2
m05870,2026-07-22T08:54:50.947149Z,16890,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988CA37,1,4fdc48fd2c9183cb,3622.04614,51.744999,799.263,3597.20239,52.5,772.221436,36.721358,2
m06457,2026-07-22T08:55:39.717625Z,18303,chase,Ambiguous,84,combat_target_position_unavailable,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7988CA43,1,937c7cae1d81e317,3621.19751,51.744999,800.244446,3602.26172,52.5,787.853516,22.629611,2
m06920,2026-07-22T08:56:43.835627Z,20763,chase,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_chase_observation;combat_influence_preserved_for_behavior;player_influence_preserved_for_behavior,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Cleaning Robot,SimpleChar:7988C9E3,6,11b753292f7fcfec,3592.82129,25.584999,881.398682,3597.80371,25.529739,880.69458,5.031925,2
m07127,2026-07-22T08:58:14.938546Z,24376,chase,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,cd223df3b8b4fa6f,3564.08862,8.22381,888.851074,3558.56396,9.028543,889.520691,5.565093,2
m07134,2026-07-22T08:58:16.232746Z,24465,chase,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,213f3f862b30d972,3559.4624,8.710001,889.411133,3553.66333,7.94161,886.51062,6.483995,2
m07136,2026-07-22T08:58:16.432837Z,24479,chase,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,fc825651908cf4cf,3559.17041,8.710001,889.264954,3550.90137,6.987704,886.533081,8.708625,2
m07148,2026-07-22T08:58:22.578669Z,24647,chase,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,e3f88bede1459604,3552.00391,7.497274,886.913635,3548.70557,7.042467,886.146057,3.386476,2
m07151,2026-07-22T08:58:23.653692Z,24675,chase,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,e110d157ca4959b6,3549.63379,6.497921,886.362061,3547.38379,7.640599,887.668762,2.601916,2
m07154,2026-07-22T08:58:23.893855Z,24688,chase,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,a0149c63eeb2e76d,3549.37476,6.476654,886.512573,3546.198,7.771707,889.861389,4.615883,2
m07157,2026-07-22T08:58:24.323560Z,24704,chase,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,0a2472afd4d03238,3548.65015,6.503877,887.164856,3545.29907,7.771707,888.049011,3.465756,2
m07158,2026-07-22T08:58:24.323560Z,24705,chase,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_chase_observation;combat_influence_preserved_for_behavior;player_influence_preserved_for_behavior,combat;player,complete_capture_stable_identity,1019,17714,2,1044525,Waste Collector,SimpleChar:7988C8C9,3,3ade8f9b50d3beef,3544.41479,7.271707,889.616882,3546.3689,7.138222,888.673645,2.169848,2
m07171,2026-07-22T08:58:34.216582Z,25009,chase,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_chase_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,2527fa4140b00bc6,3546.11987,7.042116,888.007935,3543.96118,8.638812,890.612915,3.383174,2
m07199,2026-07-22T08:58:46.328161Z,25390,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,702705488cbafd45,3546.95435,6.272322,886.42688,3546.73315,5.818246,884.332336,2.106192,2
m07202,2026-07-22T08:58:47.019520Z,25458,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,37d634c7aa4f96fd,3546.83447,5.874466,885.294006,3543.85132,5.698147,881.016479,5.215019,2
m07206,2026-07-22T08:58:47.764943Z,25496,chase,Rejected,49,explicit_setpos_teleport,combat;player,complete_capture_stable_identity,1019,297023,2,1044525,Cleanmeister Intelligence Robot,SimpleChar:7988C930,5,be468cbdab0443ad,3544.76343,5.110001,865.288513,3546.60474,5.664511,875.969666,10.838702,2
m07207,2026-07-22T08:58:48.643550Z,25522,chase,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,c0f3888d681eeccf,3544.35352,5.925566,881.736816,3546.5376,5.610001,876.070374,6.072789,2
m07212,2026-07-22T08:58:49.931608Z,25603,chase,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,b0097776fae33078,3546.17993,5.186987,876.99823,3543.62769,5.807229,874.775696,3.384315,2
m07292,2026-07-22T08:59:45.365368Z,26744,chase,Rejected,49,path_interrupted_by_stop_command,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,095e9d85967702ce,3553.95532,5.110001,876.432129,3557.65698,5.610001,873.408997,4.77929,2
m07294,2026-07-22T08:59:46.774608Z,26885,chase,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_chase_observation;combat_influence_preserved_for_behavior;player_influence_preserved_for_behavior,combat;player,complete_capture_stable_identity,25,17657,2,1044525,Garbage Flea,SimpleChar:7988C91C,17,6ace3d903ac37bdd,3558.62671,5.110001,865.451111,3552.54932,5.110001,868.246155,6.689315,2
m07298,2026-07-22T08:59:50.156384Z,27140,chase,Rejected,49,explicit_setpos_teleport,combat;player,complete_capture_stable_identity,1019,297023,1,1044525,Cleaning Robot,SimpleChar:7988C8C3,5,a7e3f66c48c0a723,3555.9834,5.110001,862.110474,3559.98511,5.610001,865.29425,5.113718,2
m07299,2026-07-22T08:59:50.365488Z,27155,chase,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_chase_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,5e7f3dfda1d63384,3559.31763,5.110001,869.316589,3556.29907,5.610001,864.067078,6.055499,2
m07302,2026-07-22T08:59:50.810716Z,27179,chase,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_chase_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,fba2d2db8e25beaf,3558.81226,5.110001,868.392944,3557.552,5.610001,865.206177,3.426914,2
m07329,2026-07-22T09:00:06.853679Z,27901,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,3049586454750ac2,3567.48193,5.1,851.422485,3552.45215,5.610001,847.113831,15.635178,2
m07335,2026-07-22T09:00:08.329385Z,27922,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,8d32de9c5b4aeb50,3560.50366,5.110001,849.421936,3542.41724,5.610001,850.473572,18.116968,2
m07341,2026-07-22T09:00:10.386410Z,27952,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,091eb44bee1792f2,3550.20776,5.110001,849.848511,3533.75903,5.610001,849.808655,16.448778,2
m07344,2026-07-22T09:00:12.147493Z,27992,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,b0bf7721c8d59095,3541.25879,5.110001,849.873535,3524.63794,5.610001,849.126526,16.637628,2
m07356,2026-07-22T09:00:17.831008Z,28402,chase,Ambiguous,84,post_combat_direction_not_leash,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,5d8f75acae170f62,3519.04907,5.1,849.183777,3519.24146,5.107692,855.177063,5.996373,2
m07464,2026-07-22T09:01:24.228301Z,28998,chase,Promotable,100,complete_decoded_path;exact_identity_metadata;captured_chase_observation;combat_influence_preserved_for_behavior,combat,later_scfu_same_generation,95,96056,2,1044525,Bureaucrat Worker,SimpleChar:7988C997,1,40a4c5941e682880,3517.23779,5.110001,855.581421,3513.56396,5.610001,860.854553,6.426737,2
