ObservationId,EquivalentObservationCount,CapturedUtc,Sequence,Behavior,NpcFamily,MonsterData,Level,CapturedPlayfieldId,RuntimePlayfieldId,Name,SourceIdentity,SourceGeneration,RouteSignature,StartX,StartY,StartZ,EndX,EndY,EndZ,DelayAfterSeconds,PathCount
m10878,1,2026-07-22T09:23:59.388315Z,64283,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,eae32ad76101ec3e,3453.38232,0,882.447266,3450.82739,0.51,867.538086,1.511637,2
m10881,1,2026-07-22T09:24:00.899952Z,64302,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,c490cc817928c131,3452.12769,0.01,875.127869,3450.26392,0.51,857.559631,2.120596,2
m10885,1,2026-07-22T09:24:03.020548Z,64332,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,d698085ee924d146,3451.02808,0.01,865.088684,3451.29688,1.745095,848.920349,1.781726,2
m10889,1,2026-07-22T09:24:04.802274Z,64362,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,6eeac6de8ef0c99f,3451.10645,0.01,856.332153,3452.65161,1.476185,838.876343,11.668486,2
m10902,1,2026-07-22T09:24:16.470760Z,64507,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,e7a4a02618d45ba9,3452.94043,0.01,884.476563,3450.05835,0.636057,889.84906,3.924766,2
m10906,1,2026-07-22T09:24:20.395526Z,64542,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,2d58cf43a5060bea,3450.31641,0.01,888.486084,3448.67407,0.636059,894.832581,32.565354,2
m10955,1,2026-07-22T09:24:52.960880Z,64862,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,ef7ea2f4caa7210d,3448.78491,1.911839,893.463379,3453.75146,1.025606,873.921082,21.843422,2
m10983,1,2026-07-22T09:25:14.804302Z,65054,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,040880335ff56233,3453.25684,0.01,884.729797,3450.05835,0.636057,889.84906,3.541876,2
m10986,1,2026-07-22T09:25:18.346178Z,65073,flee,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,2d58cf43a5060bea,3450.27222,0.01,888.43042,3448.67407,0.636059,894.832581,0,2
m14186,1,2026-07-22T09:52:33.423974Z,91060,flee,25,17657,2,1044525,6553,Garbage Flea,SimpleChar:7988CCED,2,48ee15035d6c15f4,3529.86938,5.110001,891.900757,3523.15503,5.110001,888.183289,0,2
