ObservationId,EquivalentObservationCount,CapturedUtc,Sequence,Behavior,NpcFamily,MonsterData,Level,CapturedPlayfieldId,RuntimePlayfieldId,Name,SourceIdentity,SourceGeneration,RouteSignature,StartX,StartY,StartZ,EndX,EndY,EndZ,DelayAfterSeconds,PathCount
m09704,1,2026-07-22T09:09:48.766059Z,45588,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,de85ca595adb7c1d,3510.03467,11.507372,942.851135,3513.2688,11.099402,942.367126,60.059622,2
m09798,1,2026-07-22T09:10:48.825681Z,47066,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,46b43e1755406e63,3508.19678,8.400269,924.716553,3504.74414,9.719309,921.951782,1.010651,2
m09800,1,2026-07-22T09:10:49.836332Z,47155,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,b1e6849b41fb8726,3505.44214,9.134788,922.612305,3500.53564,9.986011,917.744507,0.433676,2
m09804,1,2026-07-22T09:10:50.270008Z,47174,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,9a3ec37fcc4ce1db,3504.65503,9.335855,921.942078,3500.11743,9.986011,919.075439,22.708759,2
m09851,1,2026-07-22T09:11:12.978767Z,47764,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,a86dda1fe5506387,3503.06104,5.110001,897.639404,3508.32007,5.610001,892.666626,0.229592,2
m09854,1,2026-07-22T09:11:13.208359Z,47779,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,f0c4ba2c440ea6d8,3503.7627,5.110001,896.901428,3505.87915,5.610001,892.590393,4.018428,2
m09864,1,2026-07-22T09:11:17.226787Z,47953,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,22cd0e5a79093165,3505.54565,5.110001,893.402039,3511.06885,5.610001,891.414795,0.610328,2
m09870,1,2026-07-22T09:11:17.837115Z,48006,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,5f904b36f900cf5e,3506.6499,5.110001,893.099548,3511.20068,5.610001,891.369324,37.150433,2
m09954,1,2026-07-22T09:11:54.987548Z,49901,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,5c12708ba5b6d5fb,3554.18921,8.110001,905.715637,3554.58862,8.610001,909.793335,0.992969,2
m09957,1,2026-07-22T09:11:55.980517Z,50000,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,fa72d8ee516b72fc,3554.50049,7.933482,908.894104,3556.10303,8.69898,911.362061,1.290566,2
m09958,1,2026-07-22T09:11:57.271083Z,50019,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,b6f8bebd7cfcda46,3555.56299,8.050455,910.53064,3554.8147,8.868711,914.140564,278.275153,2
m10171,1,2026-07-22T09:16:35.546236Z,54569,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,ebcbe9d333c86219,3563.18262,8.650405,916.760071,3565.4397,8.781863,919.971008,6.914929,2
m10181,1,2026-07-22T09:16:42.461165Z,54942,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,76c83170515ed0f5,3563.68579,8.689438,919.27948,3560.87817,8.485301,923.019836,138.746057,2
m10374,1,2026-07-22T09:19:01.207222Z,57917,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,09207300bb1e6923,3513.21362,8.078127,932.143799,3511.62402,7.884335,928.494568,1.497393,2
m10379,1,2026-07-22T09:19:02.704615Z,57979,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,2a77a9f5512424cd,3511.9895,7.222301,929.333862,3507.09473,8.580076,928.959351,7.536547,2
m10387,1,2026-07-22T09:19:10.241162Z,58263,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,f798e6a4cbac03dc,3511.05908,7.352539,929.292419,3511.70728,8.154133,925.66687,0.331697,2
m10391,1,2026-07-22T09:19:10.572859Z,58291,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,1,d98d775b6b1abffc,3511.19312,7.084614,928.437378,3511.41528,8.154133,925.656067,0,2
m13055,1,2026-07-22T09:44:07.576125Z,74308,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,71bfaff716e8efd9,3557.62744,5.110001,865.538757,3553.74731,5.610001,862.949097,222.207899,2
m13542,1,2026-07-22T09:47:49.784024Z,82785,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,ba5653a818aaa52f,3541.20874,6.852246,904.099121,3549.70044,7.90823,907.025757,34.087446,2
m13617,1,2026-07-22T09:48:23.871470Z,84521,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,5ac38d20fbfbb0c9,3581.16406,5.110001,868.406189,3586.06982,5.610001,866.420227,1.785783,2
m13621,1,2026-07-22T09:48:25.657253Z,84617,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,8242b0bed8dc86fc,3585.2356,5.110001,866.757813,3585.87915,5.610001,863.992249,225.69801,2
m14107,1,2026-07-22T09:52:11.355263Z,90016,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,cc0c1f914f9d0664,3577.67505,5.110001,864.673096,3571.93481,5.610001,864.492798,1.452218,2
m14113,1,2026-07-22T09:52:12.807481Z,90066,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,0f14f01f208d6710,3572.84937,5.110001,864.521545,3561.93994,5.610001,863.248047,0.504719,2
m14116,1,2026-07-22T09:52:13.312200Z,90096,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,2b43f8239a8de211,3571.82202,5.110001,864.449829,3562.16846,5.610001,866.159241,18.027358,2
m14179,1,2026-07-22T09:52:31.339558Z,90971,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,9b7107ab2c75bbae,3544.7793,7.102147,887.334717,3543.97388,8.483191,891.612793,6.356586,2
m14200,1,2026-07-22T09:52:37.696144Z,91301,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,cfa4d69a6759aae0,3530.99048,5.110001,892.607544,3526.49121,5.610001,889.468323,1.475784,2
m14204,1,2026-07-22T09:52:39.171928Z,91351,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,4d2c7c37fb833989,3527.2915,5.110001,890.026733,3525.92969,5.610001,881.002625,0.402142,2
m14205,1,2026-07-22T09:52:39.574070Z,91362,chase,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:7988C997,3,e633752ea5ace564,3527.11914,5.110001,889.121582,3523.20776,5.610001,881.4505,0,2
m10857,1,2026-07-22T09:23:49.385939Z,64116,chase,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,c95b28bdec003fa5,3452.38306,0.01,864.149414,3450.95508,0.01,872.227905,1.79042,2
m10862,1,2026-07-22T09:23:51.176359Z,64145,chase,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,1a10f6c5be0586ab,3451.09497,0.01,871.436218,3451.68091,0.51,881.106812,75.886431,2
m10973,1,2026-07-22T09:25:07.062790Z,64986,chase,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,17e6695148aa5b4d,3454.24316,0.01,842.958008,3452.00659,1.284509,864.994385,16.902086,2
m10995,1,2026-07-22T09:25:23.964876Z,65105,chase,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,ce13699b8ffe6b52,3451.12354,0.01,863.187378,3451.15186,0.892165,857.847046,2.951616,2
m10998,1,2026-07-22T09:25:26.916492Z,65128,chase,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,d3f4d4bbf96d1974,3451.10547,0.01,859.046692,3451.56519,0.892165,852.259827,3.734673,2
m11006,1,2026-07-22T09:25:30.651165Z,65151,chase,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A3,5,e6495f7bb0673d03,3451.46484,0.01,853.715149,3454.21289,0.892165,846.437866,0,2
m10939,1,2026-07-22T09:24:45.755027Z,64776,chase,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,040880335ff56233,3453.26221,0.01,884.59314,3450.05835,0.636057,889.84906,3.736092,2
m10947,1,2026-07-22T09:24:49.491119Z,64827,chase,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,2d58cf43a5060bea,3450.26685,0.01,888.612,3448.67407,0.636059,894.832581,17.973394,2
m10974,1,2026-07-22T09:25:07.464513Z,64993,chase,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,e3763d61ecf71f13,3453.60254,0.01,875.291931,3453.51245,0.636055,879.729492,3.098053,2
m10977,1,2026-07-22T09:25:10.562566Z,65018,chase,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,837b1d9cc718aee1,3453.55078,0.01,878.519226,3453.19116,0.636056,886.086365,11.410326,2
m10990,1,2026-07-22T09:25:21.972892Z,65097,chase,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,ef7ea2f4caa7210d,3448.78491,1.961799,893.502563,3453.75146,1.025606,873.921082,28.732069,2
m11039,1,2026-07-22T09:25:50.704961Z,65272,chase,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9A6,14,ef7ea2f4caa7210d,3448.78491,1.768106,893.350647,3453.75146,1.025606,873.921082,0,2
m10941,1,2026-07-22T09:24:47.707348Z,64789,chase,25,17657,6,1044525,6553,Garbage Flea,SimpleChar:7988C9C2,4,e1a40a79f5f1a297,3451.52124,0.01,810.859802,3453.63281,0.48435,808.106934,0,2
m06920,1,2026-07-22T08:56:43.835627Z,20763,chase,1019,297023,1,1044525,6553,Cleaning Robot,SimpleChar:7988C9E3,6,11b753292f7fcfec,3592.82129,25.584999,881.398682,3597.80371,25.529739,880.69458,0,2
m10182,1,2026-07-22T09:16:43.302092Z,54999,chase,1019,17714,2,1044525,6553,Waste Collector,SimpleChar:7988CAE5,1,318c0e1983d26724,3558.92212,8.275455,925.671692,3562.71997,9.012558,924.079712,0,2
m09983,1,2026-07-22T09:12:26.629006Z,50596,chase,25,17657,1,1044525,6553,Garbage Flea,SimpleChar:7988CAE6,2,3f9c93efc2798140,3557.4021,8.384837,917.01001,3567.58057,8.631208,912.799316,0,2
m13359,1,2026-07-22T09:46:34.111932Z,79313,chase,25,17657,1,1044525,6553,Garbage Flea,SimpleChar:7988CB8D,3,748ee260b37d56d7,3530.81323,5.110001,898.605042,3529.69067,5.110001,890.653748,0,2
m13021,1,2026-07-22T09:43:48.721798Z,73425,chase,25,17657,1,1044525,6553,Garbage Flea,SimpleChar:7988CC09,23,6d44dea0df9fe0b4,3560.47168,5.110001,865.587341,3565.6394,5.499601,862.281555,0,2
m14207,1,2026-07-22T09:52:39.814165Z,91367,chase,1019,17649,3,1044525,6553,32-V Docker,SimpleChar:7988CCD1,1,e6abb8add7b2bbc6,3524.38086,5.110001,880.085327,3525.21191,5.610001,887.526978,0,2
