ObservationId,CapturedUtc,Sequence,Behavior,Disposition,Confidence,DecisionReasons,Influences,MetadataResolution,NpcFamily,MonsterData,Level,PlayfieldId,Name,RuntimeIdentity,RuntimeGeneration,RouteSignature,CurrentX,CurrentY,CurrentZ,DestinationX,DestinationY,DestinationZ,HorizontalDistance,PathCount
m00026,2026-07-21T19:55:05.6297706Z,46,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,8fdb70a3a252296e,3596.979,51.7449989,783.935852,3596.09229,52.2449989,784.00824,0.88966,2
m00027,2026-07-21T19:55:05.6297706Z,44,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2cb044179e1c0e0f,3596.81177,51.7449989,788.208923,3596.05518,51.7449989,788.482483,0.804527,2
m00028,2026-07-21T19:55:05.8096586Z,50,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,8fdb70a3a252296e,3596.979,51.7449989,783.935852,3596.05176,52.2449989,783.750183,0.945646,2
m00029,2026-07-21T19:55:05.8096586Z,48,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2cb044179e1c0e0f,3596.81177,51.7449989,788.208923,3596.05518,51.7449989,788.482483,0.804527,2
m00030,2026-07-21T19:55:05.8096586Z,49,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79866553,0,2e9d253781454105,3620.61938,51.7449989,784.909302,3612.13428,52.5,787.73175,8.942211,2
m00031,2026-07-21T19:55:06.0155315Z,54,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,7740d1949c568006,3596.979,51.7449989,783.935852,3596.10522,51.7449989,783.924805,0.87385,2
m00032,2026-07-21T19:55:06.0155315Z,53,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2cb044179e1c0e0f,3596.81177,51.7449989,788.208923,3596.05518,51.7449989,788.482483,0.804527,2
m00033,2026-07-21T19:55:06.4452688Z,60,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,7740d1949c568006,3596.979,51.7449989,783.935852,3596.10522,51.7449989,783.924805,0.87385,2
m00034,2026-07-21T19:55:06.4452688Z,62,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,7740d1949c568006,3596.979,51.7449989,783.935852,3596.10522,51.7449989,783.924805,0.87385,2
m00035,2026-07-21T19:55:06.4452688Z,59,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2cb044179e1c0e0f,3596.81177,51.7449989,788.208923,3596.05518,51.7449989,788.482483,0.804527,2
m00036,2026-07-21T19:55:06.4452688Z,61,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,902fa87c25bf8293,3596.81177,51.7449989,788.208923,3596.0127,52.2449989,788.764648,0.973316,2
m00037,2026-07-21T19:55:06.6941141Z,64,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,7740d1949c568006,3596.979,51.7449989,783.935852,3596.10522,51.7449989,783.924805,0.87385,2
m00038,2026-07-21T19:55:06.6941141Z,63,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2eb3373b9dba6082,3596.81177,51.7449989,788.208923,3596.04907,52.2449989,788.467407,0.805311,2
m00039,2026-07-21T19:55:06.8949902Z,66,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,52aa3d9899596478,3596.979,51.7449989,783.935852,3596.00928,52.2449989,783.70105,0.997742,2
m00040,2026-07-21T19:55:06.8949902Z,65,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2eb3373b9dba6082,3596.81177,51.7449989,788.208923,3596.01904,52.2449989,788.413025,0.818583,2
m00041,2026-07-21T19:55:07.1288459Z,70,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,8fdb70a3a252296e,3596.979,51.7449989,783.935852,3596.06787,52.2449989,783.77594,0.925057,2
m00042,2026-07-21T19:55:07.1288459Z,69,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2eb3373b9dba6082,3596.81177,51.7449989,788.208923,3596.07251,52.2449989,788.602112,0.837319,2
m00043,2026-07-21T19:55:07.3297213Z,73,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,8fdb70a3a252296e,3596.979,51.7449989,783.935852,3596.01196,52.2449989,784.138306,0.988005,2
m00044,2026-07-21T19:55:07.3297213Z,72,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2eb3373b9dba6082,3596.81177,51.7449989,788.208923,3596.07251,52.2449989,788.600098,0.836375,2
m00045,2026-07-21T19:55:07.5335963Z,75,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,7740d1949c568006,3596.979,51.7449989,783.935852,3596.10522,51.7449989,783.924805,0.87385,2
m00046,2026-07-21T19:55:07.5335963Z,74,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2eb3373b9dba6082,3596.81177,51.7449989,788.208923,3596.0542,52.2449989,788.480286,0.804705,2
m00047,2026-07-21T19:55:07.7415889Z,76,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2eb3373b9dba6082,3596.81177,51.7449989,788.208923,3596.02905,52.2449989,788.428284,0.812878,2
m00048,2026-07-21T19:55:07.7425884Z,78,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,7740d1949c568006,3596.979,51.7449989,783.935852,3596.10522,51.7449989,783.924805,0.87385,2
m00049,2026-07-21T19:55:07.7425884Z,77,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7986655E,0,9ebf22894923f5e1,3622.04517,51.7449989,798.417358,3622.76538,52.5,798.812988,0.821721,2
m00050,2026-07-21T19:55:07.9854363Z,83,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,8fdb70a3a252296e,3596.979,51.7449989,783.935852,3596.01611,52.2449989,784.134277,0.983122,2
m00051,2026-07-21T19:55:07.9854363Z,81,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2cb044179e1c0e0f,3596.81177,51.7449989,788.208923,3596.05518,51.7449989,788.482483,0.804527,2
m00052,2026-07-21T19:55:07.9854363Z,84,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7986655D,0,d26b4952c8dd4849,3613.0686,52.1349983,787.438843,3612.19409,52.5,787.77124,0.935551,2
m00053,2026-07-21T19:55:07.9854363Z,82,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7986655E,0,576ab04f318db6e1,3622.04517,51.7449989,798.417358,3622.87329,52.5,798.728027,0.884476,2
m00054,2026-07-21T19:55:08.1823158Z,85,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2cb044179e1c0e0f,3596.81177,51.7449989,788.208923,3596.05518,51.7449989,788.482483,0.804527,2
m00055,2026-07-21T19:55:08.1823158Z,87,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7986655E,0,576ab04f318db6e1,3622.04517,51.7449989,798.417358,3623.04614,52.5,798.703552,1.04108,2
m00056,2026-07-21T19:55:08.1833154Z,88,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,7740d1949c568006,3596.979,51.7449989,783.935852,3596.10522,51.7449989,783.924805,0.87385,2
m00057,2026-07-21T19:55:08.1833154Z,89,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7986655D,0,c6a7dc5fe8b6b592,3613.0686,52.1349983,787.438843,3612.08008,52.5,787.710876,1.025268,2
m00058,2026-07-21T19:55:08.3921877Z,91,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,8fdb70a3a252296e,3596.979,51.7449989,783.935852,3596.10376,52.2449989,783.892822,0.876297,2
m00059,2026-07-21T19:55:08.3921877Z,90,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2eb3373b9dba6082,3596.81177,51.7449989,788.208923,3596.07202,52.2449989,788.560425,0.819014,2
m00060,2026-07-21T19:55:08.3921877Z,92,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7986655D,0,c6a7dc5fe8b6b592,3613.03882,52.1349983,787.447083,3611.8855,52.5,787.722778,1.185814,2
m00061,2026-07-21T19:55:08.5986511Z,95,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,8fdb70a3a252296e,3596.979,51.7449989,783.935852,3596.10327,52.2449989,783.95575,0.875956,2
m00062,2026-07-21T19:55:08.5986511Z,93,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2eb3373b9dba6082,3596.81177,51.7449989,788.208923,3596.06641,52.2449989,788.647339,0.864737,2
m00063,2026-07-21T19:55:08.5986511Z,94,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:7986655E,0,9ebf22894923f5e1,3622.10547,51.7449989,798.434509,3622.83398,52.5,799.249878,1.093414,2
m00064,2026-07-21T19:55:08.7935311Z,97,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,7740d1949c568006,3596.979,51.7449989,783.935852,3596.10522,51.7449989,783.924805,0.87385,2
m00065,2026-07-21T19:55:08.7935311Z,96,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2eb3373b9dba6082,3596.81177,51.7449989,788.208923,3596.01831,52.2449989,788.411804,0.818987,2
m00066,2026-07-21T19:55:08.9964058Z,101,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,8fdb70a3a252296e,3596.979,51.7449989,783.935852,3596.09155,52.2449989,783.832031,0.893502,2
m00067,2026-07-21T19:55:08.9964058Z,100,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2eb3373b9dba6082,3596.81177,51.7449989,788.208923,3596.02759,52.2449989,788.743042,0.9488,2
m00068,2026-07-21T19:55:09.4451280Z,108,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,8fdb70a3a252296e,3596.979,51.7449989,783.935852,3596.09814,52.2449989,783.985474,0.882257,2
m00069,2026-07-21T19:55:09.4451280Z,111,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,7740d1949c568006,3596.979,51.7449989,783.935852,3596.10522,51.7449989,783.924805,0.87385,2
m00070,2026-07-21T19:55:09.4451280Z,107,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2cb044179e1c0e0f,3596.81177,51.7449989,788.208923,3596.05518,51.7449989,788.482483,0.804527,2
m00071,2026-07-21T19:55:09.4451280Z,109,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2eb3373b9dba6082,3596.81177,51.7449989,788.208923,3596.05518,52.2449989,788.482849,0.804651,2
m00072,2026-07-21T19:55:09.6969752Z,114,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,8fdb70a3a252296e,3596.979,51.7449989,783.935852,3596.07495,52.2449989,783.789551,0.915811,2
m00073,2026-07-21T19:55:09.6969752Z,113,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2eb3373b9dba6082,3596.81177,51.7449989,788.208923,3596.02856,52.2449989,788.427429,0.813119,2
m00074,2026-07-21T19:55:10.1596887Z,121,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:79543CB6,0,8fdb70a3a252296e,3596.979,51.7449989,783.935852,3596.02393,52.2449989,784.126282,0.97387,2
m00075,2026-07-21T19:55:10.1596887Z,120,patrol,Promotable,100,complete_decoded_path;exact_capture_scoped_identity;captured_patrol_observation,,legacy_capture_scoped_exact_identity,1019,297023,1,1044525,Malfunctioning Cleaning Robot,SimpleChar:797D36A5,0,2cb044179e1c0e0f,3596.81177,51.7449989,788.208923,3596.05518,51.7449989,788.482483,0.804527,2
