CanonicalEnemyKey,EnemyName,Zone,PlayfieldId,Source,Confidence,Notes
external-buzzsaw-techno-scavenger,Buzzsaw Techno Scavenger,Newland,,https://www.ao-universe.com/guides/classic-ao/quests-guides-3/shoulderpads-quests,COMMUNITY_DOCUMENTED,Documented family association
external-buzzsaw-techno-scavenger,Buzzsaw Techno Scavenger,Wartorn Valley,,https://www.ao-universe.com/guides/classic-ao/quests-guides-3/shoulderpads-quests,COMMUNITY_DOCUMENTED,Documented family association
external-cancer,Cancer,Pandemonium,,https://anarchyonline.fandom.com/wiki/Unique_Mobs,COMMUNITY_DOCUMENTED,Name-token correlation
external-capricorn,Capricorn,Pandemonium,,https://anarchyonline.fandom.com/wiki/Unique_Mobs,COMMUNITY_DOCUMENTED,Name-token correlation
external-cultist,Cultist,Temple of Three Winds,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/low-level-encounter/temple-of-three-winds,COMMUNITY_DOCUMENTED,Documented family association
external-den-hive-guardian,Den Hive Guardian,Smuggler's Den,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/mid-level-encounter/the-mantis-and-smugglers-den,COMMUNITY_DOCUMENTED,Documented family association
external-den-mantis,Den Mantis,Smuggler's Den,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/mid-level-encounter/the-mantis-and-smugglers-den,COMMUNITY_DOCUMENTED,Documented family association
external-den-mantis-breeder,Den Mantis Breeder,Smuggler's Den,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/mid-level-encounter/the-mantis-and-smugglers-den,COMMUNITY_DOCUMENTED,Documented family association
external-den-smuggler,Den Smuggler,Smuggler's Den,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/mid-level-encounter/the-mantis-and-smugglers-den,COMMUNITY_DOCUMENTED,Documented family association
external-den-smuggler-pilot,Den Smuggler Pilot,Smuggler's Den,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/mid-level-encounter/the-mantis-and-smugglers-den,COMMUNITY_DOCUMENTED,Documented family association
external-exarch,Exarch,Temple of Three Winds,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/low-level-encounter/temple-of-three-winds,COMMUNITY_DOCUMENTED,Documented family association
external-exarch-truan,Exarch Truan,Temple of Three Winds,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/low-level-encounter/temple-of-three-winds,COMMUNITY_DOCUMENTED,Documented family association
external-gemini,Gemini,Pandemonium,,https://anarchyonline.fandom.com/wiki/Unique_Mobs,COMMUNITY_DOCUMENTED,Name-token correlation
external-heckler-of-elements,Heckler of Elements,Shadowlands,,https://wiki.aodb.us/wiki/Shadowlands_Missions,COMMUNITY_DOCUMENTED,Documented family association
external-infector,Infector,Condemned Subway,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/low-level-encounter/condemned-subway,COMMUNITY_DOCUMENTED,Documented family association
external-jealousy,Jealousy,Steps of Madness,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/low-level-encounter/steps-of-madness,COMMUNITY_DOCUMENTED,Documented family association
external-legionnaire,Legionnaire,Temple of Three Winds,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/low-level-encounter/temple-of-three-winds,COMMUNITY_DOCUMENTED,Documented family association
external-leo,Leo,Pandemonium,,https://anarchyonline.fandom.com/wiki/Unique_Mobs,COMMUNITY_DOCUMENTED,Name-token correlation
external-libra,Libra,Pandemonium,,https://anarchyonline.fandom.com/wiki/Unique_Mobs,COMMUNITY_DOCUMENTED,Name-token correlation
external-mind-shard,Mind Shard,Steps of Madness,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/low-level-encounter/steps-of-madness,COMMUNITY_DOCUMENTED,Documented family association
external-notum-habit,Notum Habit,Steps of Madness,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/low-level-encounter/steps-of-madness,COMMUNITY_DOCUMENTED,Documented family association
external-patrol-mech-dog,Patrol Mech Dog,Athen Shire,,https://www.ao-universe.com/guides/classic-ao/quests-guides-3/shoulderpads-quests,COMMUNITY_DOCUMENTED,Documented family association
external-pisces,Pisces,Pandemonium,,https://anarchyonline.fandom.com/wiki/Unique_Mobs,COMMUNITY_DOCUMENTED,Name-token correlation
external-preceptor-brell,Preceptor Brell,Inner Sanctum,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/high-level-encounter-2/the-inner-sanctum,COMMUNITY_DOCUMENTED,Documented family association
external-preceptor-coshi,Preceptor Coshi,Inner Sanctum,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/high-level-encounter-2/the-inner-sanctum,COMMUNITY_DOCUMENTED,Documented family association
external-pulsing-hatred,Pulsing Hatred,Steps of Madness,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/low-level-encounter/steps-of-madness,COMMUNITY_DOCUMENTED,Documented family association
external-redeemed-custodian,Redeemed Custodian,Shadowlands temples,,https://wiki.aodb.us/wiki/Shadowlands_Missions,COMMUNITY_DOCUMENTED,Documented family association
external-regeneration-conduit,Regeneration Conduit,Sector 10,,https://www.ao-universe.com/guides/alien-invasion/quests-guides/sector-10-alien-playfield,COMMUNITY_DOCUMENTED,Documented family association
external-sagittarius,Sagittarius,Pandemonium,,https://anarchyonline.fandom.com/wiki/Unique_Mobs,COMMUNITY_DOCUMENTED,Name-token correlation
external-scorpio,Scorpio,Pandemonium,,https://anarchyonline.fandom.com/wiki/Unique_Mobs,COMMUNITY_DOCUMENTED,Name-token correlation
external-shadow,Shadow,Condemned Subway,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/low-level-encounter/condemned-subway,COMMUNITY_DOCUMENTED,Documented family association
external-sizzling-synaptid,Sizzling Synaptid,Adonis,,https://wiki.aodb.us/wiki/Shadowlands_Missions,COMMUNITY_DOCUMENTED,Documented family association
external-slum-runner,Slum Runner,Condemned Subway,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/low-level-encounter/condemned-subway,COMMUNITY_DOCUMENTED,Documented family association
external-smuggler-frother,Smuggler Frother,Smuggler's Den,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/mid-level-encounter/the-mantis-and-smugglers-den,COMMUNITY_DOCUMENTED,Documented family association
external-smuggler-outcast,Smuggler Outcast,Smuggler's Den,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/mid-level-encounter/the-mantis-and-smugglers-den,COMMUNITY_DOCUMENTED,Documented family association
external-stinger,Stinger,Adonis,,https://wiki.aodb.us/wiki/Shadowlands_Missions,COMMUNITY_DOCUMENTED,Documented family association
external-suppressed-emotion,Suppressed Emotion,Steps of Madness,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/low-level-encounter/steps-of-madness,COMMUNITY_DOCUMENTED,Documented family association
external-t-i-m,T.I.M,Biomare,,https://anarchyonline.fandom.com/wiki/Biomare,COMMUNITY_DOCUMENTED,Documented family association
external-taurus,Taurus,Pandemonium,,https://anarchyonline.fandom.com/wiki/Unique_Mobs,COMMUNITY_DOCUMENTED,Name-token correlation
external-the-beast,The Beast,Pandemonium,,https://anarchyonline.fandom.com/wiki/Unique_Mobs,COMMUNITY_DOCUMENTED,Name-token correlation
external-the-night-heart,The Night Heart,Pandemonium,,https://anarchyonline.fandom.com/wiki/Unique_Mobs,COMMUNITY_DOCUMENTED,Name-token correlation
external-unhallowed-soul,Unhallowed Soul,Inner Sanctum,,https://www.ao-universe.com/guides/classic-ao/encounter-guides-3/high-level-encounter-2/the-inner-sanctum,COMMUNITY_DOCUMENTED,Documented family association
external-unredeemed-custodian,Unredeemed Custodian,Shadowlands temples,,https://wiki.aodb.us/wiki/Shadowlands_Missions,COMMUNITY_DOCUMENTED,Documented family association
external-virgo,Virgo,Pandemonium,,https://anarchyonline.fandom.com/wiki/Unique_Mobs,COMMUNITY_DOCUMENTED,Name-token correlation
external-waste-collector,Waste Collector,Athen Shire,,https://www.ao-universe.com/guides/classic-ao/quests-guides-3/shoulderpads-quests,COMMUNITY_DOCUMENTED,Documented family association
external-waste-disposer,Waste Disposer,Wartorn Valley,,https://www.ao-universe.com/guides/classic-ao/quests-guides-3/shoulderpads-quests,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-116714,home guard,Galway County,685,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-116714,home guard,Galway Shire,687,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-116714,home guard,Upper Scheol,4880,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-120539,simon silverstone,The Longest Road,795,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-154698,ninjadroid boss,Belial Forest,790,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-154698,ninjadroid boss,The Reck,950,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-155071,rhinoman albino,Newland Desert,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-155071,rhinoman albino,Omni Forest,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-155071,rhinoman albino,Varmint Woods,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-155071,rhinoman albino,Aegean,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-157180,leet2,Andromeda,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-157180,leet2,Newland Desert,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-157180,leet2,Varmint Woods,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-157180,leet2,Aegean,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-157321,mantis boss,Aegean,790,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-157321,mantis boss,Varmint Woods,950,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-157321,mantis boss,Perpetual Wastelands,952,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-158177,mantis baby,Aegean,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-158177,mantis baby,Varmint Woods,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-158177,mantis baby,Perpetual Wastelands,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-159966,atrox energy boss,Stret West Bank,790,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-159966,atrox energy boss,Omni Training,950,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-159966,atrox energy boss,Clan Training,952,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-163003,unicorn boss,Stret West Bank,790,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-163003,unicorn boss,Omni Training,950,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-163003,unicorn boss,Clan Training,952,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-165186,solitusmale_ah_merchant,Varmint Woods,600,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-165193,nanofemale_ah_curiouscolonist,Alien raids,,https://www.ao-universe.com/guides/alien-invasion/quests-guides/sector-10-alien-playfield,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17637,cyborg soldier - female bader,Perpetual Wastelands,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17637,cyborg soldier - female bader,Central Artery Valley,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17639,cyborg soldier - male bader,Perpetual Wastelands,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17639,cyborg soldier - male bader,Central Artery Valley,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17641,cyborg soldier - felmale bad,Perpetual Wastelands,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17641,cyborg soldier - felmale bad,Central Artery Valley,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17643,cyborg soldier - male,Perpetual Wastelands,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17643,cyborg soldier - male,Central Artery Valley,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17645,cyborg soldier - male bad,Perpetual Wastelands,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17645,cyborg soldier - male bad,Central Artery Valley,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17647,cyborg soldier - female,Perpetual Wastelands,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17647,cyborg soldier - female,Central Artery Valley,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17649,android,Aegean,585,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-17653,eye mutant,Wailing Wastes,551,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17653,eye mutant,Mort,560,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17653,eye mutant,Milky Way,625,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17653,eye mutant,Pleasant Meadows,630,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17653,eye mutant,Stret East Bank,635,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17653,eye mutant,Tir County,646,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17653,eye mutant,Broken Shores,665,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17653,eye mutant,Lush Fields,695,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17653,eye mutant,Mutant Domain,696,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17653,eye mutant,Omni1 Entertainment,705,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17653,eye mutant,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17653,eye mutant,Greater Omni Forest,717,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17653,eye mutant,Stret West Bank,790,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17653,eye mutant,Holes in the Wall,791,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17653,eye mutant,Borealis,800,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17653,eye mutant,Broken Shores AI movie,4898,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17653,eye mutant,Broken Shores AI Demo,4899,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17655,leet,Andromeda,565,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17655,leet,Newland Desert,585,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17655,leet,Varmint Woods,600,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17655,leet,Aegean,655,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17660,malle,Omni Forest,716,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17664,rhinoman,Newland Desert,565,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17664,rhinoman,Omni Forest,600,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17664,rhinoman,Varmint Woods,647,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17664,rhinoman,Aegean,,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17687,rollerrat,Aegean,551,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17687,rollerrat,Wailing Wastes,585,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17691,gofle,Southern Fouls Hills,615,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17708,stalker,Deep Artery Valley,595,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17710,pit lizard,Belial Forest,565,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17712,sandworm,Perpetual Wastelands,570,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17714,organic waste collector,Athen Shire,4328,https://www.ao-universe.com/guides/classic-ao/quests-guides-3/shoulderpads-quests,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17716,enigma,Central Artery Valley,590,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17716,enigma,Belial Forest,595,https://wiki.aodb.us/wiki/Dyna_Camps_by_level,COMMUNITY_DOCUMENTED,Documented family association
rdb-1040023-17720,mech dog - skin,Wailing Wastes,551,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-17720,mech dog - skin,Andromeda,655,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201533,lctower_guard_small,Avalon,505,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201533,lctower_guard_small,West Athens,545,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201533,lctower_guard_small,Mort,560,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201533,lctower_guard_small,The Perpetual Wastelands,570,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201533,lctower_guard_small,Aegean,585,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201533,lctower_guard_small,Varmint Woods,600,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201533,lctower_guard_small,Tir County,646,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201533,lctower_guard_small,Broken Shores,665,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201533,lctower_guard_small,Omni Forest,716,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201533,lctower_guard_small,Greater Omni Forest,717,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201533,lctower_guard_small,Stret West Bank,790,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201533,lctower_guard_small,Basic Omni org hq,4341,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201533,lctower_guard_small,Basic Clan org hq,4342,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201533,lctower_guard_small,Basic Neutral org hq,4343,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201533,lctower_guard_small,The Crypt of Home,4805,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201533,lctower_guard_small,Broken Shores AI movie,4898,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201533,lctower_guard_small,Broken Shores AI Demo,4899,RDB text,INFERRED_CORRELATION,Name-token correlation
rdb-1040023-201633,lctower_buff_small,Avalon,505,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201633,lctower_buff_small,West Athens,545,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201633,lctower_buff_small,Mort,560,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201633,lctower_buff_small,The Perpetual Wastelands,570,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201633,lctower_buff_small,Aegean,585,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201633,lctower_buff_small,Varmint Woods,600,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201633,lctower_buff_small,Tir County,646,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201633,lctower_buff_small,Broken Shores,665,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201633,lctower_buff_small,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201633,lctower_buff_small,Greater Omni Forest,717,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201633,lctower_buff_small,Stret West Bank,790,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201633,lctower_buff_small,Basic Omni org hq,4341,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201633,lctower_buff_small,Basic Clan org hq,4342,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201633,lctower_buff_small,Basic Neutral org hq,4343,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201633,lctower_buff_small,The Crypt of Home,4805,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201633,lctower_buff_small,Broken Shores AI movie,4898,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201633,lctower_buff_small,Broken Shores AI Demo,4899,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,Avalon,505,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,West Athens,545,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,Mort,560,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,The Perpetual Wastelands,570,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,Aegean,585,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,Varmint Woods,600,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,Tir County,646,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,Broken Shores,665,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,Omni Forest,716,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,Greater Omni Forest,717,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,Stret West Bank,790,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,Basic Omni org hq,4341,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,Basic Clan org hq,4342,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,Basic Neutral org hq,4343,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,The Crypt of Home,4805,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,Broken Shores AI movie,4898,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201635,lctower_controller_small,Broken Shores AI Demo,4899,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201637,lctower_debuff_small,Avalon,505,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
rdb-1040023-201637,lctower_debuff_small,West Athens,545,RDB text,RDB_TEMPLATE_NAME,Name-token correlation
