"Playfield","PlayfieldName","ComputedVendorId","StatelInstanceHex","StatelTemplateId","Coords","HasVendorRow","VendorHash","VendorTemplateItem","ActiveShopItems","CoverageExcluded","ExclusionReason","Issues"
"500","Parnassos","32768021","0xC01501F4","99522","226.448,16.4,160.231","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768022","0xC01601F4","99506","225.719,16.4,159.308","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768023","0xC01701F4","117673","224.476,16.4,158.955","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768024","0xC01801F4","99537","223.332,16.4,158.564","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768025","0xC01901F4","99526","222.312,16.4,158.193","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768026","0xC01A01F4","99539","221.331,16.4,157.809","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768027","0xC01B01F4","99540","220.278,16.4,157.358","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768028","0xC01C01F4","121033","219.673,16.4,157.879","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768029","0xC01D01F4","121031","219.333,16.4,159.129","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768030","0xC01E01F4","120511","232.893,16.399,165.46","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768031","0xC01F01F4","117749","231.973,16.4,166.237","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768032","0xC02001F4","99567","223.045,16.4,174.209","True","ICCEngN","99567","94","False","",""
"500","Parnassos","32768033","0xC02101F4","99557","217.05,16.4,172.115","True","ICCEnfN","99557","60","False","",""
"500","Parnassos","32768034","0xC02201F4","99559","219.08,16.4,173.977","True","ICCDocN","99559","115","False","",""
"500","Parnassos","32768035","0xC02301F4","99558","215.845,16.4,172.039","True","ICCBurN","99558","115","False","",""
"500","Parnassos","32768036","0xC02401F4","99556","219.088,16.4,172.871","True","ICCAgeN","99556","67","False","",""
"500","Parnassos","32768037","0xC02501F4","99560","219,16.4,175.131","True","ICCAdvN","99560","68","False","",""
"500","Parnassos","32768038","0xC02601F4","99561","218.148,16.4,172.2","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768039","0xC02701F4","99563","223.306,16.4,175.132","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768040","0xC02801F4","99564","223.583,16.4,172.203","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768041","0xC02901F4","99562","222.371,16.4,172.19","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768042","0xC02A01F4","99565","221.267,16.4,172.117","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768043","0xC02B01F4","99566","220.09,16.4,172.17","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768044","0xC02C01F4","99538","223.588,16.4,171.086","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768045","0xC02D01F4","99504","222.449,16.4,171.153","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768046","0xC02E01F4","99534","221.286,16.4,171.177","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768047","0xC02F01F4","99518","220.105,16.4,171.236","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768048","0xC03001F4","99542","219.015,16.4,171.115","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768049","0xC03101F4","99529","217.832,16.4,171.123","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768050","0xC03201F4","118286","216.778,16.4,171.085","True","SNCC","118286","255","False","",""
"500","Parnassos","32768051","0xC03301F4","99530","215.748,16.4,171.108","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768052","0xC03401F4","99523","214.963,16.4,170.276","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768053","0xC03501F4","99507","215.002,16.4,169.185","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768054","0xC03601F4","117674","223.993,16.4,169.768","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768055","0xC03701F4","99531","223.792,16.4,168.819","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768056","0xC03801F4","99499","235.707,16.4,177.596","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768057","0xC03901F4","99477","235.875,16.4,178.429","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768058","0xC03A01F4","99497","236.058,16.4,179.236","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768059","0xC03B01F4","99486","235.241,16.4,175.217","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768060","0xC03C01F4","99536","238.744,16.4,181.014","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768061","0xC03D01F4","99483","236.855,16.4,181.04","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768062","0xC03E01F4","118283","235.56,16.4,176.821","True","SNCO","118283","255","False","",""
"500","Parnassos","32768063","0xC03F01F4","99493","235.449,16.4,176.047","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768064","0xC04001F4","99489","236.378,16.4,180.767","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768065","0xC04101F4","99480","236.236,16.4,180.016","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768066","0xC04201F4","117648","237.855,16.4,181.098","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768067","0xC04301F4","120977","113.4,32,422.44","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768068","0xC04401F4","120973","113.4,32,420.4","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768069","0xC04501F4","155600","551.676,37.001,337.62","True","BkStA","155600","16","False","",""
"500","Parnassos","32768070","0xC04601F4","155599","551.665,37.001,339.238","True","BkStB","155599","17","False","",""
"500","Parnassos","32768071","0xC04701F4","155601","551.675,37.001,335.949","True","BkStS","155601","16","False","",""
"500","Parnassos","32768072","0xC04801F4","155602","547.938,37.001,320.321","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768073","0xC04901F4","155605","546.3,37.001,320.333","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768074","0xC04A01F4","155608","544.645,37.001,320.312","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768075","0xC04B01F4","155604","539.6,37.001,320.3","True","DevB","155604","27","False","",""
"500","Parnassos","32768076","0xC04C01F4","155607","538,37.001,320.34","True","DevA","155607","27","False","",""
"500","Parnassos","32768077","0xC04D01F4","155610","536.4,37.001,320.337","True","DevS","155610","26","False","",""
"500","Parnassos","32768078","0xC04E01F4","155603","530.567,37.001,320.3","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768079","0xC04F01F4","155606","529,37.001,320.3","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768080","0xC05001F4","155609","527.4,37.001,320.344","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768081","0xC05101F4","155595","421.521,32.8,360.723","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768082","0xC05201F4","155496","465,37.001,343.68","True","ACCmpB","155496","4","False","",""
"500","Parnassos","32768083","0xC05301F4","155497","466.6,37.001,343.653","True","ACCmpA","155497","4","False","",""
"500","Parnassos","32768084","0xC05401F4","155498","468.2,37.001,343.7","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768085","0xC05501F4","155311","470.6,37.001,343.7","True","NCCmpB","155311","58","False","",""
"500","Parnassos","32768086","0xC05601F4","155312","472.2,37.001,343.7","True","NCCmpA","155312","59","False","",""
"500","Parnassos","32768087","0xC05701F4","155313","473.8,37.001,343.7","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768088","0xC05801F4","155493","477.4,37.001,343.7","True","MECmpB","155493","17","False","",""
"500","Parnassos","32768089","0xC05901F4","155494","479,37.001,343.7","True","MECmpA","155494","16","False","",""
"500","Parnassos","32768090","0xC05A01F4","155495","480.6,37.001,343.7","True","MECmpS","155495","17","False","",""
"500","Parnassos","32768091","0xC05B01F4","155299","485.6,37.001,343.7","True","FNCB","155299","85","False","",""
"500","Parnassos","32768092","0xC05C01F4","155300","487.163,37.001,343.7","True","FNCA","155300","85","False","",""
"500","Parnassos","32768093","0xC05D01F4","155301","488.8,37.001,343.7","True","FNCS","155301","85","False","",""
"500","Parnassos","32768094","0xC05E01F4","155302","491,37.001,343.693","True","BNCB","155302","85","False","",""
"500","Parnassos","32768095","0xC05F01F4","155303","492.6,37.001,343.749","True","BNCA","155303","85","False","",""
"500","Parnassos","32768096","0xC06001F4","155307","494.2,37.001,343.7","True","BNCS","155307","85","False","",""
"500","Parnassos","32768097","0xC06101F4","155308","496.4,37.001,343.681","True","SNCB","155308","84","False","",""
"500","Parnassos","32768098","0xC06201F4","155309","498,37.001,343.672","True","SNCA","155309","84","False","",""
"500","Parnassos","32768099","0xC06301F4","155310","499.6,37.001,343.7","True","SNCS","155310","84","False","",""
"500","Parnassos","32768100","0xC06401F4","155499","502.4,37.001,343.7","True","GCmpB","155499","4","False","",""
"500","Parnassos","32768101","0xC06501F4","155500","504,37.001,343.7","True","GCmpA","155500","4","False","",""
"500","Parnassos","32768102","0xC06601F4","155501","505.6,37.001,343.696","True","GCmpS","155501","4","False","",""
"500","Parnassos","32768103","0xC06701F4","155296","508.824,37.001,343.7","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768104","0xC06801F4","155297","510.4,37.001,343.735","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768105","0xC06901F4","155298","512,37.001,343.7","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768106","0xC06A01F4","155490","514,37.001,343.707","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768107","0xC06B01F4","155491","515.6,37.001,343.664","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768108","0xC06C01F4","155492","517.2,37.001,343.726","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768109","0xC06D01F4","155314","519.803,37.001,343.651","True","PCCmpB","155314","37","False","",""
"500","Parnassos","32768110","0xC06E01F4","155488","521.4,37.001,343.7","True","PCCmpA","155488","36","False","",""
"500","Parnassos","32768111","0xC06F01F4","155489","523,37.001,343.676","True","PCCmpS","155489","37","False","",""
"500","Parnassos","32768112","0xC07001F4","155502","427.2,37.001,343.7","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768113","0xC07101F4","155503","428.8,37.001,343.7","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768114","0xC07201F4","155504","430.4,37.001,343.7","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768115","0xC07301F4","155505","432.8,37.001,343.707","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768116","0xC07401F4","155506","434.4,37.001,343.7","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768117","0xC07501F4","155507","436,37.001,343.7","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768118","0xC07601F4","155508","438.4,37.001,343.663","True","GRecB","155508","17","False","",""
"500","Parnassos","32768119","0xC07701F4","155509","440,37.001,343.7","True","GRecA","155509","17","False","",""
"500","Parnassos","32768120","0xC07801F4","155507","441.6,37.001,343.729","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768121","0xC07901F4","155235","472,37.001,320.302","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768122","0xC07A01F4","155233","468.8,37.001,320.3","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768123","0xC07B01F4","155234","470.4,37.001,320.3","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768124","0xC07C01F4","155236","474.2,37.001,320.3","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768125","0xC07D01F4","155282","475.8,37.001,320.3","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768126","0xC07E01F4","155283","477.4,37.001,320.3","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768127","0xC07F01F4","155290","480,37.001,320.3","True","EMTlB","155290","5","False","",""
"500","Parnassos","32768128","0xC08001F4","155291","481.6,37.001,320.3","True","EMTlA","155291","5","False","",""
"500","Parnassos","32768129","0xC08101F4","155292","483.2,37.001,320.3","True","EMTlS","155292","5","False","",""
"500","Parnassos","32768130","0xC08201F4","155284","485.6,37.001,320.3","True","GToolB","155284","12","False","",""
"500","Parnassos","32768131","0xC08301F4","155285","487.2,37.001,320.3","True","GToolA","155285","17","False","",""
"500","Parnassos","32768132","0xC08401F4","155286","488.8,37.001,320.3","True","GToolS","155286","12","False","",""
"500","Parnassos","32768133","0xC08501F4","155222","491.6,37.001,320.3","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768134","0xC08601F4","155223","493.2,37.001,320.3","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768135","0xC08701F4","155224","494.8,37.001,320.32","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"500","Parnassos","32768136","0xC08801F4","155287","497.4,37.001,320.282","True","PCTlB","155287","20","False","",""
"500","Parnassos","32768137","0xC08901F4","155288","499,37.001,320.3","True","PCTlA","155288","20","False","",""
"500","Parnassos","32768138","0xC08A01F4","155289","500.6,37.001,320.3","True","PCTlS","155289","20","False","",""
"500","Parnassos","32768139","0xC08B01F4","155225","565.191,20.001,103.666","False","","-1","0","True","NonShopStatelTemplate","no vendors row; runtime spawns empty statel vendor"
"540","Old Athen","35389440","0xC000021C","99569","442,8.001,330","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"540","Old Athen","35389442","0xC002021C","99569","462,15,414","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"540","Old Athen","35389444","0xC004021C","99569","406,15,378","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"540","Old Athen","35389446","0xC006021C","99569","418,8,458","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"565","Newland Desert","37027840","0xC0000235","99574","1541.97,31.201,2730.071","True","MedB","99574","99","False","",""
"565","Newland Desert","37027841","0xC0010235","99570","1549.943,31.2,2730.035","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"565","Newland Desert","37027842","0xC0020235","99602","1558.015,31.2,2730.102","True","AtkB","99602","8","False","",""
"565","Newland Desert","37027843","0xC0030235","99572","1525.965,31.2,2730.05","True","ICCSpWB","99572","31","False","",""
"565","Newland Desert","37027844","0xC0040235","99643","1518.001,31.2,2730.07","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"565","Newland Desert","37027845","0xC0050235","118287","1510.011,31.2,2730.056","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"565","Newland Desert","37027846","0xC0060235","99574","3258,24.61,1938","True","MedB","99574","99","False","",""
"565","Newland Desert","37027847","0xC0070235","121035","2187.295,21.3,1551.807","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"565","Newland Desert","37027848","0xC0080235","121037","2185.245,21.3,1552.811","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"600","Varmint Woods","39321600","0xC0000258","99479","3856.8,20.7,1934.4","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"600","Varmint Woods","39321601","0xC0010258","99482","3858,20.727,1934.4","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"600","Varmint Woods","39321612","0xC00C0258","93063","3855.1,20.84,1932.48","True","AdvOA","93063","34","False","",""
"655","Andromeda","42926080","0xC000028F","151987","3253.364,36.959,793.912","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"655","Andromeda","42926081","0xC001028F","297290","3249.843,35.912,797.143","True","ICCTech","297290","115","False","",""
"655","Andromeda","42926082","0xC002028F","297423","3248.217,35.9,797.603","True","ICCCnt","297423","62","False","",""
"655","Andromeda","42926083","0xC003028F","297424","3244.245,35.92,797.649","True","ICCAccB","297424","89","False","",""
"655","Andromeda","42926084","0xC004028F","297425","3242.625,35.912,797.162","True","ICCAccA","297425","86","False","",""
"655","Andromeda","42926085","0xC005028F","297426","3239.112,35.912,794.911","True","ICCAccS","297426","27","False","",""
"655","Andromeda","42926086","0xC006028F","297427","3238.075,35.912,793.695","True","ICCArmB","297427","88","False","",""
"655","Andromeda","42926087","0xC007028F","297428","3236.481,35.912,789.919","True","ICCArmA","297428","65","False","",""
"655","Andromeda","42926088","0xC008028F","297429","3236.362,35.912,785.414","True","ICCArmS","297429","25","False","",""
"655","Andromeda","42926089","0xC009028F","297430","3238.093,35.912,781.731","True","ICCWepB","297430","166","False","",""
"655","Andromeda","42926090","0xC00A028F","297431","3239.126,35.912,780.48","True","ICCWepA","297431","150","False","",""
"655","Andromeda","42926091","0xC00B028F","297432","3242.605,35.912,778.273","True","ICCWepS","297432","150","False","",""
"655","Andromeda","42926092","0xC00C028F","297459","3244.23,35.912,777.785","True","ICCAmmo","297459","13","False","",""
"655","Andromeda","42926093","0xC00D028F","297067","3248.212,35.904,777.784","True","ICCGenN","297067","24","False","",""
"655","Andromeda","42926094","0xC00E028F","297393","3249.839,35.917,778.224","True","ICCPhaB","297393","99","False","",""
"655","Andromeda","42926095","0xC00F028F","297394","3253.319,35.899,780.494","True","ICCPhaA","297394","90","False","",""
"655","Andromeda","42926096","0xC010028F","297395","3254.369,35.901,781.707","True","ICCPhaS","297395","54","False","",""
"665","Broken Shores","43581440","0xC0000299","99528","730.652,22.01,1543.597","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"665","Broken Shores","43581441","0xC0010299","99522","729.875,22.01,1541.501","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"665","Broken Shores","43581442","0xC0020299","99488","2313.068,7.2,2240.402","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"665","Broken Shores","43581443","0xC0030299","99527","928.852,49.4,3713.883","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"695","Lush Fields","45547520","0xC00002B7","99643","3277,7,2938","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"710","Omni-1 Trade","46530560","0xC00002C6","99555","246,8,413","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"710","Omni-1 Trade","46530561","0xC00102C6","99555","246,8,350","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"710","Omni-1 Trade","46530562","0xC00202C6","99555","562,8,351","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"710","Omni-1 Trade","46530563","0xC00302C6","99555","562,8,413","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"791","Holes in the Wall","51838976","0xC0000317","99634","351.576,0.208,778.344","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"791","Holes in the Wall","51838977","0xC0010317","151974","344.669,0.504,780.376","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"950","Omni Training","62259200","0xC00003B6","100035","60,14,50","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"952","Clan Training","62390272","0xC00003B8","100034","48,14,62","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"954","Neutral Training","62521344","0xC00003BA","99643","227.013,6,83.073","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"954","Neutral Training","62521345","0xC00103BA","99643","150.322,3.472,47.923","False","","-1","0","False","","no vendors row; runtime spawns empty statel vendor"
"1136","Mir shop clan","74448896","0xC0000470","99554","159,5.01,198.999","True","MiiHead","99554","24","False","",""
"1136","Mir shop clan","74448897","0xC0010470","99544","143.001,5.011,198.999","True","MiiFoot","99544","57","False","",""
"1136","Mir shop clan","74448898","0xC0020470","99546","143,5.01,195.358","True","MiiHand","99546","10","False","",""
"1136","Mir shop clan","74448899","0xC0030470","99545","143,5.01,203.283","True","MiiLeg","99545","79","False","",""
"1136","Mir shop clan","74448900","0xC0040470","99547","159,5.01,196.01","True","MiiSwim","99547","37","False","",""
"1136","Mir shop clan","74448901","0xC0050470","99548","143,5.01,197.283","True","MiiChst","99548","79","False","",""
"1136","Mir shop clan","74448902","0xC0060470","99543","143,5.01,201.283","True","MiiArm","99543","75","False","",""
"1136","Mir shop clan","74448903","0xC0070470","99550","159,5.01,201.955","True","MiiBack","99550","40","False","",""
"1137","mir shop omni","74514432","0xC0000471","99554","159,5,192.88","True","MiiHead","99554","24","False","",""
"1137","mir shop omni","74514433","0xC0010471","99544","143.001,5.001,192.88","True","MiiFoot","99544","57","False","",""
"1137","mir shop omni","74514434","0xC0020471","99546","143,5,189.24","True","MiiHand","99546","10","False","",""
"1137","mir shop omni","74514435","0xC0030471","99545","143,5,197.165","True","MiiLeg","99545","79","False","",""
"1137","mir shop omni","74514436","0xC0040471","99547","159,5,189.892","True","MiiSwim","99547","37","False","",""
"1137","mir shop omni","74514437","0xC0050471","99548","143,5,191.165","True","MiiChst","99548","79","False","",""
"1137","mir shop omni","74514438","0xC0060471","99543","143,5,195.165","True","MiiArm","99543","75","False","",""
"1137","mir shop omni","74514439","0xC0070471","99550","159,5,195.837","True","MiiBack","99550","40","False","",""
"1180","ord_smarket_clan_basic","77332480","0xC000049C","90589","197,5,207","True","AdvCB","90589","33","False","",""
"1180","ord_smarket_clan_basic","77332481","0xC001049C","90588","201,5,209","True","AgeCB","90588","33","False","",""
"1180","ord_smarket_clan_basic","77332482","0xC002049C","90587","205,5,209","True","BurCB","90587","60","False","",""
"1180","ord_smarket_clan_basic","77332483","0xC003049C","90586","209,5,209","True","DocCB","90586","60","False","",""
"1180","ord_smarket_clan_basic","77332484","0xC004049C","90585","213,5,209","True","EnfCB","90585","31","False","",""
"1180","ord_smarket_clan_basic","77332485","0xC005049C","90579","217,5,207","True","EngCB","90579","44","False","",""
"1180","ord_smarket_clan_basic","77332486","0xC006049C","90576","217,5.001,203","True","FixCB","90576","40","False","",""
"1180","ord_smarket_clan_basic","77332487","0xC007049C","90574","209,5,193","True","GenCB","90574","19","False","",""
"1180","ord_smarket_clan_basic","77332488","0xC008049C","90571","217,5,195","True","MarCB","90571","33","False","",""
"1180","ord_smarket_clan_basic","77332489","0xC009049C","90569","213,5,193","True","MetCB","90569","34","False","",""
"1180","ord_smarket_clan_basic","77332490","0xC00A049C","90567","217,5,199","True","NanCB","90567","74","False","",""
"1180","ord_smarket_clan_basic","77332491","0xC00B049C","90564","197,5,199","True","SolCB","90564","39","False","",""
"1180","ord_smarket_clan_basic","77332492","0xC00C049C","90562","197,5,203","True","TraCB","90562","69","False","",""
"1180","ord_smarket_clan_basic","77332493","0xC00D049C","99502","207,5.01,183","True","CBRE2SH","99502","29","False","",""
"1180","ord_smarket_clan_basic","77332494","0xC00E049C","99532","194.996,4.609,162.997","True","CB63J4Z","99532","7","False","",""
"1180","ord_smarket_clan_basic","77332495","0xC00F049C","99513","194.066,4.6,181.138","True","CBSRZ3W","99513","70","False","",""
"1180","ord_smarket_clan_basic","77332496","0xC010049C","99508","191.887,4.601,163.939","True","CBUMBXD","99508","40","False","",""
"1180","ord_smarket_clan_basic","77332497","0xC011049C","99527","207.154,4.6,162.871","True","CBIGA24","99527","19","False","",""
"1180","ord_smarket_clan_basic","77332498","0xC012049C","99505","209.829,4.6,163.716","True","CBIEXSV","99505","88","False","",""
