aorebirth_flags,aorebirth_item_type,aorebirth_quality_level,aorebirth_resolution,clicksaver_all_item_name,clicksaver_all_key_flags,clicksaver_all_metadata_word_0,clicksaver_all_metadata_word_1,clicksaver_all_metadata_word_2,clicksaver_all_name_offset,clicksaver_all_ordinal,clicksaver_all_raw_key,clicksaver_item_id,clicksaver_item_name,clicksaver_item_name_present,clicksaver_name_conflict,clicksaver_tiny_item_name,clicksaver_tiny_key_flags,clicksaver_tiny_metadata_word_0,clicksaver_tiny_metadata_word_1,clicksaver_tiny_metadata_word_2,clicksaver_tiny_name_offset,clicksaver_tiny_ordinal,clicksaver_tiny_raw_key,group_high_id,group_high_ql,group_low_id,group_low_ql,group_relation_ids,in_all_cdb,in_tiny_cdb,name_authority,reward_catalog_endpoint_matches,reward_catalog_name_candidates
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Augmented Nano Armor Pants,2,1189653,65335,13299,12665,626,2147505465,21817,Augmented Nano Armor Pants,True,False,Augmented Nano Armor Pants,2,1189653,65335,13299,12469,616,2147505465,21817,200,85508,1,"[21817,85508]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,High-Quality Cyber Armor Sleeves,2,285516,65335,13223,12702,627,2147505565,21917,High-Quality Cyber Armor Sleeves,True,False,High-Quality Cyber Armor Sleeves,2,285516,65335,13223,12506,617,2147505565,21917,200,85477,1,"[21917,85477]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Energized Armor Sleeves,2,261723,65335,13225,12744,628,2147505569,21921,Flawless Energized Armor Sleeves,True,False,Flawless Energized Armor Sleeves,2,261723,65335,13225,12548,618,2147505569,21921,200,85755,1,"[21921,85755]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Kevlar Armor Sleeves,2,333102,65335,13227,12786,629,2147505577,21929,Flawless Kevlar Armor Sleeves,True,False,Flawless Kevlar Armor Sleeves,2,333102,65335,13227,12590,619,2147505577,21929,200,85745,1,"[21929,85745]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Augmented Martial Artist Suit Sleeves,2,380689,65335,13229,12826,630,2147505585,21937,Augmented Martial Artist Suit Sleeves,True,False,Augmented Martial Artist Suit Sleeves,2,380689,65335,13229,12630,620,2147505585,21937,200,85743,1,"[21937,85743]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Armor Sleeves,2,392585,65335,13232,12873,631,2147505603,21955,Assault-Issue Omni-Pol Armor Sleeves,True,False,Assault-Issue Omni-Pol Armor Sleeves,2,392585,65335,13232,12677,621,2147505603,21955,200,85735,1,"[21955,85735]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Elite Armor Sleeves,2,475861,65335,21850,12919,632,2147505607,21959,Assault-Issue Omni-Pol Elite Armor Sleeves,True,False,Assault-Issue Omni-Pol Elite Armor Sleeves,2,475861,65335,21850,12723,622,2147505607,21959,200,85733,1,"[21959,85733]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Forest Armor Sleeves,2,297413,65335,13233,12970,633,2147505611,21963,Assault-Issue Omni-Pol Forest Armor Sleeves,True,False,Assault-Issue Omni-Pol Forest Armor Sleeves,2,297413,65335,13233,12774,623,2147505611,21963,200,85732,1,"[21963,85732]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Heated Plasteel Armor Sleeves,2,261723,65335,21976,13022,634,2147505615,21967,Flawless Heated Plasteel Armor Sleeves,True,False,Flawless Heated Plasteel Armor Sleeves,2,261723,65335,21976,12826,624,2147505615,21967,200,85731,1,"[21967,85731]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,High-Quality Steel-Ribbed Armor Sleeves,2,344999,65335,13236,13070,635,2147505619,21971,High-Quality Steel-Ribbed Armor Sleeves,True,False,High-Quality Steel-Ribbed Armor Sleeves,2,344999,65335,13236,12874,625,2147505619,21971,200,85724,1,"[21971,85724]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Augmented Tech Armor Sleeves,2,374740,65335,13237,13119,636,2147505623,21975,Augmented Tech Armor Sleeves,True,False,Augmented Tech Armor Sleeves,2,374740,65335,13237,12923,626,2147505623,21975,200,85719,1,"[21975,85719]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Kevlar Vest,2,1332411,65335,21858,13158,637,2147505652,22004,Flawless Kevlar Vest,True,False,Flawless Kevlar Vest,2,1332411,65335,21858,12962,627,2147505652,22004,200,85691,1,"[22004,85691]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,High-Quality Cyber Body Armor,2,1142067,65335,22089,13190,638,2147505658,22010,High-Quality Cyber Body Armor,True,False,High-Quality Cyber Body Armor,2,1142067,65335,22089,12994,628,2147505658,22010,200,85712,1,"[22010,85712]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,High-Quality Cyber Female Body Armor,2,1142067,65335,13245,13230,639,2147505662,22014,High-Quality Cyber Female Body Armor,True,False,High-Quality Cyber Female Body Armor,2,1142067,65335,13245,13034,629,2147505662,22014,200,85711,1,"[22014,85711]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Energized Body Armor,2,1046894,65335,13243,13276,640,2147505666,22018,Flawless Energized Body Armor,True,False,Flawless Energized Body Armor,2,1046894,65335,13243,13080,630,2147505666,22018,200,85702,1,"[22018,85702]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Kevlar Body Armor,2,1332411,65335,13249,13316,641,2147505674,22026,Flawless Kevlar Body Armor,True,False,Flawless Kevlar Body Armor,2,1332411,65335,13249,13120,631,2147505674,22026,200,85692,1,"[22026,85692]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Augmented Martial Artist Suit Shirt,2,1522756,65335,22094,13353,642,2147505694,22046,Augmented Martial Artist Suit Shirt,True,False,Augmented Martial Artist Suit Shirt,2,1522756,65335,22094,13157,632,2147505694,22046,200,85687,1,"[22046,85687]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Body Armor,2,1570342,65335,13253,13398,643,2147505712,22064,Assault-Issue Omni-Pol Body Armor,True,False,Assault-Issue Omni-Pol Body Armor,2,1570342,65335,13253,13202,633,2147505712,22064,200,85679,1,"[22064,85679]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Elite Body Armor,2,1903445,65335,19816,13441,644,2147505716,22068,Assault-Issue Omni-Pol Elite Body Armor,True,False,Assault-Issue Omni-Pol Elite Body Armor,2,1903445,65335,19816,13245,634,2147505716,22068,200,85677,1,"[22068,85677]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Forest Body Armor,2,1189653,65335,13254,13490,645,2147505720,22072,Assault-Issue Omni-Pol Forest Body Armor,True,False,Assault-Issue Omni-Pol Forest Body Armor,2,1189653,65335,13254,13294,635,2147505720,22072,200,85676,1,"[22072,85676]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Heated Plasteel Body Armor,2,1046894,65335,21977,13539,646,2147505724,22076,Flawless Heated Plasteel Body Armor,True,False,Flawless Heated Plasteel Body Armor,2,1046894,65335,21977,13343,636,2147505724,22076,200,85675,1,"[22076,85675]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,High-Quality Steel-Ribbed Body Armor,2,1379997,65335,13257,13584,647,2147505728,22080,High-Quality Steel-Ribbed Body Armor,True,False,High-Quality Steel-Ribbed Body Armor,2,1379997,65335,13257,13388,637,2147505728,22080,200,85668,1,"[22080,85668]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Augmented Tech Body Armor,2,1498962,65335,13258,13630,648,2147505732,22084,Augmented Tech Body Armor,True,False,Augmented Tech Body Armor,2,1498962,65335,13258,13434,638,2147505732,22084,200,85663,1,"[22084,85663]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Augmented Tech Female Body Armor,2,1498962,65335,31555,13666,649,2147505736,22088,Augmented Tech Female Body Armor,True,False,Augmented Tech Female Body Armor,2,1498962,65335,31555,13470,639,2147505736,22088,200,85662,1,"[22088,85662]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,High-Quality Cyber Armor Boots,2,428275,65335,13262,13708,650,2147505752,22104,High-Quality Cyber Armor Boots,True,False,High-Quality Cyber Armor Boots,2,428275,65335,13262,13512,640,2147505752,22104,200,85655,1,"[22104,85655]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Energized Armor Boots,2,392585,65335,13263,13749,651,2147505756,22108,Flawless Energized Armor Boots,True,False,Flawless Energized Armor Boots,2,392585,65335,13263,13553,641,2147505756,22108,200,85650,1,"[22108,85650]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Kevlar Armor Boots,2,499654,65335,13265,13790,652,2147505764,22116,Flawless Kevlar Armor Boots,True,False,Flawless Kevlar Armor Boots,2,499654,65335,13265,13594,642,2147505764,22116,200,85641,1,"[22116,85641]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Augmented Martial Artist Suit Boots,2,571033,65335,13267,13828,653,2147505772,22124,Augmented Martial Artist Suit Boots,True,False,Augmented Martial Artist Suit Boots,2,571033,65335,13267,13632,643,2147505772,22124,200,85639,1,"[22124,85639]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Armor Boots,2,588878,65335,13270,13873,654,2147505790,22142,Assault-Issue Omni-Pol Armor Boots,True,False,Assault-Issue Omni-Pol Armor Boots,2,588878,65335,13270,13677,644,2147505790,22142,200,85631,1,"[22142,85631]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Elite Armor Boots,2,713791,65335,21866,13917,655,2147505794,22146,Assault-Issue Omni-Pol Elite Armor Boots,True,False,Assault-Issue Omni-Pol Elite Armor Boots,2,713791,65335,21866,13721,645,2147505794,22146,200,85629,1,"[22146,85629]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Forest Armor Boots,2,446119,65335,13271,13966,656,2147505798,22150,Assault-Issue Omni-Pol Forest Armor Boots,True,False,Assault-Issue Omni-Pol Forest Armor Boots,2,446119,65335,13271,13770,646,2147505798,22150,200,85628,1,"[22150,85628]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Heated Plasteel Armor Boots,2,392585,65335,21978,14016,657,2147505802,22154,Flawless Heated Plasteel Armor Boots,True,False,Flawless Heated Plasteel Armor Boots,2,392585,65335,21978,13820,647,2147505802,22154,200,85627,1,"[22154,85627]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,High-Quality Steel-Ribbed Armor Boots,2,517499,65335,13274,14062,658,2147505806,22158,High-Quality Steel-Ribbed Armor Boots,True,False,High-Quality Steel-Ribbed Armor Boots,2,517499,65335,13274,13866,648,2147505806,22158,200,85620,1,"[22158,85620]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Augmented Tech Armor Boots,2,562111,65335,13275,14109,659,2147505810,22162,Augmented Tech Armor Boots,True,False,Augmented Tech Armor Boots,2,562111,65335,13275,13913,649,2147505810,22162,200,85615,1,"[22162,85615]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,High-Quality Cyber Armor Gloves,2,285516,65335,13276,14146,660,2147505814,22166,High-Quality Cyber Armor Gloves,True,False,High-Quality Cyber Armor Gloves,2,285516,65335,13276,13950,650,2147505814,22166,200,85612,1,"[22166,85612]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Energized Armor Gloves,2,261723,65335,13277,14188,661,2147505818,22170,Flawless Energized Armor Gloves,True,False,Flawless Energized Armor Gloves,2,261723,65335,13277,13992,651,2147505818,22170,200,85607,1,"[22170,85607]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Kevlar Armor Gloves,2,333102,65335,13279,14230,662,2147505826,22178,Flawless Kevlar Armor Gloves,True,False,Flawless Kevlar Armor Gloves,2,333102,65335,13279,14034,652,2147505826,22178,200,85598,1,"[22178,85598]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Armor Gloves,2,392585,65335,13283,14269,663,2147505844,22196,Assault-Issue Omni-Pol Armor Gloves,True,False,Assault-Issue Omni-Pol Armor Gloves,2,392585,65335,13283,14073,653,2147505844,22196,200,85591,1,"[22196,85591]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Elite Armor Gloves,2,475861,65335,21872,14314,664,2147505848,22200,Assault-Issue Omni-Pol Elite Armor Gloves,True,False,Assault-Issue Omni-Pol Elite Armor Gloves,2,475861,65335,21872,14118,654,2147505848,22200,200,85589,1,"[22200,85589]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Forest Armor Gloves,2,297413,65335,13284,14364,665,2147505852,22204,Assault-Issue Omni-Pol Forest Armor Gloves,True,False,Assault-Issue Omni-Pol Forest Armor Gloves,2,297413,65335,13284,14168,655,2147505852,22204,200,85588,1,"[22204,85588]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Heated Plasteel Armor Gloves,2,261723,65335,21979,14415,666,2147505856,22208,Flawless Heated Plasteel Armor Gloves,True,False,Flawless Heated Plasteel Armor Gloves,2,261723,65335,21979,14219,656,2147505856,22208,200,85587,1,"[22208,85587]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,High-Quality Steel-Ribbed Armor Gloves,2,344999,65335,13286,14462,667,2147505860,22212,High-Quality Steel-Ribbed Armor Gloves,True,False,High-Quality Steel-Ribbed Armor Gloves,2,344999,65335,13286,14266,657,2147505860,22212,200,85580,1,"[22212,85580]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Augmented Tech Armor Gloves,2,374740,65335,13287,14510,668,2147505864,22216,Augmented Tech Armor Gloves,True,False,Augmented Tech Armor Gloves,2,374740,65335,13287,14314,658,2147505864,22216,200,85575,1,"[22216,85575]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,High-Quality Cyber Armor Helmet,2,856550,65335,22267,14548,669,2147505867,22219,High-Quality Cyber Armor Helmet,True,False,High-Quality Cyber Armor Helmet,2,856550,65335,22267,14352,659,2147505867,22219,200,85572,1,"[22219,85572]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Energized Armor Helmet,2,785171,65335,10834,14590,670,2147505871,22223,Flawless Energized Armor Helmet,True,False,Flawless Energized Armor Helmet,2,785171,65335,10834,14394,660,2147505871,22223,200,85567,1,"[22223,85567]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Armor Helmet,2,1177756,65335,10840,14632,671,2147505894,22246,Assault-Issue Omni-Pol Armor Helmet,True,False,Assault-Issue Omni-Pol Armor Helmet,2,1177756,65335,10840,14436,661,2147505894,22246,200,85552,1,"[22246,85552]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Elite Armor Helmet,2,1427583,65335,22269,14677,672,2147505898,22250,Assault-Issue Omni-Pol Elite Armor Helmet,True,False,Assault-Issue Omni-Pol Elite Armor Helmet,2,1427583,65335,22269,14481,662,2147505898,22250,200,85550,1,"[22250,85550]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Forest Armor Helmet,2,892239,65335,10841,14727,673,2147505902,22254,Assault-Issue Omni-Pol Forest Armor Helmet,True,False,Assault-Issue Omni-Pol Forest Armor Helmet,2,892239,65335,10841,14531,663,2147505902,22254,200,85549,1,"[22254,85549]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Heated Plasteel Armor Helmet,2,785171,65335,22270,14778,674,2147505906,22258,Flawless Heated Plasteel Armor Helmet,True,False,Flawless Heated Plasteel Armor Helmet,2,785171,65335,22270,14582,664,2147505906,22258,200,85548,1,"[22258,85548]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,High-Quality Steel-Ribbed Armor Helmet,2,1034998,65335,10843,14825,675,2147505910,22262,High-Quality Steel-Ribbed Armor Helmet,True,False,High-Quality Steel-Ribbed Armor Helmet,2,1034998,65335,10843,14629,665,2147505910,22262,200,85541,1,"[22262,85541]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Augmented Tech Armor Helmet,2,1124222,65335,10844,14873,676,2147505914,22266,Augmented Tech Armor Helmet,True,False,Augmented Tech Armor Helmet,2,1124222,65335,10844,14677,666,2147505914,22266,200,85536,1,"[22266,85536]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,High-Quality Cyber Armor Pants,2,713791,65335,13290,14911,677,2147505937,22289,High-Quality Cyber Armor Pants,True,False,High-Quality Cyber Armor Pants,2,713791,65335,13290,14715,667,2147505937,22289,200,85531,1,"[22289,85531]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Energized Armor Pants,2,654309,65335,13292,14952,678,2147505941,22293,Flawless Energized Armor Pants,True,False,Flawless Energized Armor Pants,2,654309,65335,13292,14756,668,2147505941,22293,200,85526,1,"[22293,85526]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Kevlar Armor Pants,2,832757,65335,13294,14993,679,2147505949,22301,Flawless Kevlar Armor Pants,True,False,Flawless Kevlar Armor Pants,2,832757,65335,13294,14797,669,2147505949,22301,200,85516,1,"[22301,85516]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Augmented Martial Artist Suit Pants,2,951722,65335,13297,15031,680,2147505961,22313,Augmented Martial Artist Suit Pants,True,False,Augmented Martial Artist Suit Pants,2,951722,65335,13297,14835,670,2147505961,22313,200,85513,1,"[22313,85513]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Armor Pants,2,981463,65335,13300,15076,681,2147505979,22331,Assault-Issue Omni-Pol Armor Pants,True,False,Assault-Issue Omni-Pol Armor Pants,2,981463,65335,13300,14880,671,2147505979,22331,200,85505,1,"[22331,85505]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Elite Armor Pants,2,1189653,65335,21879,15120,682,2147505983,22335,Assault-Issue Omni-Pol Elite Armor Pants,True,False,Assault-Issue Omni-Pol Elite Armor Pants,2,1189653,65335,21879,14924,672,2147505983,22335,200,85503,1,"[22335,85503]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Assault-Issue Omni-Pol Forest Armor Pants,2,743533,65335,13301,15169,683,2147505987,22339,Assault-Issue Omni-Pol Forest Armor Pants,True,False,Assault-Issue Omni-Pol Forest Armor Pants,2,743533,65335,13301,14973,673,2147505987,22339,200,85502,1,"[22339,85502]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Flawless Heated Plasteel Armor Pants,2,654309,65335,21980,15219,684,2147505991,22343,Flawless Heated Plasteel Armor Pants,True,False,Flawless Heated Plasteel Armor Pants,2,654309,65335,21980,15023,674,2147505991,22343,200,85501,1,"[22343,85501]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,High-Quality Steel-Ribbed Armor Pants,2,862498,65335,13304,15265,685,2147505995,22347,High-Quality Steel-Ribbed Armor Pants,True,False,High-Quality Steel-Ribbed Armor Pants,2,862498,65335,13304,15069,675,2147505995,22347,200,85494,1,"[22347,85494]",True,True,ALL_CDB,2,1
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Augmented Tech Armor Pants,2,936851,65335,13305,15312,686,2147505999,22351,Augmented Tech Armor Pants,True,False,Augmented Tech Armor Pants,2,936851,65335,13305,15116,676,2147505999,22351,200,85489,1,"[22351,85489]",True,True,ALL_CDB,2,1
0,0,1,EXACT_ID,Small Trunk,2,520,65534,154186,15349,687,2147506791,23143,Small Trunk,True,False,,,,,,,,,23143,1,23143,1,[23143],True,False,ALL_CDB,0,0
0,0,1,EXACT_ID,Cardboard Box,2,10,65534,154191,15373,688,2147506795,23147,Cardboard Box,True,False,,,,,,,,,23147,1,23147,1,[23147],True,False,ALL_CDB,0,0
0,0,1,EXACT_ID,Light Plasteel Barrel,2,150,65534,154194,15399,689,2147506797,23149,Light Plasteel Barrel,True,False,,,,,,,,,23149,1,23149,1,[23149],True,False,ALL_CDB,0,0
0,0,1,EXACT_ID,Worn Crate,2,400,65534,154190,15432,690,2147506799,23151,Worn Crate,True,False,,,,,,,,,23151,1,23151,1,[23151],True,False,ALL_CDB,0,0
0,0,1,EXACT_ID,Bag,2,280,65534,154189,15455,691,2147506801,23153,Bag,True,False,,,,,,,,,23153,1,23153,1,[23153],True,False,ALL_CDB,0,0
0,0,1,EXACT_ID,Old Barrel,2,50,65534,154193,15472,692,2147506803,23155,Old Barrel,True,False,,,,,,,,,23155,1,23155,1,[23155],True,False,ALL_CDB,0,0
0,0,1,EXACT_ID,Small Box,2,30,65534,154188,15495,693,2147506805,23157,Small Box,True,False,,,,,,,,,23157,1,23157,1,[23157],True,False,ALL_CDB,0,0
0,0,1,EXACT_ID,Large Metal Box,2,150,65534,154187,15517,694,2147506807,23159,Large Metal Box,True,False,,,,,,,,,23159,1,23159,1,[23159],True,False,ALL_CDB,0,0
0,0,1,EXACT_ID,Barrel,2,50,65534,20412,15545,695,2147506811,23163,Barrel,True,False,,,,,,,,,23163,1,23163,1,[23163],True,False,ALL_CDB,0,0
0,0,1,EXACT_ID_AND_REWARD_ENDPOINT,Simple First-Aid Kit,2,25,65534,11708,15565,696,2147506962,23314,Simple First-Aid Kit,True,False,Simple First-Aid Kit,2,25,65534,11708,15153,677,2147506962,160276,400,23314,1,"[23314,23316,160276]",True,True,ALL_CDB,1,2
0,0,200,EXACT_ID_AND_REWARD_ENDPOINT,Simple First-Aid Kit,2,10000,65335,11708,15597,697,2147506964,23316,Simple First-Aid Kit,True,False,Simple First-Aid Kit,2,10000,65335,11708,15185,678,2147506964,160276,400,23314,1,"[23314,23316,160276]",True,True,ALL_CDB,2,2
0,0,1,EXACT_ID,Cell Structure Scanner,2,0,65534,0,15629,698,2147508210,24562,Cell Structure Scanner,True,False,,,,,,,,,24562,1,24562,1,[24562],True,False,ALL_CDB,0,0
0,0,1,EXACT_ID,Excellent Plastic Muscles,2,15563,65534,12688,15663,699,2147509454,25806,Excellent Plastic Muscles,True,False,,,,,,,,,25806,1,25806,1,[25806],True,False,ALL_CDB,0,0
