ObservationId,EquivalentObservationCount,CapturedUtc,Sequence,Behavior,NpcFamily,MonsterData,Level,CapturedPlayfieldId,RuntimePlayfieldId,Name,SourceIdentity,SourceGeneration,RouteSignature,StartX,StartY,StartZ,EndX,EndY,EndZ,DelayAfterSeconds,PathCount
m03645,1,2026-07-22T13:49:21.267616Z,41952,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,49a698ed76d7be0a,3539.32471,2.11,685.532227,3549.42578,2.61,687.776489,1.730456,2
m03649,1,2026-07-22T13:49:22.998072Z,42001,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,5b1d5afb3a83bdd2,3547.7019,2.11,687.523071,3556.70166,2.61,692.42804,10.610039,2
m03652,1,2026-07-22T13:49:33.608111Z,42248,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,f04d2fd67be56914,3555.85693,2.11,691.912476,3559.29175,2.61,693.499207,13.959267,2
m03673,1,2026-07-22T13:49:47.567378Z,42790,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,1e15d745d2117f08,3560.90186,2.11,665.202087,3564.03809,2.61,667.417053,1.071116,2
m03677,1,2026-07-22T13:49:48.638494Z,42808,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,21e4344536457f4d,3563.2395,2.11,666.852905,3569.41309,2.61,669.203796,1.532262,2
m03680,1,2026-07-22T13:49:50.170756Z,42828,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,fd2b05a904942df9,3568.55908,2.11,668.87854,3571.80005,2.79236,675.576416,1.770889,2
m03683,1,2026-07-22T13:49:51.941645Z,42857,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,2c46c1c0c7117cbc,3571.37573,2.11,674.700012,3576.0708,3.31524,683.39801,1.719908,2
m03687,1,2026-07-22T13:49:53.661553Z,42890,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,76e5e66386412044,3574.79053,2.70653,681.099548,3582.17041,3.209542,690.096802,1.840949,2
m03691,1,2026-07-22T13:49:55.502502Z,42955,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,1,56fc7af4e6318829,3580.42749,2.797103,688.060303,3587.62476,2.61,699.177368,0,2
m07267,1,2026-07-22T13:59:05.218962Z,53025,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,e4eef3ec2c696dfc,3551.77393,5.110001,865.152161,3549.91772,5.780165,863.955261,0.535729,2
m07271,1,2026-07-22T13:59:05.754691Z,53048,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,f5478f90fe976539,3550.6272,5.110001,864.412781,3545.0769,6.273906,862.480469,3.174643,2
m07284,1,2026-07-22T13:59:08.929334Z,53246,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,4e3f91fd0212e330,3551.19873,5.110001,862.736816,3559.01318,5.610001,858.24469,5.004623,2
m07294,1,2026-07-22T13:59:13.933957Z,53516,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,3aad1c5fc4215f23,3566.78833,5.1,852.073792,3550.7605,5.610001,848.573853,1.806796,2
m07299,1,2026-07-22T13:59:15.740753Z,53536,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,9b515cc6e5f0e772,3559.29199,5.110001,850.378418,3542.06226,5.610001,847.719177,1.70186,2
m07306,1,2026-07-22T13:59:17.442613Z,53551,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,785fe78beabfa0b0,3550.60376,5.110001,849.004395,3532.34863,5.610001,848.732361,1.900741,2
m07312,1,2026-07-22T13:59:19.343354Z,53579,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,8692306f3d93564f,3540.88916,5.110001,848.782654,3523.29443,5.610001,845.522949,1.981766,2
m07319,1,2026-07-22T13:59:21.325120Z,53680,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,a91e6ff9c20ae83b,3531.29419,5.110001,847.105774,3513.17749,5.610001,845.0271,76.859649,2
m07526,1,2026-07-22T14:00:38.184769Z,55702,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,1b55da8e4dce7b0f,3473.97388,2.11,697.49585,3471.42798,2.61,695.56073,52.979992,2
m07550,1,2026-07-22T14:01:31.164761Z,56752,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,05a42cdef43f6c1c,3433.34937,2.11,692.145752,3431.96143,2.61,689.661682,2.156146,2
m07559,1,2026-07-22T14:01:33.320907Z,56845,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,6cdbe809cb97b6da,3428.16113,2.11,688.395386,3426.14819,2.61,682.325562,14.913098,2
m07575,1,2026-07-22T14:01:48.234005Z,57400,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,e8ae0bb6e155f052,3429.29395,2.11,671.735413,3426.73901,2.61,669.223816,1.199882,2
m07578,1,2026-07-22T14:01:49.433887Z,57448,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,edb8632f487b4635,3427.38477,2.11,669.859009,3426.37183,2.939635,665.642639,0.851156,2
m07582,1,2026-07-22T14:01:50.285043Z,57466,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,d6dab0e278e1badd,3426.60327,2.11,666.607239,3422.5979,2.61,660.011353,28.860495,2
m07616,1,2026-07-22T14:02:19.145538Z,58604,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,11630456743eef49,3380.65283,2.11,649.330994,3376.77026,3.340835,645.379456,5.651651,2
m07626,1,2026-07-22T14:02:24.797189Z,58850,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,3f2a12ea3f31d3e5,3362.24927,3.483191,638.009949,3360.45386,3.611495,633.666809,16.842353,2
m07640,1,2026-07-22T14:02:41.639542Z,59336,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,bf42c6ab0e96f30a,3353.56201,4.288887,626.557251,3355.27954,4.848282,623.46698,0.99999,2
m07644,1,2026-07-22T14:02:42.639532Z,59370,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,f0497b9ea852ff03,3354.83667,4.021301,624.264099,3358.02686,4.650953,619.635498,1.354643,2
m07647,1,2026-07-22T14:02:43.994175Z,59429,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,1cb87476ba276f0d,3357.53223,4.14725,620.35321,3361.28955,3.265316,613.68689,6.469328,2
m07651,1,2026-07-22T14:02:50.463503Z,59659,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,0f1ec7b44519e7c2,3360.85425,2.959243,614.45929,3363.33472,2.61,611.774536,1.050111,2
m07655,1,2026-07-22T14:02:51.513614Z,59698,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,9698cff1cfb083c6,3362.7146,2.37814,612.445618,3362.21851,2.61,605.107239,1.663463,2
m07658,1,2026-07-22T14:02:53.177077Z,59773,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,ca6fa89b12103ff0,3362.28442,2.11,606.079651,3368.83276,2.61,600.229736,1.86014,2
m07661,1,2026-07-22T14:02:55.037217Z,59805,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,988219c5810b977f,3367.8291,2.11,601.126953,3374.10278,2.61,593.571228,2.090766,2
m07664,1,2026-07-22T14:02:57.127983Z,59844,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,48632ba5995d6eef,3373.48706,2.11,594.346497,3379.27954,2.61,586.236511,1.38975,2
m07667,1,2026-07-22T14:02:58.517733Z,59864,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,fcbdc8d97a78abad,3377.99463,2.11,588.0354,3383.90332,2.61,576.553955,2.469826,2
m07670,1,2026-07-22T14:03:00.987559Z,59911,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,2,bad9a7ebd82555aa,3383.45972,2.11,577.448181,3381.15283,2.61,571.397278,0,2
m07934,1,2026-07-22T14:07:04.519324Z,65172,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,3,7f2dd0a833faf9d5,3607.22266,0.01,397.336578,3603.6062,0.51,395.77533,90.570124,2
m07962,1,2026-07-22T14:08:35.089448Z,66176,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,3,a0bb7e723f041d8a,3634.02246,0.01,396.026459,3631.92822,0.51,395.55484,14.41481,2
m07992,1,2026-07-22T14:08:49.504258Z,66692,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,3,c90cce3d94e9d296,3680.71973,0.370558,388.375427,3680.95435,4.558059,397.057587,1.949437,2
m07995,1,2026-07-22T14:08:51.453695Z,66735,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,3,a47de260fad4795c,3680.80981,2.304602,395.378052,3679.36914,4.626504,406.135437,1.659887,2
m07998,1,2026-07-22T14:08:53.113582Z,66743,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,3,ff8a231a3aa6476c,3678.96191,4.525818,403.235931,3675.15381,3.683251,413.468475,1.660324,2
m08001,1,2026-07-22T14:08:54.773906Z,66747,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,3,f97e3a70987cf36d,3675.59448,3.169915,410.923492,3670.87988,6.590224,420.923248,635.518882,2
m09187,1,2026-07-22T14:19:30.292788Z,81991,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,3,9050e82a3fc9a1ed,3408.51025,9.01,888.648621,3407.99658,9.01,886.347656,0.429691,2
m09191,1,2026-07-22T14:19:30.722479Z,82010,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,3,62d6b19495b97720,3408.20361,9.01,887.275085,3407.52979,9.51,883.322815,1.053501,2
m09196,1,2026-07-22T14:19:31.775980Z,82108,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,3,aca5b3a877643762,3407.68384,9.01,884.229614,3407.91284,9.01,878.587097,1.307415,2
m09204,1,2026-07-22T14:19:33.083395Z,82159,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,3,ef763171b013c3f1,3407.87646,9.01,879.48938,3409.81396,9.51,871.361633,2.460779,2
m09213,1,2026-07-22T14:19:35.544174Z,82237,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,3,02f73014a370468c,3410.50537,9.01,872.539246,3416.76587,9.645,860.27124,1.976981,2
m09222,1,2026-07-22T14:19:37.521155Z,82287,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,3,0dfa3fdb18599988,3414.62354,9.01,865.936646,3423.7522,10.5511,853.931335,3.090009,2
m09237,1,2026-07-22T14:19:40.611164Z,82406,leash,97,96195,1,1044525,6553,Anger Manifestation,SimpleChar:798915B3,3,90f7b89011db65d6,3423.21167,9.145,854.607849,3425.69531,9.645,846.156982,0,2
m03499,1,2026-07-22T13:47:04.962374Z,37969,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,def760392cbc5462,3345.15869,4.779715,662.604858,3348.70166,5.353428,662.656616,0.886079,2
m03502,1,2026-07-22T13:47:05.848453Z,38005,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,0c88bb85bbadd0f7,3347.81348,5.377041,662.64386,3353.55298,4.222134,664.704163,19.430414,2
m03520,1,2026-07-22T13:47:25.278867Z,38714,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,b207a99f26550b22,3367.52295,2.331942,670.187927,3370.91235,2.91,672.174438,13.532839,2
m03538,1,2026-07-22T13:47:38.811706Z,39141,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,334e80decc1454a5,3386.86743,2.11,679.40802,3387.21582,3.190574,683.656982,1.148618,2
m03541,1,2026-07-22T13:47:39.960324Z,39178,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,cbb6aa07a0c63294,3387.14575,2.11,682.80481,3391.56958,3.286428,688.735962,1.676429,2
m03546,1,2026-07-22T13:47:41.636753Z,39252,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,76657d6199bea0d0,3391.06763,2.11,688.0625,3400.448,2.61,689.720886,1.850258,2
m03550,1,2026-07-22T13:47:43.487011Z,39323,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,a523bf85b191e660,3398.3208,2.11,689.34491,3410.41553,2.61,687.980774,2.360618,2
m03553,1,2026-07-22T13:47:45.847629Z,39477,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,7534ff2263c4f5ee,3409.43823,2.11,688.116516,3413.71191,2.61,691.218933,21.737124,2
m03568,1,2026-07-22T13:48:07.584753Z,40010,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,f51cc38d5785d6c4,3428.43311,2.11,667.295349,3428.74072,2.61,670.33252,0.802904,2
m03571,1,2026-07-22T13:48:08.387657Z,40050,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,42ce7212d701b015,3428.6438,2.11,669.37561,3431.61743,2.966977,672.899414,1.17154,2
m03574,1,2026-07-22T13:48:09.559197Z,40077,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,a53ebec5c20514cc,3431.10205,2.11,672.288147,3438.06763,2.61,675.748108,1.658542,2
m03577,1,2026-07-22T13:48:11.217739Z,40179,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,af17d6a1ff212ed6,3437.28955,2.11,675.361755,3443.28931,3.190677,679.683777,1.601845,2
m03580,1,2026-07-22T13:48:12.819584Z,40207,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,8ab76bb753fcf903,3442.51953,2.11,679.129272,3449.41602,2.61,688.010132,2.1602,2
m03583,1,2026-07-22T13:48:14.979784Z,40233,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,8395e0d2fb6f24b3,3447.97632,2.11,686.155823,3460.10083,2.61,692.127869,34.615356,2
m03605,1,2026-07-22T13:48:49.595140Z,41008,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,efd6eec715182412,3486.63525,2.11,693.972656,3489.46533,2.61,693.018494,0.620298,2
m03607,1,2026-07-22T13:48:50.215438Z,41029,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,ed0450e47d02a6a7,3488.64307,2.11,693.295654,3493.65771,2.61,693.07019,1.292706,2
m03611,1,2026-07-22T13:48:51.508144Z,41075,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,692adc0aab1ce8c9,3492.77686,2.11,693.109802,3499.97705,2.61,693.504089,1.860045,2
m03616,1,2026-07-22T13:48:53.368189Z,41130,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,e9be652338a325a7,3499.07837,2.11,693.454895,3504.33081,2.61,693.722778,7.780077,2
m03622,1,2026-07-22T13:49:01.148266Z,41300,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,adc6649ed58da585,3505.10571,2.11,691.935059,3511.02466,2.61,692.175171,32.589911,2
m03654,1,2026-07-22T13:49:33.738177Z,42276,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,3f5f43a68415f458,3556.16846,2.11,691.877686,3560.22314,2.61,692.278076,13.799196,2
m03672,1,2026-07-22T13:49:47.537373Z,42782,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,1fad21beb01e2249,3560.39941,2.11,664.927185,3563.29785,2.61,665.723267,0.470238,2
m03675,1,2026-07-22T13:49:48.007611Z,42792,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,2fecc17f2c728b40,3562.40479,2.11,665.477905,3566.81445,2.61,666.223938,1.081117,2
m03678,1,2026-07-22T13:49:49.088728Z,42809,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,9565daa9737e7db8,3565.9646,2.11,666.080078,3569.06714,2.61,670.791809,1.321645,2
m03681,1,2026-07-22T13:49:50.410373Z,42830,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,1a7a744896ef507a,3568.53223,2.11,669.979004,3573.25488,2.940551,676.31488,2.151122,2
m03684,1,2026-07-22T13:49:52.561495Z,42863,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,2259567bef29f9e5,3572.69409,2.11,675.562622,3576.63599,3.348501,683.860168,1.100058,2
m03686,1,2026-07-22T13:49:53.661553Z,42889,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,17c6d02897bfecb6,3575.3584,2.86211,681.188538,3582.82275,3.206777,689.873535,1.840949,2
m03690,1,2026-07-22T13:49:55.502502Z,42954,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,45b5b0cf7441f1a9,3581.09106,2.96448,688.000061,3589.90479,2.61,696.552734,551.685277,2
m07274,1,2026-07-22T13:59:07.187779Z,53116,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,4845f6af3f2d6379,3547.60254,5.110001,862.999268,3550.43384,5.610001,861.068481,0.811945,2
m07278,1,2026-07-22T13:59:07.999724Z,53158,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,bd1ac1298552fbaf,3549.60938,5.110001,861.630798,3554.60547,5.610001,861.141418,1.17928,2
m07286,1,2026-07-22T13:59:09.179004Z,53264,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,ce5ee004468f2107,3553.73389,5.110001,861.226746,3560.76367,6.034849,858.937927,223.554844,2
m07657,1,2026-07-22T14:02:52.733848Z,59748,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,ca69b73ba9229c94,3361.95337,2.11,605.569153,3367.44873,2.61,601.453003,3.533653,2
m07663,1,2026-07-22T14:02:56.267501Z,59837,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,15707e08f94cd82f,3371.56714,2.11,594.641296,3378.98071,2.61,588.644043,142.304074,2
m07868,1,2026-07-22T14:05:18.571575Z,63610,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,23e9756b9855313b,3566.198,0.01,404.486115,3569.62305,0.51,406.217468,1.9905,2
m07875,1,2026-07-22T14:05:20.562075Z,63707,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,8fcf7f2507f34d5c,3572.63232,0.01,405.402679,3580.59375,0.51,407.916382,25.473691,2
m07898,1,2026-07-22T14:05:46.035766Z,64146,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,eeb88dc6e62793b2,3587.87695,0.01,405.215118,3590.6377,0.51,406.064423,174.382662,2
m07975,1,2026-07-22T14:08:40.418428Z,66336,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,a1a11dc51ca10d15,3643.20752,0.01,392.331329,3646.60742,0.51,394.721497,8.263738,2
m07990,1,2026-07-22T14:08:48.682166Z,66632,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,a738e92d920d9b18,3675.81421,0.320535,388.286224,3682.10864,2.973865,393.082947,1.722018,2
m07993,1,2026-07-22T14:08:50.404184Z,66711,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,abe744a454c61036,3681.42798,1.225692,392.439972,3680.29102,4.840981,400.928406,2.059579,2
m07996,1,2026-07-22T14:08:52.463763Z,66740,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,ed04748b778012c3,3680.26807,3.96809,398.871002,3677.9856,3.887893,409.341644,1.270135,2
m07999,1,2026-07-22T14:08:53.733898Z,66744,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,5045ba022d07a3c8,3678.20044,3.898574,407.100708,3673.74536,4.705157,416.428131,49.36361,2
m08058,1,2026-07-22T14:09:43.097508Z,67653,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,1dc3037b088e3e36,3570.78198,2.11,528.416992,3569.771,2.61,532.316345,0.921491,2
m08062,1,2026-07-22T14:09:44.018999Z,67676,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,e79582cc1d031693,3570.00586,2.11,531.411743,3568.39014,2.466189,535.892761,1.179115,2
m08063,1,2026-07-22T14:09:45.198114Z,67728,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,7b818273f74e3ad0,3568.6687,2.11,535.120544,3567.13257,2.301174,537.596619,19.415768,2
m08068,1,2026-07-22T14:10:04.613882Z,67885,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,5af26bf2a97d1350,3567.57202,2.051809,536.888245,3565.83765,2.525039,540.922974,1.397651,2
m08072,1,2026-07-22T14:10:06.011533Z,67921,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,4b60932f0c6d7d21,3566.19165,1.844753,540.099854,3565.6001,2.900973,546.113525,37.100473,2
m08096,1,2026-07-22T14:10:43.112006Z,68380,leash,95,96056,2,1044525,6553,Bureaucrat Worker,SimpleChar:798915B6,1,491e87ac7e8bfac4,3560.80176,3.775537,576.580017,3560.02075,3.940632,580.39801,0.933585,2
